,goals,squad,shots_on_target,position,shots_on_target_per90,games_subs,goals_assists_pens_per90,minutes,goals_pens_per90,age,cards_per90,fouls_per90,cards_yellow,goals_per90,minutes_per_game,fouls,games_starts,assists,nationality,pens_att,goals_assists_per90,cards_red,pens_made,games,player
29,0,Blackburn Rovers,0,GK,0.00,0,0.00,"3,084",0.00,29,0.03,0.00,1,0.00,88,0,35,0,eng ENG,0,0.00,0,0,35,Paul Robinson
30,13,Aston Villa,41,"FW,MF",1.20,1,0.44,"3,075",0.38,22,0.09,1.55,3,0.38,85,53,35,2,eng ENG,0,0.44,0,0,36,Gabby Agbonlahor
31,1,Hull City,2,DF,0.06,0,0.03,"3,065",0.03,30,0.21,0.85,7,0.03,88,29,35,0,eng ENG,0,0.03,0,0,35,Andy Dawson
32,0,Fulham,1,DF,0.03,0,0.00,"3,060",0.00,29,0.06,0.15,2,0.00,90,5,34,0,nir NIR,0,0.00,0,0,34,Aaron Hughes
33,0,Wolverhampton Wanderers,4,"DF,MF",0.12,0,0.00,"3,036",0.00,26,0.21,1.72,6,0.00,89,58,34,0,eng ENG,0,0.00,1,0,34,Karl Henry
34,5,Wigan Athletic,26,"FW,MF,DF",0.77,1,0.33,"3,030",0.15,23,0.21,1.54,7,0.15,84,52,35,6,fr FRA,0,0.33,0,0,36,Charles N'Zogbia
35,0,Chelsea,0,GK,0.00,0,0.00,"3,021",0.00,27,0.03,0.00,0,0.00,89,0,34,0,cz CZE,0,0.00,1,0,34,Petr Čech
36,5,Birmingham City,17,MF,0.51,1,0.21,"3,009",0.15,32,0.24,1.50,8,0.15,86,50,34,2,eng ENG,0,0.21,0,0,35,Lee Bowyer
37,9,Liverpool,32,"FW,MF,DF",0.96,2,0.33,"3,003",0.24,29,0.09,1.26,3,0.27,81,42,35,3,nl NED,1,0.36,0,1,37,Dirk Kuyt
38,2,Manchester City,7,MF,0.21,0,0.24,"2,994",0.06,28,0.12,1.95,4,0.06,88,65,34,6,eng ENG,0,0.24,0,0,34,Gareth Barry
39,5,Wolverhampton Wanderers,13,"DF,MF",0.39,0,0.21,"2,970",0.15,34,0.03,1.15,1,0.15,90,38,33,2,eng ENG,0,0.21,0,0,33,Jody Craddock
40,1,Bolton Wanderers,7,MF,0.21,1,0.03,"2,936",0.03,21,0.34,2.02,11,0.03,82,66,35,0,eng ENG,0,0.03,0,0,36,Fabrice Muamba
41,3,West Ham United,5,DF,0.15,0,0.09,"2,904",0.09,30,0.09,0.93,3,0.09,88,30,33,0,eng ENG,0,0.09,0,0,33,Matthew Upson
42,0,Stoke City,5,"DF,MF",0.16,3,0.00,"2,897",0.00,27,0.28,1.52,8,0.00,81,49,33,0,eng ENG,0,0.00,1,0,36,Dean Whitehead
43,5,Stoke City,8,MF,0.25,1,0.37,"2,888",0.12,27,0.03,0.37,1,0.16,85,12,33,8,eng ENG,1,0.41,0,1,34,Matthew Etherington
44,9,Wolverhampton Wanderers,27,FW,0.84,1,0.31,"2,887",0.25,25,0.12,1.47,4,0.28,85,47,33,2,ie IRL,1,0.34,0,1,34,Kevin Doyle
45,0,Stoke City,4,MF,0.13,2,0.06,"2,879",0.00,33,0.09,1.00,3,0.00,80,32,34,2,ie IRL,0,0.06,0,0,36,Rory Delap
46,0,Stoke City,0,GK,0.00,0,0.00,"2,864",0.00,33,0.00,0.00,0,0.00,87,0,33,0,dk DEN,0,0.00,0,0,33,Thomas Sørensen
47,8,Everton,35,"MF,FW",1.10,0,0.38,"2,863",0.25,29,0.25,2.51,8,0.25,87,80,33,4,au AUS,0,0.38,0,0,33,Tim Cahill
48,2,Blackburn Rovers,8,MF,0.25,0,0.06,"2,862",0.06,20,0.19,1.86,6,0.06,87,59,33,0,fr FRA,0,0.06,0,0,33,Steven Nzonzi
49,23,Manchester City,58,FW,1.82,3,0.75,"2,861",0.57,25,0.19,1.23,6,0.72,82,39,32,6,ar ARG,5,0.91,0,5,35,Carlos Tevez
50,1,Wigan Athletic,8,MF,0.25,0,0.03,"2,852",0.03,22,0.16,1.99,5,0.03,84,63,34,0,sn SEN,0,0.03,0,0,34,Mohamed Diamé
51,0,Wigan Athletic,1,DF,0.03,0,0.03,"2,850",0.00,32,0.06,0.85,2,0.00,89,27,32,1,nl NED,0,0.03,0,0,32,Mario Melchiot
52,8,Burnley,23,FW,0.73,0,0.38,"2,848",0.25,22,0.03,1.61,1,0.25,81,51,35,4,sco SCO,0,0.38,0,0,35,Steven Fletcher
53,2,Tottenham Hotspur,15,MF,0.47,0,0.13,"2,844",0.06,22,0.25,1.77,8,0.06,86,56,33,2,eng ENG,0,0.13,0,0,33,Tom Huddlestone
54,9,Liverpool,30,MF,0.95,1,0.44,"2,842",0.22,29,0.19,0.92,6,0.29,86,29,32,7,eng ENG,2,0.51,0,2,33,Steven Gerrard
55,0,Liverpool,6,MF,0.19,3,0.06,"2,841",0.00,22,0.29,1.87,9,0.00,81,59,32,2,br BRA,0,0.06,0,0,35,Lucas Leiva
56,0,Wolverhampton Wanderers,3,DF,0.10,0,0.06,"2,835",0.00,24,0.16,1.43,5,0.00,89,45,32,2,sco SCO,0,0.06,0,0,32,Christophe Berra
57,1,West Ham United,1,"MF,DF,FW",0.03,1,0.10,"2,820",0.03,25,0.19,1.02,6,0.03,86,32,32,2,mq MTQ,0,0.10,0,0,33,Julien Faubert
58,1,Fulham,3,DF,0.10,0,0.03,"2,805",0.03,28,0.06,0.90,2,0.03,88,28,32,0,no NOR,0,0.03,0,0,32,Brede Hangeland
59,7,Arsenal,14,DF,0.45,0,0.26,"2,797",0.23,23,0.13,0.90,3,0.23,85,28,33,1,be BEL,0,0.26,1,0,33,Thomas Vermaelen
60,2,Blackburn Rovers,6,DF,0.19,1,0.13,"2,795",0.06,27,0.10,0.55,3,0.06,82,17,33,2,fr FRA,0,0.13,0,0,34,Gaël Givet
61,29,Chelsea,67,FW,2.18,1,1.23,"2,770",0.91,31,0.23,2.01,7,0.94,87,62,31,10,ci CIV,1,1.27,0,1,32,Didier Drogba
62,0,Wigan Athletic,0,GK,0.00,0,0.00,"2,768",0.00,28,0.00,0.00,0,0.00,87,0,32,0,eng ENG,0,0.00,0,0,32,Chris Kirkland
63,0,Arsenal,2,DF,0.07,4,0.10,"2,760",0.00,26,0.10,0.82,3,0.00,79,25,31,3,fr FRA,0,0.10,0,0,35,Bacary Sagna
64,0,Liverpool,7,"MF,DF",0.23,3,0.00,"2,758",0.00,25,0.39,2.19,10,0.00,81,67,31,0,ar ARG,0,0.00,2,0,34,Javier Mascherano
65,3,Birmingham City,5,DF,0.16,1,0.10,"2,745",0.10,25,0.13,0.85,4,0.10,89,26,30,0,eng ENG,0,0.10,0,0,31,Liam Ridgewell
66,3,Stoke City,6,DF,0.20,2,0.10,"2,744",0.10,24,0.20,1.02,6,0.10,86,31,30,0,de GER,0,0.10,0,0,32,Robert Huth
67,7,Burnley,11,"DF,MF",0.36,0,0.07,"2,735",0.03,37,0.10,0.89,3,0.23,83,27,33,1,sco SCO,6,0.26,0,6,33,Graham Alexander
68,26,Manchester United,61,"MF,FW",2.01,0,0.82,"2,728",0.73,23,0.20,0.79,6,0.86,85,24,32,3,eng ENG,5,0.96,0,4,32,Wayne Rooney
69,0,Liverpool,2,DF,0.07,1,0.07,"2,722",0.00,20,0.03,0.83,1,0.00,88,25,30,2,ar ARG,0,0.07,0,0,31,Emiliano Insúa
70,0,Tottenham Hotspur,0,GK,0.00,0,0.00,"2,715",0.00,28,0.07,0.00,2,0.00,88,0,31,0,br BRA,0,0.00,0,0,31,Heurelho Gomes
71,1,Manchester City,6,DF,0.20,0,0.03,"2,708",0.03,28,0.03,0.53,1,0.03,87,16,31,0,ci CIV,0,0.03,0,0,31,Kolo Touré
72,0,Birmingham City,1,DF,0.03,0,0.03,"2,700",0.00,22,0.13,0.80,4,0.00,90,24,30,1,eng ENG,0,0.03,0,0,30,Scott Dann
73,11,Chelsea,44,FW,1.47,2,0.57,"2,688",0.37,30,0.00,0.80,0,0.37,82,24,31,6,fr FRA,0,0.57,0,0,33,Nicolas Anelka
74,10,Birmingham City,31,FW,1.04,0,0.44,"2,671",0.34,22,0.17,1.45,5,0.34,84,43,32,3,eng ENG,0,0.44,0,0,32,Cameron Jerome
75,0,Fulham,3,"MF,DF",0.10,3,0.00,"2,658",0.00,27,0.14,0.88,4,0.00,83,26,29,0,nir NIR,0,0.00,0,0,32,Chris Baird
76,4,Everton,18,MF,0.61,0,0.20,"2,657",0.14,27,0.34,1.66,9,0.14,89,49,30,2,za RSA,0,0.20,1,0,30,Steven Pienaar
77,3,Wolverhampton Wanderers,18,MF,0.61,4,0.20,"2,641",0.10,23,0.10,0.51,3,0.10,78,15,30,3,eng ENG,0,0.20,0,0,34,Matt Jarvis
78,5,Birmingham City,20,"FW,MF",0.68,4,0.17,"2,639",0.10,26,0.17,1.74,5,0.17,73,51,32,2,sco SCO,3,0.24,0,2,36,James McFadden
79,0,Manchester City,5,MF,0.17,4,0.00,"2,627",0.00,24,0.24,1.54,7,0.00,77,45,30,0,nl NED,0,0.00,0,0,34,Nigel de Jong
80,5,Manchester United,16,"DF,MF",0.55,5,0.45,"2,613",0.17,23,0.10,1.45,3,0.17,77,42,29,8,ec ECU,0,0.45,0,0,34,Antonio Valencia
81,5,Bolton Wanderers,13,DF,0.45,0,0.21,"2,610",0.17,23,0.10,0.97,3,0.17,90,28,29,1,eng ENG,0,0.21,0,0,29,Gary Cahill
82,0,Arsenal,0,GK,0.00,0,0.00,"2,610",0.00,32,0.03,0.00,1,0.00,90,0,29,0,es ESP,0,0.00,0,0,29,Manuel Almunia
83,0,Sunderland,3,"MF,DF",0.10,2,0.03,"2,598",0.00,26,0.38,2.11,10,0.00,84,61,29,1,al ALB,0,0.03,1,0,31,Lorik Cana
84,4,Blackburn Rovers,18,DF,0.62,0,0.14,"2,594",0.14,25,0.21,1.49,5,0.14,87,43,30,0,cg CGO,0,0.14,1,0,30,Christopher Samba
85,0,Everton,5,"DF,MF",0.17,2,0.10,"2,591",0.00,25,0.28,1.67,8,0.00,84,48,29,3,nl NED,0,0.10,0,0,31,John Heitinga
86,0,Aston Villa,1,DF,0.03,0,0.07,"2,590",0.00,27,0.10,0.73,3,0.00,86,21,30,2,eng ENG,0,0.07,0,0,30,Stephen Warnock
87,8,Bolton Wanderers,34,"DF,MF",1.19,8,0.24,"2,578",0.17,27,0.07,0.70,2,0.28,70,20,29,2,eng ENG,3,0.35,0,3,37,Matthew Taylor
88,2,West Ham United,17,MF,0.59,1,0.14,"2,573",0.07,28,0.35,1.33,9,0.07,83,38,30,2,eng ENG,0,0.14,1,0,31,Scott Parker
89,4,Manchester United,12,MF,0.42,1,0.28,"2,570",0.14,25,0.21,1.19,5,0.14,86,34,29,4,sco SCO,0,0.28,1,0,30,Darren Fletcher
90,1,Tottenham Hotspur,3,DF,0.11,0,0.11,"2,553",0.04,23,0.11,0.78,3,0.04,88,22,29,2,hr CRO,0,0.11,0,0,29,Vedran Ćorluka
91,18,Tottenham Hotspur,46,FW,1.62,3,0.74,"2,553",0.60,26,0.14,1.87,3,0.63,75,53,31,4,eng ENG,2,0.78,1,1,34,Jermain Defoe
92,1,Sunderland,5,DF,0.18,0,0.04,"2,549",0.04,25,0.35,1.38,8,0.04,88,39,29,0,,0,0.04,2,0,29,Michael Turner
93,6,Fulham,22,"FW,MF",0.78,2,0.35,"2,537",0.21,30,0.07,0.60,2,0.21,79,17,30,4,ie IRL,0,0.35,0,0,32,Damien Duff
94,1,Tottenham Hotspur,6,MF,0.21,4,0.07,"2,530",0.04,25,0.28,2.17,8,0.04,77,61,29,1,hn HON,0,0.07,0,0,33,Wilson Palacios
95,1,Tottenham Hotspur,1,DF,0.04,1,0.07,"2,530",0.04,25,0.18,0.85,5,0.04,84,24,29,1,cm CMR,0,0.07,0,0,30,Benoît Assou-Ekotto
96,4,Wigan Athletic,21,"MF,DF",0.75,8,0.29,"2,518",0.14,29,0.21,1.57,6,0.14,66,44,30,4,at AUT,0,0.29,0,0,38,Paul Scharner
97,2,Stoke City,6,DF,0.22,1,0.15,"2,448",0.07,21,0.33,1.10,8,0.07,87,30,27,2,eng ENG,0,0.15,1,0,28,Ryan Shawcross
98,0,Hull City,0,GK,0.00,0,0.00,"2,430",0.00,26,0.07,0.00,2,0.00,90,0,27,0,wal WAL,0,0.00,0,0,27,Boaz Myhill
99,3,Blackburn Rovers,19,"FW,MF",0.71,6,0.33,"2,424",0.11,27,0.19,1.71,5,0.11,74,46,27,6,no NOR,0,0.33,0,0,33,Morten Gamst Pedersen
100,1,Sunderland,6,"DF,MF",0.22,1,0.07,"2,410",0.04,24,0.34,1.72,8,0.04,83,46,28,1,eng ENG,0,0.07,1,0,29,Kieran Richardson
101,0,Portsmouth,2,"DF,MF",0.07,0,0.00,"2,408",0.00,21,0.07,1.31,2,0.00,86,35,28,0,ie IRL,0,0.00,0,0,28,Marc Wilson
102,4,Bolton Wanderers,13,"FW,MF",0.49,7,0.26,"2,407",0.15,21,0.15,0.67,4,0.15,71,18,27,3,kr KOR,0,0.26,0,0,34,Lee Chung-yong
103,7,Fulham,28,"FW,MF",1.05,2,0.34,"2,391",0.23,26,0.04,1.39,1,0.26,82,37,27,3,us USA,1,0.38,0,1,29,Clint Dempsey
104,2,Stoke City,5,"MF,DF",0.19,1,0.08,"2,382",0.08,31,0.26,0.94,5,0.08,77,25,30,0,sn SEN,0,0.08,2,0,31,Abdoulaye Faye
105,10,Manchester City,28,FW,1.06,6,0.64,"2,380",0.38,30,0.19,0.98,4,0.38,74,26,26,7,wal WAL,0,0.64,1,0,32,Craig Bellamy
106,4,Birmingham City,16,MF,0.61,7,0.27,"2,376",0.15,24,0.11,1.55,3,0.15,72,41,26,3,se SWE,0,0.27,0,0,33,Seb Larsson
107,0,Burnley,3,DF,0.11,0,0.00,"2,373",0.00,29,0.27,0.95,7,0.00,88,25,27,0,eng ENG,0,0.00,0,0,27,Clarke Carlisle
108,1,Aston Villa,8,DF,0.30,1,0.04,"2,369",0.04,25,0.08,1.18,2,0.04,88,31,26,0,wal WAL,0,0.04,0,0,27,James Collins
109,1,Fulham,2,"MF,DF,FW",0.08,0,0.08,"2,365",0.04,28,0.11,0.76,3,0.04,88,20,27,1,eng ENG,0,0.08,0,0,27,Paul Konchesky
110,4,Chelsea,12,MF,0.46,6,0.34,"2,363",0.15,32,0.15,2.02,3,0.15,74,53,26,5,de GER,0,0.34,1,0,32,Michael Ballack
111,2,Stoke City,5,MF,0.19,8,0.15,"2,358",0.08,25,0.34,1.37,9,0.08,72,36,25,2,ie IRL,0,0.15,0,0,33,Glenn Whelan
112,3,Arsenal,7,DF,0.27,0,0.12,"2,340",0.12,31,0.08,0.54,2,0.12,90,14,26,0,fr FRA,0,0.12,0,0,26,William Gallas
113,2,Tottenham Hotspur,5,DF,0.19,4,0.08,"2,337",0.08,25,0.15,0.73,4,0.08,81,19,25,0,eng ENG,0,0.08,0,0,29,Michael Dawson
114,0,Wigan Athletic,4,MF,0.15,4,0.00,"2,333",0.00,24,0.35,2.55,8,0.00,75,66,27,0,hn HON,0,0.00,1,0,31,Hendry Thomas
115,13,Everton,29,FW,1.12,7,0.47,"2,322",0.43,30,0.08,1.20,2,0.50,70,31,26,1,fr FRA,2,0.54,0,2,33,Louis Saha
116,6,Arsenal,15,MF,0.58,3,0.35,"2,319",0.23,23,0.08,1.90,2,0.23,80,49,26,3,fr FRA,0,0.35,0,0,29,Abou Diaby
117,6,Hull City,13,"FW,MF",0.51,0,0.35,"2,316",0.19,27,0.16,1.79,4,0.23,86,46,27,4,ie IRL,1,0.39,0,1,27,Stephen Hunt
118,0,Sunderland,0,GK,0.00,0,0.00,"2,315",0.00,26,0.12,0.00,3,0.00,89,0,26,0,sco SCO,0,0.00,0,0,26,Craig Gordon
119,12,Chelsea,25,"MF,FW",0.98,7,0.82,"2,304",0.47,29,0.20,0.94,4,0.47,70,24,26,9,fr FRA,0,0.82,1,0,33,Florent Malouda
120,1,Tottenham Hotspur,2,DF,0.08,3,0.04,"2,296",0.04,23,0.08,0.67,2,0.04,82,17,25,0,cm CMR,0,0.04,0,0,28,Sébastien Bassong
121,0,Hull City,1,DF,0.04,1,0.00,"2,293",0.00,23,0.20,1.10,5,0.00,85,28,26,0,ie IRL,0,0.00,0,0,27,Paul McShane
122,10,West Ham United,36,FW,1.42,4,0.47,"2,287",0.35,25,0.12,2.83,3,0.39,76,72,26,3,eng ENG,1,0.51,0,1,30,Carlton Cole
123,5,Portsmouth,24,FW,0.95,8,0.28,"2,274",0.20,30,0.08,1.39,2,0.20,67,35,26,2,"fr FRA,mq MTQ",0,0.28,0,0,34,Frédéric Piquionne
124,4,Blackburn Rovers,8,DF,0.32,3,0.16,"2,271",0.16,31,0.12,1.11,3,0.16,81,28,25,0,nz NZL,0,0.16,0,0,28,Ryan Nelsen
125,2,West Ham United,4,"DF,MF",0.16,4,0.12,"2,261",0.08,29,0.36,1.35,8,0.08,73,34,27,1,cz CZE,0,0.12,1,0,31,Radoslav Kováč
126,10,Arsenal,29,"MF,FW",1.16,5,0.48,"2,255",0.40,28,0.08,1.60,2,0.40,75,40,25,2,ru RUS,0,0.48,0,0,30,Andrey Arshavin
127,1,Chelsea,10,DF,0.40,3,0.20,"2,254",0.04,25,0.24,1.56,6,0.04,81,39,25,4,rs SRB,0,0.20,0,0,28,Branislav Ivanović
128,2,Portsmouth,22,MF,0.88,1,0.24,"2,251",0.08,22,0.32,1.20,8,0.08,87,30,25,4,eng ENG,1,0.24,0,0,26,Jamie O'Hara
129,0,Wolverhampton Wanderers,0,GK,0.00,0,0.00,"2,250",0.00,37,0.12,0.00,3,0.00,90,0,25,0,us USA,0,0.00,0,0,25,Marcus Hahnemann
130,0,West Ham United,0,"DF,MF",0.00,5,0.00,"2,240",0.00,23,0.08,0.92,2,0.00,83,23,22,0,us USA,0,0.00,0,0,27,Jonathan Spector
131,1,Arsenal,3,"MF,DF",0.12,1,0.04,"2,238",0.04,21,0.40,2.37,10,0.04,86,59,25,0,cm CMR,0,0.04,0,0,26,Alex Song
132,3,Stoke City,26,FW,1.05,13,0.24,"2,237",0.12,29,0.36,2.21,9,0.12,64,55,22,3,jm JAM,0,0.24,0,0,35,Ricardo Fuller
133,0,Portsmouth,0,GK,0.00,0,0.00,"2,232",0.00,38,0.12,0.00,3,0.00,89,0,25,0,eng ENG,0,0.00,0,0,25,David James
134,1,Hull City,4,MF,0.16,3,0.08,"2,230",0.04,33,0.24,2.42,4,0.04,77,60,26,1,nl NED,0,0.08,2,0,29,George Boateng
135,8,Tottenham Hotspur,41,FW,1.66,17,0.61,"2,229",0.32,28,0.04,1.78,1,0.32,59,44,21,7,eng ENG,0,0.61,0,0,38,Peter Crouch
136,0,Bolton Wanderers,0,DF,0.00,2,0.08,"2,220",0.00,27,0.20,0.85,4,0.00,82,21,25,2,is ISL,0,0.08,1,0,27,Grétar Steinsson
137,8,Fulham,22,FW,0.89,0,0.49,"2,217",0.32,28,0.12,2.76,3,0.32,82,68,27,4,eng ENG,0,0.49,0,0,27,Bobby Zamora
138,14,Manchester City,29,FW,1.18,1,0.73,"2,207",0.57,25,0.04,1.51,1,0.57,85,37,25,4,tg TOG,0,0.73,0,0,26,Emmanuel Adebayor
139,0,Bolton Wanderers,0,DF,0.00,1,0.04,"2,191",0.00,30,0.29,1.27,7,0.00,88,31,24,1,eng ENG,0,0.04,0,0,25,Paul Robinson
140,15,Arsenal,34,"FW,MF",1.40,1,1.03,"2,188",0.49,22,0.21,1.44,5,0.62,81,35,26,13,es ESP,4,1.15,0,3,27,Cesc Fàbregas
141,1,Sunderland,8,MF,0.33,10,0.21,"2,187",0.04,19,0.12,1.48,3,0.04,66,36,23,4,eng ENG,0,0.21,0,0,33,Jordan Henderson
142,9,Sunderland,28,FW,1.15,8,0.45,"2,182",0.33,24,0.08,0.99,1,0.37,68,24,24,3,tt TRI,1,0.49,1,1,32,Kenwyne Jones
143,1,Burnley,8,"DF,MF",0.33,2,0.04,"2,180",0.04,24,0.21,2.02,5,0.04,78,49,26,0,cm CMR,0,0.04,0,0,28,André Bikey
144,0,Bolton Wanderers,2,DF,0.08,2,0.04,"2,168",0.00,27,0.12,0.79,2,0.00,80,19,25,1,wal WAL,0,0.04,1,0,27,Sam Ricketts
145,0,Hull City,3,DF,0.12,0,0.00,"2,160",0.00,28,0.04,0.75,1,0.00,90,18,24,0,eng ENG,0,0.00,0,0,24,Anthony Gardner
146,4,Chelsea,8,DF,0.33,2,0.21,"2,153",0.17,28,0.17,0.67,4,0.17,80,16,25,1,eng ENG,0,0.21,0,0,27,Ashley Cole
147,3,Liverpool,8,DF,0.34,1,0.25,"2,137",0.13,24,0.04,0.97,1,0.13,86,23,24,3,eng ENG,0,0.25,0,0,25,Glen Johnson
148,5,Fulham,8,MF,0.34,0,0.08,"2,134",0.08,32,0.21,1.52,5,0.21,85,36,25,0,eng ENG,3,0.21,0,3,25,Danny Murphy
149,1,Blackburn Rovers,6,MF,0.25,10,0.00,"2,121",0.00,28,0.17,1.70,4,0.04,66,40,22,0,ie IRL,1,0.04,0,1,32,Keith Andrews
150,2,Manchester United,12,MF,0.51,8,0.08,"2,119",0.08,28,0.04,0.59,1,0.08,71,14,22,0,eng ENG,1,0.08,0,0,30,Michael Carrick
151,2,West Ham United,14,MF,0.59,2,0.21,"2,119",0.04,22,0.30,1.57,6,0.08,79,37,25,4,eng ENG,1,0.25,1,1,27,Mark Noble
152,1,Manchester United,4,DF,0.17,0,0.04,"2,106",0.04,27,0.38,1.20,8,0.04,88,28,24,0,rs SRB,0,0.04,1,0,24,Nemanja Vidić
153,0,Manchester City,0,DF,0.00,4,0.04,"2,102",0.00,24,0.43,1.50,9,0.00,78,35,23,1,ar ARG,0,0.04,1,0,27,Pablo Zabaleta
154,10,Aston Villa,27,FW,1.16,11,0.56,"2,102",0.39,29,0.09,2.83,2,0.43,64,66,22,4,no NOR,2,0.60,0,1,33,John Carew
155,12,Manchester United,39,FW,1.68,9,0.73,"2,094",0.52,28,0.04,1.85,1,0.52,64,43,24,5,bg BUL,0,0.73,0,0,33,Dimitar Berbatov
156,3,Bolton Wanderers,12,MF,0.52,1,0.17,"2,090",0.13,25,0.34,2.15,7,0.13,77,50,26,1,il ISR,0,0.17,1,0,27,Tamir Cohen
157,0,Arsenal,4,DF,0.17,1,0.04,"2,087",0.00,24,0.17,1.08,4,0.00,87,25,23,1,fr FRA,0,0.04,0,0,24,Gaël Clichy
