,goals,squad,shots_on_target,position,shots_on_target_per90,games_subs,goals_assists_pens_per90,minutes,goals_pens_per90,age,cards_per90,fouls_per90,cards_yellow,goals_per90,minutes_per_game,fouls,games_starts,assists,nationality,pens_att,goals_assists_per90,cards_red,pens_made,games,player
26,9,Leeds United,24,MF,0.69,0,0.29,"3,140",0.26,21,0.23,,8,0.26,90,,35,1,eng ENG,0,0.29,0,0,35,Lee Bowyer
27,0,Arsenal,8,DF,0.23,0,0.03,"3,139",0.00,34,0.23,,7,0.00,87,,36,1,eng ENG,0,0.03,1,0,36,Lee Dixon
28,2,Charlton Athletic,7,DF,0.20,0,0.11,"3,136",0.06,21,0.29,,10,0.06,87,,36,2,eng ENG,0,0.11,0,0,36,Danny Mills
29,18,Leeds United,57,FW,1.64,0,0.75,"3,136",0.49,26,0.23,,8,0.52,87,,36,9,nl NED,1,0.77,0,1,36,Jimmy Floyd Hasselbaink
30,5,Wimbledon,17,MF,0.49,0,0.20,"3,128",0.14,33,0.06,,2,0.14,89,,35,2,jm JAM,0,0.20,0,0,35,Robbie Earle
31,4,Newcastle United,15,MF,0.43,4,0.12,"3,117",0.12,28,0.17,,6,0.12,82,,34,0,wal WAL,0,0.12,0,0,38,Gary Speed
32,1,Middlesbrough,13,MF,0.38,0,0.12,"3,083",0.03,35,0.29,,10,0.03,88,,35,3,ie IRL,0,0.12,0,0,35,Andy Townsend
33,0,Middlesbrough,0,GK,0.00,0,0.00,"3,060",0.00,25,0.03,,1,0.00,90,,34,0,au AUS,0,0.00,0,0,34,Mark Schwarzer
34,6,Arsenal,27,MF,0.80,0,0.27,"3,054",0.18,25,0.12,,4,0.18,87,,35,3,eng ENG,0,0.27,0,0,35,Ray Parlour
35,6,Arsenal,45,"FW,MF",1.33,0,0.38,"3,052",0.18,25,0.06,,2,0.18,83,,37,7,nl NED,0,0.38,0,0,37,Marc Overmars
36,1,Arsenal,1,"DF,MF",0.03,0,0.06,"3,037",0.03,32,0.27,,7,0.03,89,,34,1,eng ENG,0,0.06,2,0,34,Martin Keown
37,4,Leeds United,10,DF,0.30,1,0.24,"3,034",0.09,20,0.21,,7,0.12,87,,34,5,ie IRL,2,0.27,0,1,35,Ian Harte
38,0,Wimbledon,6,DF,0.18,0,0.00,"3,029",0.00,25,0.18,,6,0.00,89,,34,0,eng ENG,0,0.00,0,0,34,Chris Perry
39,1,Blackburn Rovers,9,DF,0.27,0,0.03,"3,025",0.03,22,0.21,,7,0.03,89,,34,0,sco SCO,0,0.03,0,0,34,Callum Davidson
40,9,Derby County,23,FW,0.69,2,0.45,"3,021",0.27,22,0.30,,9,0.27,86,,33,6,cr CRC,0,0.45,1,0,35,Paulo Wanchope
41,0,Chelsea,0,GK,0.00,0,0.00,"3,016",0.00,31,0.06,,2,0.00,89,,34,0,nl NED,0,0.00,0,0,34,Ed de Goey
42,0,Leeds United,0,GK,0.00,0,0.00,"3,015",0.00,31,0.00,,0,0.00,89,,34,0,eng ENG,0,0.00,0,0,34,Nigel Martyn
43,0,Manchester United,0,GK,0.00,0,0.00,"3,015",0.00,34,0.00,,0,0.00,89,,34,0,dk DEN,0,0.00,0,0,34,Peter Schmeichel
44,2,Liverpool,9,"DF,MF",0.27,0,0.09,"3,009",0.06,20,0.18,,5,0.06,89,,34,1,eng ENG,0,0.09,1,0,34,Jamie Carragher
45,5,Liverpool,15,MF,0.45,0,0.27,"3,001",0.15,30,0.27,,9,0.15,88,,34,4,eng ENG,0,0.27,0,0,34,Paul Ince
46,1,Derby County,6,DF,0.18,1,0.03,"3,000",0.03,27,0.12,,4,0.03,88,,33,0,eng ENG,0,0.03,0,0,34,Spencer Prior
47,1,Manchester United,6,DF,0.18,0,0.12,"2,999",0.03,23,0.21,,6,0.03,88,,34,3,eng ENG,0,0.12,1,0,34,Gary Neville
48,4,Nottingham Forest,10,DF,0.30,0,0.15,"2,982",0.12,21,0.24,,8,0.12,88,,34,1,eng ENG,0,0.15,0,0,34,Alan Rogers
49,1,Everton,7,DF,0.21,1,0.06,"2,971",0.03,24,0.24,,8,0.03,87,,33,1,eng ENG,0,0.06,0,0,34,David Unsworth
50,2,West Ham United,7,DF,0.21,0,0.12,"2,962",0.06,24,0.12,,4,0.06,90,,33,2,eng ENG,0,0.12,0,0,33,Ian Pearce
51,8,Liverpool,24,MF,0.74,1,0.34,"2,936",0.18,25,,,6,0.25,86,,33,5,eng ENG,2,0.40,,2,34,Jamie Redknapp
52,3,Arsenal,10,MF,0.31,0,0.18,"2,936",0.09,22,0.25,,7,0.09,86,,34,3,fr FRA,0,0.18,1,0,34,Patrick Vieira
53,13,Chelsea,46,FW,1.42,2,0.55,"2,922",0.40,32,0.03,,1,0.40,79,,35,5,it ITA,0,0.55,0,0,37,Gianfranco Zola
54,6,Sheffield Wednesday,17,FW,0.53,0,0.34,"2,910",0.19,24,0.22,,7,0.19,86,,34,5,eng ENG,0,0.34,0,0,34,Andy Booth
55,4,Chelsea,10,DF,0.31,0,0.03,"2,887",0.03,30,0.31,,9,0.12,88,,33,0,fr FRA,4,0.12,1,3,33,Frank Leboeuf
56,0,Blackburn Rovers,6,DF,0.19,0,0.00,"2,885",0.00,23,0.19,,6,0.00,85,,34,0,ch SUI,0,0.00,0,0,34,Stéphane Henchoz
57,6,Manchester United,19,MF,0.59,1,0.50,"2,884",0.19,23,0.16,,5,0.19,85,,33,10,eng ENG,0,0.50,0,0,34,David Beckham
58,0,Arsenal,0,GK,0.00,0,0.00,"2,880",0.00,34,0.00,,0,0.00,90,,32,0,eng ENG,0,0.00,0,0,32,David Seaman
59,18,Manchester United,37,"MF,FW",1.16,0,0.91,"2,876",0.56,26,0.06,,2,0.56,87,,33,11,tt TRI,1,0.91,0,0,33,Dwight Yorke
60,2,Manchester United,17,MF,0.53,1,0.06,"2,866",0.06,26,0.25,,8,0.06,84,,33,0,ie IRL,0,0.06,0,0,34,Roy Keane
61,2,Nottingham Forest,6,DF,0.19,2,0.00,"2,845",0.00,29,0.28,,8,0.06,84,,32,0,eng ENG,2,0.06,1,2,34,Steve Chettle
62,7,Sheffield Wednesday,16,MF,0.51,1,0.25,"2,835",0.22,24,0.06,,2,0.22,83,,33,1,no NOR,0,0.25,0,0,34,Petter Rudi
63,4,Leeds United,13,MF,0.41,2,0.22,"2,834",0.13,27,0.19,,6,0.13,83,,32,3,sco SCO,0,0.22,0,0,34,David Hopkin
64,0,Nottingham Forest,5,MF,0.16,1,0.03,"2,833",0.00,32,0.35,,10,0.00,89,,31,1,eng ENG,0,0.03,1,0,32,Carlton Palmer
65,5,Tottenham Hotspur,17,MF,0.54,2,0.16,"2,816",0.16,29,0.16,,3,0.16,85,,31,0,eng ENG,0,0.16,2,0,33,Tim Sherwood
66,1,Middlesbrough,7,DF,0.22,1,0.06,"2,809",0.03,31,0.16,,5,0.03,85,,32,1,eng ENG,0,0.06,0,0,33,Colin Cooper
67,17,Arsenal,51,FW,1.64,1,0.71,"2,807",0.55,19,0.03,,1,0.55,80,,34,5,fr FRA,0,0.71,0,0,35,Nicolas Anelka
68,4,Middlesbrough,22,MF,0.71,0,0.19,"2,803",0.13,29,0.29,,8,0.13,88,,32,2,eng ENG,0,0.19,1,0,32,Robbie Mustoe
69,3,Aston Villa,10,MF,0.32,1,0.26,"2,800",0.06,21,0.26,,8,0.10,88,,31,6,eng ENG,1,0.29,0,1,32,Lee Hendrie
70,3,Sheffield Wednesday,9,DF,0.29,0,0.23,"2,797",0.10,29,0.16,,4,0.10,87,,32,4,eng ENG,0,0.23,1,0,32,Andy Hinchcliffe
71,0,Aston Villa,6,"MF,DF",0.19,0,0.10,"2,792",0.00,24,0.10,,2,0.00,82,,34,3,eng ENG,0,0.10,1,0,34,Steve Watson
72,0,Southampton,0,GK,0.00,0,0.00,"2,790",0.00,31,0.06,,1,0.00,90,,31,0,wal WAL,0,0.00,1,0,31,Paul Jones
73,1,Southampton,10,MF,0.32,0,0.10,"2,780",0.03,25,0.45,,14,0.03,87,,32,2,eng ENG,0,0.10,0,0,32,David Hughes
74,0,Southampton,5,DF,0.16,3,0.00,"2,776",0.00,25,0.13,,3,0.00,84,,30,0,no NOR,0,0.00,1,0,33,Claus Lundekvam
75,10,Wimbledon,19,"FW,MF",0.62,4,0.49,"2,767",0.33,27,0.03,,1,0.33,79,,31,5,jm JAM,0,0.49,0,0,35,Marcus Gayle
76,0,Derby County,6,MF,0.20,3,0.07,"2,762",0.00,26,0.26,,8,0.00,84,,30,2,jm JAM,0,0.07,0,0,33,Darryl Powell
77,0,Newcastle United,0,GK,0.00,0,0.00,"2,745",0.00,22,0.00,,0,0.00,89,,31,0,ie IRL,0,0.00,0,0,31,Shay Given
78,9,Coventry City,26,FW,0.85,0,0.36,"2,744",0.30,23,0.30,,9,0.30,89,,31,2,eng ENG,0,0.36,0,0,31,Noel Whelan
79,9,Coventry City,31,"MF,FW",1.02,3,0.43,"2,736",0.30,22,0.23,,7,0.30,81,,31,4,eng ENG,0,0.43,0,0,34,Darren Huckerby
80,3,Tottenham Hotspur,15,MF,0.50,1,0.46,"2,721",0.03,26,0.20,,6,0.10,85,,31,13,eng ENG,2,0.53,0,2,32,Darren Anderton
81,1,Newcastle United,12,DF,0.40,1,0.07,"2,718",0.03,25,0.10,,3,0.03,88,,30,1,fr FRA,0,0.07,0,0,31,Laurent Charvet
82,0,Wimbledon,3,DF,0.10,0,0.03,"2,714",0.00,22,0.27,,8,0.00,88,,31,1,wal WAL,0,0.03,0,0,31,Ben Thatcher
83,8,Sheffield Wednesday,22,FW,0.73,0,0.43,"2,710",0.23,26,0.30,,9,0.27,87,,31,6,it ITA,2,0.46,0,1,31,Benito Carbone
84,0,West Ham United,5,DF,0.17,0,0.00,"2,703",0.00,19,0.17,,5,0.00,87,,31,0,eng ENG,0,0.00,0,0,31,Rio Ferdinand
85,15,Middlesbrough,44,FW,1.47,4,0.57,"2,701",0.47,24,0.17,,5,0.50,75,,32,3,co COL,1,0.60,0,1,36,Hamilton Ricard
86,3,Everton,15,MF,0.50,4,0.40,"2,694",0.10,27,0.30,,8,0.10,82,,29,9,sco SCO,0,0.40,1,0,33,Don Hutchison
87,6,Leicester City,21,MF,0.70,0,0.27,"2,690",0.20,23,0.07,,2,0.20,87,,31,2,tr TUR,0,0.27,0,0,31,Muzzy Izzet
88,14,Aston Villa,33,FW,1.10,7,0.60,"2,689",0.44,23,0.03,,1,0.47,75,,29,5,eng ENG,1,0.64,0,1,36,Julian Joachim
89,1,Leicester City,6,DF,0.20,1,0.03,"2,685",0.03,26,0.40,,11,0.03,87,,30,0,jm JAM,0,0.03,1,0,31,Frank Sinclair
90,9,Wimbledon,23,"FW,MF",0.77,2,0.37,"2,679",0.30,21,0.13,,4,0.30,81,,31,2,jm JAM,0,0.37,0,0,33,Jason Euell
91,0,Chelsea,6,DF,0.20,0,0.07,"2,679",0.00,28,0.30,,9,0.00,89,,30,2,es ESP,0,0.07,0,0,30,Albert Ferrer
92,1,West Ham United,12,MF,0.40,0,0.07,"2,673",0.03,24,0.13,,3,0.03,89,,30,1,nir NIR,0,0.07,1,0,30,Steve Lomas
93,4,Aston Villa,13,MF,0.44,2,0.24,"2,668",0.13,30,0.20,,6,0.13,81,,31,3,eng ENG,0,0.24,0,0,33,Ian Taylor
94,0,Chelsea,5,"MF,DF",0.17,1,0.03,"2,651",0.00,29,0.17,,5,0.00,86,,30,1,fr FRA,0,0.03,0,0,31,Marcel Desailly
95,6,Charlton Athletic,23,FW,0.79,2,0.27,"2,633",0.21,28,0.10,,3,0.21,77,,32,2,eng ENG,0,0.27,0,0,34,Andy Hunt
96,4,Coventry City,21,MF,0.72,3,0.27,"2,627",0.14,22,0.34,,10,0.14,82,,29,4,nl NED,0,0.27,0,0,32,George Boateng
97,3,Sheffield Wednesday,16,MF,0.55,1,0.21,"2,608",0.10,26,0.00,,0,0.10,82,,31,3,se SWE,0,0.21,0,0,32,Niclas Alexandersson
98,1,Middlesbrough,8,DF,0.28,1,0.03,"2,596",0.03,30,0.14,,4,0.03,87,,29,0,eng ENG,0,0.03,0,0,30,Steve Vickers
99,6,Leicester City,24,FW,0.83,1,0.28,"2,589",0.21,20,0.10,,3,0.21,86,,29,2,eng ENG,0,0.28,0,0,30,Emile Heskey
100,14,Newcastle United,34,FW,1.18,1,0.38,"2,585",0.28,27,0.21,,6,0.49,86,,29,3,eng ENG,7,0.59,0,6,30,Alan Shearer
101,2,Coventry City,10,"DF,MF",0.35,2,0.10,"2,581",0.07,26,0.38,,11,0.07,81,,30,1,sco SCO,0,0.10,0,0,32,Paul Telfer
102,7,Liverpool,23,MF,0.80,2,0.52,"2,573",0.24,24,0.14,,4,0.24,80,,30,8,"cs TCH,cz CZE",0,0.52,0,0,32,Patrik Berger
103,3,Coventry City,17,MF,0.60,0,0.07,"2,571",0.04,33,0.18,,5,0.11,89,,29,1,sco SCO,2,0.14,0,2,29,Gary McAllister
104,0,Liverpool,8,"DF,MF",0.28,0,0.00,"2,568",0.00,29,0.07,,2,0.00,83,,31,0,ie IRL,0,0.00,0,0,31,Steve Staunton
105,0,Chelsea,7,DF,0.25,1,0.07,"2,561",0.00,29,0.18,,4,0.00,83,,30,2,eng ENG,0,0.07,1,0,31,Graeme Le Saux
106,0,Arsenal,8,DF,0.28,0,0.07,"2,555",0.00,34,0.28,,8,0.00,85,,30,2,eng ENG,0,0.07,0,0,30,Nigel Winterburn
107,2,Everton,15,MF,0.53,2,0.11,"2,548",0.07,23,0.57,,15,0.07,85,,28,1,fr FRA,0,0.11,1,0,30,Olivier Dacourt
108,0,Leeds United,3,"GK,DF",0.11,0,0.00,"2,537",0.00,29,0.07,,2,0.00,88,,29,0,za RSA,0,0.00,0,0,29,Lucas Radebe
109,17,Liverpool,38,FW,1.35,0,0.86,"2,526",0.57,18,0.00,,0,0.61,84,,30,8,eng ENG,1,0.89,0,1,30,Michael Owen
110,0,Derby County,10,MF,0.36,3,0.11,"2,525",0.00,28,0.21,,6,0.00,79,,29,3,no NOR,0,0.11,0,0,32,Lars Bohinen
111,1,Manchester United,6,DF,0.21,0,0.07,"2,524",0.04,26,0.18,,5,0.04,84,,30,1,nl NED,0,0.07,0,0,30,Jaap Stam
112,1,Leicester City,8,MF,0.29,5,0.07,"2,509",0.04,23,0.11,,3,0.04,74,,29,1,wal WAL,0,0.07,0,0,34,Robbie Savage
113,3,Charlton Athletic,16,MF,0.58,1,0.11,"2,501",0.11,33,0.32,,9,0.11,83,,29,0,eng ENG,1,0.11,0,0,30,Neil Redfearn
114,10,Leicester City,26,FW,0.94,1,0.36,"2,494",0.36,33,0.04,,1,0.36,83,,29,0,eng ENG,0,0.36,0,0,30,Tony Cottee
115,3,Tottenham Hotspur,18,"MF,FW",0.65,0,0.44,"2,474",0.11,31,0.33,,9,0.11,83,,30,9,fr FRA,0,0.44,0,0,30,David Ginola
116,5,Derby County,12,DF,0.44,1,0.22,"2,471",0.18,24,0.15,,4,0.18,85,,28,1,ar ARG,0,0.22,0,0,29,Horacio Carbonari
117,2,Aston Villa,9,MF,0.33,5,0.11,"2,439",0.07,17,0.11,,3,0.07,76,,27,1,eng ENG,0,0.11,0,0,32,Gareth Barry
118,0,Southampton,4,DF,0.15,1,0.11,"2,439",0.00,27,0.18,,4,0.00,87,,27,3,eng ENG,0,0.11,1,0,28,Jason Dodd
119,1,Wimbledon,14,MF,0.52,3,0.30,"2,421",0.00,26,0.26,,7,0.04,78,,28,8,nir NIR,1,0.33,0,1,31,Michael Hughes
120,1,Blackburn Rovers,11,DF,0.41,2,0.07,"2,414",0.04,30,0.26,,7,0.04,83,,27,1,eng ENG,0,0.07,0,0,29,Darren Peacock
121,3,Blackburn Rovers,15,"MF,FW",0.56,2,0.26,"2,409",0.11,27,0.26,,6,0.11,80,,28,4,eng ENG,0,0.26,1,0,30,Jason Wilcox
122,12,Arsenal,47,FW,1.76,1,0.82,"2,409",0.37,29,0.19,,5,0.45,83,,28,12,nl NED,4,0.90,0,2,29,Dennis Bergkamp
123,0,Wimbledon,5,DF,0.19,1,0.00,"2,392",0.00,28,0.00,,0,0.00,85,,27,0,eng ENG,0,0.00,0,0,28,Dean Blackwell
124,8,Tottenham Hotspur,25,FW,0.94,10,0.38,"2,382",0.30,27,0.15,,3,0.30,70,,24,2,eng ENG,0,0.38,1,0,34,Chris Armstrong
125,0,Southampton,7,DF,0.27,2,0.04,"2,371",0.00,29,0.08,,2,0.00,82,,27,1,eng ENG,0,0.04,0,0,29,Scott Hiley
126,0,Coventry City,8,"DF,FW",0.30,0,0.00,"2,367",0.00,34,0.00,,0,0.00,85,,28,0,se SWE,0,0.00,0,0,28,Roland Nilsson
127,2,West Ham United,9,DF,0.34,0,0.08,"2,366",0.08,30,0.34,,8,0.08,88,,27,0,eng ENG,0,0.08,1,0,27,Neil Ruddock
128,1,Charlton Athletic,7,DF,0.27,0,0.04,"2,361",0.04,28,0.23,,6,0.04,87,,27,0,eng ENG,0,0.04,0,0,27,Carl Tiler
129,7,Southampton,28,FW,1.07,7,0.34,"2,361",0.27,26,0.04,,1,0.27,69,,27,2,no NOR,0,0.34,0,0,34,Egil Østenstad
130,1,Charlton Athletic,5,DF,0.19,0,0.15,"2,359",0.04,23,0.11,,1,0.04,87,,27,3,eng ENG,0,0.15,2,0,27,Richard Rufus
131,3,West Ham United,18,MF,0.69,2,0.42,"2,358",0.11,26,0.11,,3,0.11,79,,28,8,il ISR,0,0.42,0,0,30,Eyal Berkovic
132,17,Manchester United,49,FW,1.87,6,0.80,"2,355",0.65,26,0.11,,3,0.65,74,,26,4,eng ENG,0,0.80,0,0,32,Andy Cole
133,1,Arsenal,4,DF,0.15,0,0.04,"2,340",0.04,31,0.15,,4,0.04,90,,26,0,eng ENG,0,0.04,0,0,26,Tony Adams
134,0,Nottingham Forest,0,GK,0.00,0,0.00,"2,340",0.00,39,0.04,,1,0.00,90,,26,0,eng ENG,0,0.00,0,0,26,Dave Beasant
135,0,Liverpool,0,GK,0.00,0,0.00,"2,340",0.00,27,0.04,,1,0.00,90,,26,0,eng ENG,0,0.00,0,0,26,David James
136,3,Newcastle United,13,DF,0.50,5,0.12,"2,338",0.12,24,0.38,,8,0.12,78,,25,0,gr GRE,0,0.12,2,0,30,Nikos Dabizas
137,3,Charlton Athletic,10,MF,0.39,3,0.19,"2,336",0.12,26,0.31,,8,0.12,78,,27,2,wal WAL,0,0.19,0,0,30,John Robinson
138,4,Arsenal,13,"DF,MF",0.50,1,0.27,"2,320",0.16,27,0.39,,8,0.16,86,,26,3,fr FRA,0,0.27,2,0,27,Emmanuel Petit
139,2,Liverpool,7,"DF,MF",0.27,2,0.16,"2,316",0.08,23,0.08,,2,0.08,80,,27,2,no NOR,0,0.16,0,0,29,Vegard Heggem
140,2,Chelsea,12,MF,0.47,4,0.23,"2,314",0.08,28,0.35,,9,0.08,77,,26,4,it ITA,0,0.23,0,0,30,Roberto Di Matteo
141,2,Manchester United,9,DF,0.35,3,0.08,"2,302",0.00,32,0.16,,3,0.08,79,,26,2,ie IRL,3,0.16,1,2,29,Denis Irwin
142,0,Blackburn Rovers,0,GK,0.00,0,0.00,"2,295",0.00,28,0.12,,3,0.00,88,,26,0,au AUS,0,0.00,0,0,26,John Filan
143,3,Nottingham Forest,,MF,,0,,"2,283",,26,0.24,,5,0.12,88,,26,,eng ENG,,,1,,26,Steve Stone
144,3,Chelsea,9,"DF,MF",0.36,2,0.20,"2,281",0.12,19,0.24,,6,0.12,82,,26,2,ng NGA,0,0.20,0,0,28,Celestine Babayaro
145,1,Everton,5,DF,0.20,1,0.04,"2,275",0.04,24,0.36,,8,0.04,84,,26,0,it ITA,0,0.04,1,0,27,Marco Materazzi
146,1,Leeds United,8,"DF,MF",0.32,5,0.08,"2,252",0.04,25,0.40,,10,0.04,78,,24,1,no NOR,0,0.08,0,0,29,Alf-Inge Håland
147,0,Tottenham Hotspur,0,GK,0.00,0,0.00,"2,250",0.00,26,0.04,,1,0.00,90,,25,0,eng ENG,0,0.00,0,0,25,Ian Walker
148,2,Tottenham Hotspur,14,MF,0.56,4,0.08,"2,250",0.08,27,0.28,,7,0.08,78,,25,0,dk DEN,1,0.08,0,0,29,Allan Nielsen
149,5,Liverpool,18,MF,0.72,3,0.32,"2,238",0.20,26,0.08,,2,0.20,80,,25,3,eng ENG,0,0.32,0,0,28,Steve McManaman
150,0,Nottingham Forest,8,DF,0.32,3,0.08,"2,229",0.00,25,0.28,,7,0.00,80,,25,2,jm JAM,0,0.08,0,0,28,Michael Johnson
151,0,Middlesbrough,3,DF,0.12,0,0.00,"2,222",0.00,33,0.20,,5,0.00,86,,26,0,eng ENG,0,0.00,0,0,26,Gary Pallister
152,1,Everton,7,MF,0.29,2,0.12,"2,191",0.04,27,0.25,,6,0.04,81,,25,2,sco SCO,0,0.12,0,0,27,Scot Gemmill
153,4,Southampton,12,FW,0.49,13,0.37,"2,189",0.16,20,0.16,,4,0.16,63,,22,5,eng ENG,0,0.37,0,0,35,James Beattie
154,2,Middlesbrough,11,DF,0.45,0,0.12,"2,181",0.08,29,0.37,,9,0.08,87,,25,1,it ITA,0,0.12,0,0,25,Gianluca Festa
155,2,Leeds United,7,DF,0.29,0,0.12,"2,174",0.08,18,0.21,,5,0.08,87,,25,1,eng ENG,0,0.12,0,0,25,Jonathan Woodgate
156,0,Leicester City,5,DF,0.21,0,0.08,"2,172",0.00,26,0.12,,3,0.00,87,,25,2,eng ENG,0,0.08,0,0,25,Robert Ullathorne
157,1,Nottingham Forest,8,DF,0.33,4,0.08,"2,167",0.04,32,0.12,,3,0.04,77,,24,1,fr FRA,0,0.08,0,0,28,Thierry Bonalair
158,4,Chelsea,13,DF,0.54,9,0.42,"2,160",0.17,30,0.33,,8,0.17,68,,23,6,ro ROU,0,0.42,0,0,32,Dan Petrescu
159,0,Sheffield Wednesday,0,GK,0.00,0,0.00,"2,148",0.00,30,0.08,,1,0.00,90,,24,0,cz CZE,0,0.00,1,0,24,Pavel Srníček
160,6,Middlesbrough,25,FW,1.05,2,0.34,"2,143",0.25,30,0.08,,2,0.25,82,,24,2,eng ENG,0,0.34,0,0,26,Brian Deane
161,6,Manchester United,15,MF,0.63,7,0.63,"2,138",0.25,23,0.29,,7,0.25,69,,24,9,eng ENG,0,0.63,0,0,31,Paul Scholes
162,2,Wimbledon,8,MF,0.34,5,0.13,"2,101",0.09,24,0.39,,9,0.09,75,,23,1,eng ENG,0,0.13,0,0,28,Andy Roberts
163,0,Liverpool,6,DF,0.26,1,0.09,"2,091",0.00,27,0.26,,6,0.00,84,,24,2,ie IRL,0,0.09,0,0,25,Phil Babb
164,3,Sheffield Wednesday,9,MF,0.39,2,0.26,"2,090",0.13,26,0.26,,6,0.13,80,,24,3,nir NIR,0,0.26,0,0,26,Danny Sonner
165,2,Manchester United,8,"DF,MF",0.35,9,0.26,"2,082",0.09,23,0.17,,3,0.09,67,,22,4,eng ENG,0,0.26,1,0,31,Nicky Butt
166,5,Derby County,22,FW,0.95,6,0.35,"2,077",0.22,25,0.13,,3,0.22,72,,23,3,eng ENG,0,0.35,0,0,29,Dean Sturridge
