,goals,squad,shots_on_target,position,shots_on_target_per90,games_subs,goals_assists_pens_per90,minutes,goals_pens_per90,age,cards_per90,fouls_per90,cards_yellow,goals_per90,minutes_per_game,fouls,games_starts,assists,nationality,pens_att,goals_assists_per90,cards_red,pens_made,games,player
14,17,Fulham,57,"MF,FW",1.54,0,0.62,"3,322",0.46,28,0.05,1.14,2,0.46,90,42,37,6,us USA,1,0.62,0,0,37,Clint Dempsey
15,0,Norwich City,0,GK,0.00,0,0.00,"3,320",0.00,24,0.05,0.00,1,0.00,90,0,37,0,eng ENG,0,0.00,1,0,37,John Ruddy
16,2,Newcastle United,10,MF,0.27,0,0.14,"3,305",0.05,28,0.16,0.82,5,0.05,89,30,37,3,ar ARG,0,0.14,1,0,37,Jonás Gutiérrez
17,4,Bolton Wanderers,8,MF,0.22,0,0.11,"3,258",0.11,27,0.19,1.41,7,0.11,88,51,37,0,eng ENG,0,0.11,0,0,37,Nigel Reo-Coker
18,0,Manchester United,3,DF,0.08,0,0.11,"3,234",0.00,30,0.17,1.03,6,0.00,87,37,37,4,fr FRA,0,0.11,0,0,37,Patrice Evra
19,2,Tottenham Hotspur,3,DF,0.08,0,0.08,"3,227",0.06,21,0.11,0.98,4,0.06,87,35,37,1,eng ENG,0,0.08,0,0,37,Kyle Walker
20,10,Tottenham Hotspur,48,"MF,FW",1.34,0,0.59,"3,216",0.28,22,0.08,0.48,3,0.28,89,17,36,11,wal WAL,0,0.59,0,0,36,Gareth Bale
21,4,Tottenham Hotspur,25,MF,0.70,0,0.22,"3,214",0.11,25,0.06,0.50,2,0.11,89,18,36,4,hr CRO,0,0.22,0,0,36,Luka Modrić
22,6,Wigan Athletic,32,"MF,FW",0.90,2,0.20,"3,212",0.17,20,0.11,1.06,4,0.17,85,38,36,1,ng NGA,0,0.20,0,0,38,Victor Moses
23,2,Stoke City,4,DF,0.11,0,0.09,"3,168",0.06,23,0.23,1.14,8,0.06,88,40,36,1,eng ENG,0,0.09,0,0,36,Ryan Shawcross
24,0,Fulham,10,"MF,DF",0.29,1,0.11,"3,139",0.00,30,0.06,0.63,2,0.00,87,22,35,4,no NOR,0,0.11,0,0,36,John Arne Riise
25,3,Wigan Athletic,3,"MF,DF",0.09,0,0.09,"3,136",0.09,29,0.29,0.95,9,0.09,90,33,35,0,sco SCO,0,0.09,1,0,35,Gary Caldwell
26,7,Sunderland,21,"FW,MF",0.60,0,0.46,"3,126",0.20,27,0.12,1.07,3,0.20,87,37,36,9,bj BEN,0,0.46,1,0,36,Stéphane Sessègnon
27,8,Swansea City,26,"MF,FW",0.75,3,0.26,"3,120",0.12,22,0.03,0.43,1,0.23,82,15,35,5,eng ENG,5,0.37,0,4,38,Scott Sinclair
28,0,Newcastle United,1,DF,0.03,0,0.00,"3,117",0.00,24,0.20,0.78,7,0.00,89,27,35,0,eng ENG,0,0.00,0,0,35,Danny Simpson
29,0,Swansea City,1,DF,0.03,1,0.03,"3,080",0.00,22,0.12,0.73,4,0.00,86,25,35,1,wal WAL,0,0.03,0,0,36,Neil Taylor
30,0,Blackburn Rovers,0,GK,0.00,0,0.03,"3,060",0.00,31,0.00,0.00,0,0.00,90,0,34,1,eng ENG,0,0.03,0,0,34,Paul Robinson
31,0,Chelsea,0,GK,0.00,0,0.00,"3,060",0.00,29,0.00,0.00,0,0.00,90,0,34,0,cz CZE,0,0.00,0,0,34,Petr Čech
32,0,Wolverhampton Wanderers,0,GK,0.00,0,0.00,"3,060",0.00,24,0.03,0.00,1,0.00,90,0,34,0,wal WAL,0,0.00,0,0,34,Wayne Hennessey
33,2,Aston Villa,4,DF,0.12,1,0.09,"3,053",0.06,29,0.18,1.00,6,0.06,87,34,34,1,eng ENG,0,0.09,0,0,35,Stephen Warnock
34,0,Liverpool,0,GK,0.00,0,0.00,"3,052",0.00,28,0.03,0.00,0,0.00,90,0,34,0,es ESP,0,0.00,1,0,34,Pepe Reina
35,0,Newcastle United,4,"DF,MF",0.12,0,0.00,"3,041",0.00,29,0.06,0.68,2,0.00,87,23,35,0,ar ARG,0,0.00,0,0,35,Fabricio Coloccini
36,0,Swansea City,0,MF,0.00,1,0.00,"3,010",0.00,28,0.09,0.42,3,0.00,84,14,35,0,eng ENG,0,0.00,0,0,36,Leon Britton
37,1,Arsenal,5,"DF,MF",0.15,0,0.33,"2,995",0.03,23,0.30,2.16,10,0.03,88,72,34,10,cm CMR,0,0.33,0,0,34,Alex Song
38,0,Liverpool,3,DF,0.09,2,0.06,"2,995",0.00,25,0.06,0.45,2,0.00,86,15,33,2,es ESP,0,0.06,0,0,35,José Enrique
39,2,Liverpool,6,DF,0.18,1,0.06,"2,994",0.06,26,0.12,1.14,3,0.06,88,38,33,0,sk SVK,0,0.06,1,0,34,Martin Škrtel
40,0,Queens Park Rangers,0,GK,0.00,0,0.00,"2,970",0.00,33,0.00,0.00,0,0.00,90,0,33,0,ie IRL,0,0.00,0,0,33,Paddy Kenny
41,4,Everton,5,DF,0.15,0,0.12,"2,970",0.03,26,0.21,0.97,7,0.12,90,32,33,3,eng ENG,3,0.21,0,3,33,Leighton Baines
42,2,Tottenham Hotspur,5,DF,0.15,0,0.18,"2,957",0.06,27,0.18,1.10,6,0.06,87,36,34,4,cm CMR,0,0.18,0,0,34,Benoît Assou-Ekotto
43,7,Blackburn Rovers,21,"FW,MF",0.64,0,0.37,"2,948",0.21,21,0.15,1.22,5,0.21,87,40,34,5,ca CAN,1,0.37,0,0,34,Junior Hoilett
44,2,West Bromwich Albion,10,DF,0.31,0,0.09,"2,946",0.06,21,0.15,1.13,4,0.06,89,37,33,1,se SWE,0,0.09,1,0,33,Jonas Olsson
45,2,Fulham,23,MF,0.71,3,0.12,"2,936",0.06,24,0.18,1.38,6,0.06,82,45,33,2,be BEL,0,0.12,0,0,36,Mousa Dembélé
46,0,Stoke City,7,"MF,DF",0.22,0,0.03,"2,902",0.00,23,0.25,1.18,8,0.00,83,38,35,1,ie IRL,0,0.03,0,0,35,Marc Wilson
47,1,Tottenham Hotspur,9,DF,0.28,0,0.03,"2,901",0.03,25,0.12,0.68,3,0.03,88,22,33,0,fr FRA,0,0.03,1,0,33,Younès Kaboul
48,4,Swansea City,12,MF,0.37,5,0.19,"2,896",0.12,21,0.09,0.90,2,0.12,80,29,31,2,wal WAL,0,0.19,1,0,36,Joe Allen
49,2,West Bromwich Albion,7,DF,0.22,0,0.06,"2,880",0.06,31,0.00,0.66,0,0.06,90,21,32,0,nir NIR,0,0.06,0,0,32,Gareth McAuley
50,0,Wigan Athletic,5,MF,0.16,0,0.09,"2,876",0.00,20,0.22,1.22,7,0.00,87,39,33,3,ie IRL,0,0.09,0,0,33,James McCarthy
51,2,Arsenal,4,DF,0.13,0,0.09,"2,871",0.06,25,0.28,1.03,9,0.06,87,33,33,1,fr FRA,0,0.09,0,0,33,Laurent Koscielny
52,0,Swansea City,1,DF,0.03,2,0.03,"2,870",0.00,28,0.09,0.75,3,0.00,84,24,32,1,es ESP,0,0.03,0,0,34,Àngel Rangel
53,3,Everton,16,MF,0.50,3,0.22,"2,857",0.09,23,0.19,2.87,6,0.09,84,91,31,4,be BEL,0,0.22,0,0,34,Marouane Fellaini
54,2,Norwich City,5,DF,0.16,3,0.09,"2,853",0.06,25,0.03,0.44,1,0.06,87,14,30,1,sco SCO,0,0.09,0,0,33,Russell Martin
55,12,Swansea City,38,FW,1.20,4,0.41,"2,839",0.35,25,0.00,0.57,0,0.38,79,18,32,2,eng ENG,1,0.44,0,1,36,Danny Graham
56,3,Stoke City,7,DF,0.22,3,0.10,"2,834",0.10,26,0.19,1.27,5,0.10,83,40,31,0,de GER,0,0.10,1,0,34,Robert Huth
57,27,Manchester United,72,"FW,MF",2.29,2,0.83,"2,830",0.67,25,0.03,0.92,1,0.86,83,29,32,5,eng ENG,8,1.02,0,6,34,Wayne Rooney
58,3,Blackburn Rovers,9,"FW,MF",0.29,0,0.29,"2,828",0.10,29,0.19,1.59,6,0.10,86,50,33,6,no NOR,0,0.29,0,0,33,Morten Gamst Pedersen
59,0,Aston Villa,0,GK,0.00,0,0.00,"2,827",0.00,35,0.03,0.00,1,0.00,88,0,32,0,ie IRL,0,0.00,0,0,32,Shay Given
60,17,Tottenham Hotspur,49,FW,1.56,1,0.80,"2,827",0.45,27,0.10,1.72,3,0.54,86,54,32,11,tg TOG,4,0.89,0,3,33,Emmanuel Adebayor
61,4,Newcastle United,20,MF,0.64,0,0.32,"2,821",0.13,25,0.19,1.12,6,0.13,83,35,34,6,fr FRA,0,0.32,0,0,34,Yohan Cabaye
62,8,Wolverhampton Wanderers,13,MF,0.42,6,0.38,"2,812",0.26,25,0.00,0.32,0,0.26,76,10,31,4,eng ENG,0,0.38,0,0,37,Matt Jarvis
63,2,Blackburn Rovers,6,MF,0.19,1,0.22,"2,812",0.06,22,0.22,1.44,7,0.06,88,45,31,5,fr FRA,0,0.22,0,0,32,Steven Nzonzi
64,6,Manchester City,33,MF,1.06,3,0.68,"2,800",0.19,25,0.00,0.84,0,0.19,78,26,33,15,es ESP,0,0.68,0,0,36,David Silva
65,1,West Bromwich Albion,8,MF,0.26,1,0.16,"2,794",0.03,24,0.16,1.64,5,0.03,80,51,34,4,cd COD,0,0.16,0,0,35,Youssouf Mulumbu
66,6,Chelsea,13,DF,0.42,0,0.23,"2,790",0.19,30,0.26,0.71,8,0.19,90,22,31,1,eng ENG,0,0.23,0,0,31,John Terry
67,0,Chelsea,3,DF,0.10,1,0.16,"2,786",0.00,30,0.29,1.00,8,0.00,87,31,31,5,eng ENG,0,0.16,1,0,32,Ashley Cole
68,1,Aston Villa,6,DF,0.19,1,0.03,"2,780",0.03,27,0.23,0.78,7,0.03,87,24,31,0,wal WAL,0,0.03,0,0,32,James Collins
69,3,Manchester City,8,DF,0.26,0,0.13,"2,774",0.10,25,0.19,0.81,5,0.10,90,25,31,1,be BEL,0,0.13,1,0,31,Vincent Kompany
70,5,Aston Villa,20,"FW,MF",0.65,1,0.36,"2,762",0.16,24,0.20,1.53,6,0.16,84,47,32,6,eng ENG,0,0.36,0,0,33,Gabby Agbonlahor
71,4,Bolton Wanderers,14,MF,0.46,6,0.13,"2,754",0.13,23,0.13,1.11,4,0.13,79,34,29,0,eng ENG,0,0.13,0,0,35,Mark Davies
72,0,Everton,1,DF,0.03,1,0.07,"2,751",0.00,30,0.03,0.43,1,0.00,86,13,31,2,eng ENG,0,0.07,0,0,32,Tony Hibbert
73,1,Manchester City,6,MF,0.20,3,0.13,"2,735",0.03,30,0.33,1.68,9,0.03,80,51,31,3,eng ENG,0,0.13,1,0,34,Gareth Barry
74,3,Fulham,11,MF,0.36,3,0.20,"2,727",0.03,34,0.23,1.45,7,0.10,76,44,33,5,eng ENG,2,0.26,0,2,36,Danny Murphy
75,8,Arsenal,34,"MF,FW",1.12,3,0.53,"2,727",0.26,22,0.03,0.40,1,0.26,78,12,32,8,eng ENG,0,0.53,0,0,35,Theo Walcott
76,16,Newcastle United,42,FW,1.39,2,0.53,"2,721",0.46,26,0.03,0.86,1,0.53,80,26,32,2,sn SEN,3,0.60,0,2,34,Demba Ba
77,0,Norwich City,5,DF,0.17,3,0.03,"2,704",0.00,22,0.23,0.63,7,0.00,85,19,29,1,eng ENG,0,0.03,0,0,32,Kyle Naughton
78,0,Wolverhampton Wanderers,3,DF,0.10,3,0.00,"2,700",0.00,26,0.17,1.30,5,0.00,84,39,29,0,sco SCO,0,0.00,0,0,32,Christophe Berra
79,0,Fulham,0,GK,0.00,0,0.00,"2,700",0.00,38,0.03,0.00,1,0.00,90,0,30,0,au AUS,0,0.00,0,0,30,Mark Schwarzer
80,7,Sunderland,19,MF,0.63,0,0.27,"2,695",0.23,26,0.23,1.04,7,0.23,84,31,32,1,se SWE,1,0.27,0,0,32,Seb Larsson
81,2,Manchester City,3,DF,0.10,1,0.10,"2,686",0.07,28,0.03,0.84,1,0.07,87,25,30,1,eng ENG,0,0.10,0,0,31,Joleon Lescott
82,1,Sunderland,2,MF,0.07,6,0.07,"2,672",0.03,21,0.10,0.94,3,0.03,76,28,29,1,eng ENG,0,0.07,0,0,35,Jack Colback
83,0,Blackburn Rovers,1,"DF,MF",0.03,2,0.03,"2,669",0.00,19,0.34,0.94,10,0.00,83,28,30,1,eng ENG,0,0.03,0,0,32,Jason Lowe
84,2,Liverpool,19,MF,0.64,6,0.10,"2,658",0.07,21,0.10,0.88,3,0.07,72,26,31,1,eng ENG,0,0.10,0,0,37,Jordan Henderson
85,6,Manchester City,16,MF,0.54,1,0.41,"2,643",0.20,28,0.27,1.19,8,0.20,83,35,31,6,ci CIV,0,0.41,0,0,32,Yaya Touré
86,0,Manchester United,0,GK,0.00,0,0.00,"2,610",0.00,20,0.00,0.00,0,0.00,90,0,29,0,es ESP,0,0.00,0,0,29,David de Gea
87,0,Aston Villa,0,DF,0.00,2,0.07,"2,593",0.00,26,0.24,0.66,6,0.00,84,19,29,2,sco SCO,0,0.07,1,0,31,Alan Hutton
88,0,Wolverhampton Wanderers,3,"DF,MF",0.10,1,0.00,"2,579",0.00,28,0.28,1.15,7,0.00,83,33,30,0,eng ENG,0,0.00,1,0,31,Karl Henry
89,23,Manchester City,52,FW,1.82,3,1.01,"2,575",0.70,23,0.07,0.73,2,0.80,76,21,31,9,ar ARG,3,1.12,0,3,34,Sergio Agüero
90,0,Sunderland,0,GK,0.00,0,0.00,"2,571",0.00,23,0.00,0.00,0,0.00,89,0,29,0,be BEL,0,0.00,0,0,29,Simon Mignolet
91,2,Everton,5,"DF,MF",0.18,1,0.11,"2,570",0.07,28,0.07,0.53,2,0.07,86,15,29,1,eng ENG,0,0.11,0,0,30,Phil Jagielka
92,4,Bolton Wanderers,21,"MF,FW",0.74,1,0.21,"2,566",0.00,32,0.04,0.14,1,0.14,83,4,30,6,bg BUL,4,0.35,0,4,31,Martin Petrov
93,0,Manchester United,1,DF,0.04,1,0.00,"2,562",0.00,32,0.14,0.32,4,0.00,85,9,29,0,eng ENG,0,0.00,0,0,30,Rio Ferdinand
94,11,Liverpool,42,FW,1.49,2,0.50,"2,544",0.39,24,0.18,1.56,5,0.39,82,44,29,3,uy URU,1,0.50,0,0,31,Luis Suárez
95,1,Everton,4,"DF,MF",0.14,1,0.04,"2,538",0.04,27,0.14,1.21,4,0.04,85,34,29,0,nl NED,0,0.04,0,0,30,John Heitinga
96,1,Aston Villa,4,DF,0.14,0,0.04,"2,519",0.04,31,0.25,1.25,7,0.04,90,35,28,0,ie IRL,0,0.04,0,0,28,Richard Dunne
97,6,Chelsea,24,"MF,FW",0.86,5,0.68,"2,515",0.21,23,0.07,0.64,2,0.21,74,18,29,13,es ESP,0,0.68,0,0,34,Juan Mata
98,2,Manchester United,3,MF,0.11,3,0.18,"2,501",0.07,30,0.14,0.72,4,0.07,83,20,27,3,eng ENG,0,0.18,0,0,30,Michael Carrick
99,0,Manchester City,3,DF,0.11,0,0.14,"2,488",0.00,26,0.11,0.72,2,0.00,89,20,28,4,fr FRA,0,0.14,1,0,28,Gaël Clichy
100,1,Stoke City,3,MF,0.11,3,0.07,"2,486",0.04,27,0.14,1.38,4,0.04,83,38,27,1,ie IRL,0,0.07,0,0,30,Glenn Whelan
101,6,Arsenal,12,DF,0.44,1,0.25,"2,477",0.22,25,0.25,1.20,7,0.22,85,33,28,1,be BEL,0,0.25,0,0,29,Thomas Vermaelen
102,1,Sunderland,2,DF,0.07,2,0.04,"2,475",0.04,26,0.18,0.76,4,0.04,80,21,29,0,sco SCO,0,0.04,1,0,31,Phil Bardsley
103,0,Liverpool,20,MF,0.73,8,0.00,"2,473",0.00,27,0.04,0.58,1,0.00,69,16,28,0,eng ENG,1,0.00,0,0,36,Stewart Downing
104,5,Chelsea,21,MF,0.76,2,0.22,"2,471",0.18,24,0.15,1.57,4,0.18,82,43,28,1,br BRA,0,0.22,0,0,30,Ramires
105,0,Tottenham Hotspur,4,MF,0.15,1,0.04,"2,467",0.00,30,0.33,1.75,8,0.00,85,48,28,1,eng ENG,0,0.04,1,0,29,Scott Parker
106,2,Arsenal,19,MF,0.69,7,0.26,"2,463",0.07,20,0.11,1.17,3,0.07,72,32,27,5,wal WAL,0,0.26,0,0,34,Aaron Ramsey
107,17,Blackburn Rovers,33,FW,1.22,1,0.55,"2,442",0.48,28,0.07,1.11,1,0.63,81,30,29,2,ng NGA,5,0.70,1,4,30,Yakubu Aiyegbeni
108,0,Sunderland,6,"DF,MF",0.22,0,0.00,"2,435",0.00,30,0.18,0.48,5,0.00,84,13,29,0,ie IRL,0,0.00,0,0,29,John O'Shea
109,1,Manchester United,4,DF,0.15,1,0.11,"2,424",0.04,23,0.26,1.00,6,0.04,84,27,28,2,nir NIR,0,0.11,1,0,29,Jonny Evans
110,0,Wolverhampton Wanderers,0,DF,0.00,2,0.00,"2,405",0.00,23,0.26,1.05,7,0.00,80,28,28,0,eng ENG,0,0.00,0,0,30,Richard Stearman
111,1,Blackburn Rovers,5,DF,0.19,0,0.07,"2,402",0.04,24,0.07,0.60,2,0.04,89,16,27,1,eng ENG,1,0.07,0,0,27,Scott Dann
112,0,Stoke City,2,"DF,MF",0.08,9,0.04,"2,371",0.00,29,0.19,1.29,5,0.00,72,34,24,1,eng ENG,0,0.04,0,0,33,Dean Whitehead
113,4,Everton,24,MF,0.91,2,0.19,"2,369",0.15,30,0.11,0.72,3,0.15,79,19,28,1,eng ENG,0,0.19,0,0,30,Leon Osman
114,5,Swansea City,18,"MF,FW",0.69,5,0.27,"2,359",0.19,23,0.08,1.11,1,0.19,69,29,29,2,eng ENG,0,0.27,1,0,34,Nathan Dyer
115,3,Stoke City,15,MF,0.57,0,0.42,"2,359",0.11,29,0.04,0.11,1,0.11,79,3,30,8,eng ENG,0,0.42,0,0,30,Matthew Etherington
116,0,Wolverhampton Wanderers,3,DF,0.11,1,0.04,"2,357",0.00,28,0.23,0.84,6,0.00,87,22,26,1,eng ENG,0,0.04,0,0,27,Roger Johnson
117,4,Wolverhampton Wanderers,22,FW,0.84,7,0.42,"2,349",0.15,27,0.15,1.11,4,0.15,71,29,26,7,ie IRL,1,0.42,0,0,33,Kevin Doyle
118,12,Wolverhampton Wanderers,31,FW,1.19,6,0.54,"2,346",0.46,24,0.08,0.61,2,0.46,73,16,26,2,sco SCO,0,0.54,0,0,32,Steven Fletcher
119,2,Everton,15,"FW,MF",0.58,8,0.15,"2,346",0.08,31,0.19,2.72,5,0.08,67,71,27,2,au AUS,0,0.15,0,0,35,Tim Cahill
120,0,Swansea City,3,DF,0.12,0,0.04,"2,339",0.00,19,0.08,0.54,2,0.00,90,14,26,1,eng ENG,0,0.04,0,0,26,Steven Caulker
121,4,Aston Villa,13,MF,0.50,1,0.23,"2,324",0.15,32,0.27,1.12,7,0.15,86,29,26,2,bg BUL,0,0.23,0,0,27,Stiliyan Petrov
122,11,Tottenham Hotspur,42,MF,1.63,5,0.66,"2,314",0.39,28,0.12,1.24,3,0.43,70,32,28,7,nl NED,1,0.70,0,1,33,Rafael van der Vaart
123,2,West Bromwich Albion,11,MF,0.43,4,0.31,"2,306",0.08,26,0.20,1.09,5,0.08,80,28,25,6,nir NIR,0,0.31,0,0,29,Chris Brunt
124,4,Bolton Wanderers,25,MF,0.98,8,0.43,"2,289",0.16,25,0.04,0.75,1,0.16,67,19,26,7,eng ENG,0,0.43,0,0,34,Chris Eagles
125,10,West Bromwich Albion,26,FW,1.02,5,0.47,"2,285",0.39,30,0.08,1.54,2,0.39,76,39,25,2,ng NGA,1,0.47,0,0,30,Peter Odemwingie
126,2,Sunderland,12,"DF,MF",0.47,3,0.16,"2,280",0.08,26,0.20,0.63,5,0.08,79,16,26,2,eng ENG,0,0.16,0,0,29,Kieran Richardson
127,4,Norwich City,12,MF,0.48,8,0.40,"2,273",0.16,29,0.16,0.71,4,0.16,69,18,25,6,ie IRL,0,0.40,0,0,33,Wes Hoolahan
128,3,Wigan Athletic,4,DF,0.16,0,0.20,"2,267",0.12,31,0.12,0.75,3,0.12,87,19,26,2,bb BRB,0,0.20,0,0,26,Emmerson Boyce
129,3,Chelsea,9,DF,0.36,3,0.16,"2,265",0.12,27,0.24,0.91,6,0.12,78,23,26,1,rs SRB,0,0.16,0,0,29,Branislav Ivanović
130,11,Chelsea,32,"MF,FW",1.28,2,0.56,"2,251",0.44,21,0.12,0.32,3,0.44,75,8,28,3,eng ENG,0,0.56,0,0,30,Daniel Sturridge
131,15,Norwich City,36,FW,1.44,12,0.60,"2,250",0.52,30,0.32,3.28,7,0.60,63,82,24,2,eng ENG,2,0.68,1,2,36,Grant Holt
132,11,Chelsea,24,MF,0.96,4,0.52,"2,248",0.32,33,0.20,0.84,5,0.44,75,21,26,5,eng ENG,4,0.64,0,3,30,Frank Lampard
133,8,Sunderland,23,FW,0.93,3,0.49,"2,225",0.28,23,0.08,0.97,2,0.32,80,24,25,5,dk DEN,1,0.53,0,1,28,Nicklas Bendtner
134,1,Queens Park Rangers,3,MF,0.12,1,0.04,"2,225",0.04,33,0.20,1.05,4,0.04,77,26,28,0,eng ENG,0,0.04,1,0,29,Shaun Derry
135,0,Everton,0,DF,0.00,3,0.04,"2,218",0.00,33,0.16,0.53,4,0.00,82,13,24,1,fr FRA,0,0.04,0,0,27,Sylvain Distin
136,0,Queens Park Rangers,12,"FW,MF",0.49,8,0.16,"2,211",0.00,29,0.12,0.77,3,0.00,69,19,24,4,eng ENG,0,0.16,0,0,32,Shaun Wright-Phillips
137,7,Queens Park Rangers,14,"FW,MF",0.58,7,0.37,"2,187",0.29,25,0.08,1.11,2,0.29,71,27,24,2,sco SCO,0,0.37,0,0,31,Jamie Mackie
138,8,West Bromwich Albion,23,FW,0.95,8,0.33,"2,185",0.29,24,0.08,2.22,2,0.33,68,54,24,1,ie IRL,1,0.37,0,1,32,Shane Long
139,0,Blackburn Rovers,3,"MF,DF",0.12,4,0.08,"2,182",0.00,23,0.16,0.54,3,0.00,81,13,23,2,se SWE,0,0.08,1,0,27,Martin Olsson
140,2,Wigan Athletic,3,DF,0.12,0,0.08,"2,172",0.08,29,0.21,1.37,5,0.08,87,33,25,0,py PAR,0,0.08,0,0,25,Antolín Alcaraz
141,2,Liverpool,12,MF,0.50,1,0.25,"2,168",0.04,25,0.25,2.53,5,0.08,77,61,27,5,sco SCO,2,0.29,1,1,28,Charlie Adam
142,4,Blackburn Rovers,14,MF,0.58,9,0.17,"2,167",0.17,23,0.12,1.37,3,0.17,64,33,25,0,ar ARG,1,0.17,0,0,34,Mauro Formica
143,5,Manchester City,17,"MF,FW",0.71,4,0.58,"2,159",0.21,24,0.08,0.63,2,0.21,72,15,26,9,fr FRA,0,0.58,0,0,30,Samir Nasri
144,5,West Bromwich Albion,17,"FW,MF",0.71,7,0.42,"2,142",0.21,25,0.04,0.84,1,0.21,71,20,23,5,sco SCO,0,0.42,0,0,30,James Morrison
145,1,Liverpool,7,DF,0.29,3,0.04,"2,140",0.04,26,0.25,0.67,6,0.04,79,16,24,0,dk DEN,0,0.04,0,0,27,Daniel Agger
146,2,Newcastle United,5,"DF,MF",0.21,8,0.25,"2,127",0.08,26,0.21,1.02,5,0.08,69,24,23,4,eng ENG,0,0.25,0,0,31,Ryan Taylor
147,1,Manchester United,8,"MF,DF",0.34,4,0.13,"2,125",0.04,19,0.25,0.89,6,0.04,73,21,25,2,eng ENG,0,0.13,0,0,29,Phil Jones
148,4,Manchester United,9,"DF,MF",0.38,5,0.72,"2,124",0.17,25,0.13,1.86,3,0.17,79,44,22,13,ec ECU,0,0.72,0,0,27,Antonio Valencia
149,3,Sunderland,14,MF,0.59,8,0.13,"2,119",0.13,24,0.25,1.87,5,0.13,71,44,22,0,eng ENG,0,0.13,1,0,30,Craig Gardner
150,0,Sunderland,2,DF,0.09,1,0.00,"2,116",0.00,27,0.13,0.89,3,0.00,88,21,23,0,,0,0.00,0,0,24,Michael Turner
151,2,Fulham,11,"FW,MF",0.47,5,0.21,"2,114",0.09,32,0.09,0.26,2,0.09,76,6,23,3,ie IRL,0,0.21,0,0,28,Damien Duff
152,1,Chelsea,4,DF,0.17,3,0.13,"2,114",0.04,28,0.26,1.40,5,0.04,78,33,24,2,pt POR,0,0.13,1,0,27,José Bosingwa
153,8,Manchester United,24,"FW,MF",1.03,5,0.77,"2,104",0.34,24,0.09,1.15,2,0.34,73,27,24,10,pt POR,0,0.77,0,0,29,Nani
154,9,Norwich City,23,FW,0.98,12,0.56,"2,102",0.39,27,0.04,1.54,1,0.39,62,36,22,4,wal WAL,0,0.56,0,0,34,Steve Morison
155,2,Norwich City,11,"MF,DF",0.47,3,0.34,"2,102",0.09,24,0.09,1.63,2,0.09,75,38,25,6,eng ENG,0,0.34,0,0,28,Bradley Johnson
156,4,Liverpool,28,FW,1.22,14,0.26,"2,074",0.17,22,0.22,1.30,5,0.17,59,30,21,2,eng ENG,0,0.26,0,0,35,Andy Carroll
157,2,Aston Villa,11,"MF,DF,FW",0.48,6,0.26,"2,072",0.09,25,0.17,1.56,4,0.09,69,36,24,4,fr FRA,0,0.26,0,0,30,Charles N'Zogbia
