,pens_made,goals_assists_per90,position,fouls,goals,player,goals_assists_pens_per90,squad,goals_per90,minutes_per_game,games_starts,games_subs,cards_per90,shots_on_target_per90,goals_pens_per90,games,cards_yellow,cards_red,nationality,assists,minutes,fouls_per90,age,shots_on_target,pens_att
33,0,0.21,DF,24,4,Jan Vertonghen,0.21,Tottenham Hotspur,0.12,90,34,0,0.21,0.47,0.12,34,7,0,be BEL,3,"3,060",0.71,25,16,0
34,0,0.35,MF,49,6,Steven Pienaar,0.35,Everton,0.18,87,35,0,0.26,0.77,0.18,35,7,2,za RSA,6,"3,057",1.44,30,26,0
35,0,0.09,DF,26,1,Ben Davies,0.09,Swansea City,0.03,83,33,4,0.15,0.06,0.03,37,5,0,wal WAL,2,"3,052",0.77,19,2,0
36,0,0.35,"MF,FW",46,6,Robert Snodgrass,0.35,Norwich City,0.18,82,35,2,0.24,1.27,0.18,37,8,0,sco SCO,6,"3,049",1.36,24,43,0
37,0,0.00,DF,29,0,Brede Hangeland,0.00,Fulham,0.00,87,35,0,0.09,0.09,0.00,35,2,1,no NOR,0,"3,046",0.86,31,3,0
38,0,0.15,MF,26,1,Michael Carrick,0.15,Manchester United,0.03,85,34,2,0.09,0.21,0.03,36,3,0,eng ENG,4,"3,044",0.77,31,7,0
39,0,0.18,"DF,MF",20,1,Sascha Riether,0.18,Fulham,0.03,87,35,0,0.12,0.06,0.03,35,4,0,de GER,5,"3,043",0.59,29,2,0
40,0,0.06,DF,23,0,Javier Garrido,0.06,Norwich City,0.00,89,34,0,0.12,0.06,0.00,34,4,0,es ESP,2,"3,037",0.68,27,2,0
41,0,0.09,DF,11,3,Per Mertesacker,0.09,Arsenal,0.09,89,33,1,0.12,0.24,0.09,34,3,1,de GER,0,"3,029",0.33,27,8,0
42,0,0.12,DF,17,1,Nathaniel Clyne,0.12,Southampton,0.03,89,34,0,0.06,0.09,0.03,34,2,0,eng ENG,3,"3,019",0.51,21,3,0
43,0,0.60,"FW,MF",48,18,Michu,0.60,Swansea City,0.54,86,35,0,0.18,1.14,0.54,35,6,0,es ESP,2,"2,998",1.44,26,38,0
44,0,0.30,FW,61,8,Papiss Cissé,0.30,Newcastle United,0.24,83,35,1,0.18,1.05,0.24,36,6,0,sn SEN,2,"2,994",1.83,27,35,1
45,0,0.06,"MF,DF",24,2,John O'Shea,0.06,Sunderland,0.06,88,34,0,0.09,0.12,0.06,34,3,0,ie IRL,0,"2,992",0.72,31,4,0
46,5,0.27,MF,77,6,Mikel Arteta,0.12,Arsenal,0.18,88,34,0,0.18,0.33,0.03,34,6,0,es ESP,3,"2,982",2.32,30,11,6
47,0,0.36,MF,62,10,Kevin Nolan,0.36,West Ham United,0.30,85,35,0,0.18,1.06,0.30,35,6,0,eng ENG,2,"2,978",1.87,30,35,0
48,0,0.18,MF,55,1,Seb Larsson,0.18,Sunderland,0.03,78,36,2,0.15,0.42,0.03,38,5,0,se SWE,5,"2,977",1.66,27,14,0
49,0,0.15,DF,26,3,Sébastien Bassong,0.15,Norwich City,0.09,87,34,0,0.09,0.24,0.09,34,3,0,cm CMR,2,"2,959",0.79,26,8,0
50,0,0.85,FW,50,23,Luis Suárez,0.85,Liverpool,0.70,90,33,0,0.30,2.26,0.70,33,10,0,uy URU,5,"2,953",1.52,25,74,0
51,0,0.18,DF,20,5,Branislav Ivanović,0.18,Chelsea,0.15,87,33,1,0.15,0.21,0.15,34,4,1,rs SRB,1,"2,946",0.61,28,7,0
52,1,0.43,"FW,MF",31,6,Shaun Maloney,0.40,Wigan Athletic,0.18,82,34,2,0.18,0.89,0.15,36,6,0,sco SCO,8,"2,938",0.95,29,29,1
53,0,0.49,FW,38,11,Arouna Koné,0.49,Wigan Athletic,0.34,86,32,2,0.00,1.41,0.34,34,0,0,ci CIV,5,"2,930",1.17,28,46,0
54,0,0.34,MF,17,5,Adam Johnson,0.34,Sunderland,0.15,84,35,0,0.09,0.55,0.15,35,3,0,eng ENG,6,"2,924",0.52,25,18,0
55,0,0.77,"FW,MF",18,21,Gareth Bale,0.77,Tottenham Hotspur,0.65,89,33,0,0.18,2.40,0.65,33,6,0,wal WAL,4,"2,921",0.55,23,78,0
56,0,0.03,MF,25,1,Jonás Gutiérrez,0.03,Newcastle United,0.03,85,34,0,0.25,0.22,0.03,34,8,0,ar ARG,0,"2,890",0.78,29,7,0
57,0,0.31,"MF,FW",44,7,Stéphane Sessègnon,0.31,Sunderland,0.22,83,34,1,0.06,0.78,0.22,35,1,1,bj BEN,3,"2,886",1.37,28,25,0
58,0,0.00,DF,21,0,Maya Yoshida,0.00,Southampton,0.00,89,31,1,0.06,0.06,0.00,32,2,0,jp JPN,0,"2,853",0.66,23,2,0
59,0,0.35,MF,35,5,Jonathan de Guzmán,0.35,Swansea City,0.16,77,33,4,0.19,0.73,0.16,37,6,0,nl NED,6,"2,848",1.11,24,23,0
60,4,0.57,FW,55,15,Dimitar Berbatov,0.44,Fulham,0.48,86,32,1,0.03,1.43,0.35,33,1,0,bg BUL,3,"2,842",1.74,31,45,4
61,0,0.03,DF,15,0,Sylvain Distin,0.03,Everton,0.00,84,31,3,0.06,0.19,0.00,34,2,0,fr FRA,1,"2,838",0.48,34,6,0
62,1,0.35,"FW,MF",21,5,James Morrison,0.32,West Bromwich Albion,0.16,81,33,2,0.13,0.63,0.13,35,4,0,sco SCO,6,"2,836",0.67,26,20,1
63,4,0.25,MF,48,6,Craig Gardner,0.13,Sunderland,0.19,86,32,1,0.35,0.70,0.06,33,10,1,eng ENG,2,"2,829",1.53,25,22,4
64,0,0.35,MF,43,6,Yaya Touré,0.35,Manchester City,0.19,88,32,0,0.19,0.99,0.19,32,6,0,ci CIV,5,"2,828",1.37,29,31,0
65,0,0.35,"MF,FW",15,4,Aaron Lennon,0.35,Tottenham Hotspur,0.13,83,33,1,0.03,0.38,0.13,34,1,0,eng ENG,7,"2,821",0.48,25,12,0
66,3,0.73,FW,67,19,Christian Benteke,0.64,Aston Villa,0.61,83,32,2,0.29,1.66,0.51,34,8,1,be BEL,4,"2,819",2.14,21,52,3
67,0,0.00,MF,36,0,Jack Colback,0.00,Sunderland,0.00,80,30,5,0.13,0.10,0.00,35,4,0,eng ENG,0,"2,813",1.15,22,3,0
68,0,0.06,DF,45,1,Maynor Figueroa,0.06,Wigan Athletic,0.03,85,33,0,0.22,0.26,0.03,33,6,1,hn HON,1,"2,813",1.44,29,8,0
69,0,0.10,DF,14,1,Ashley Cole,0.10,Chelsea,0.03,90,31,0,0.10,0.06,0.03,31,3,0,eng ENG,2,"2,790",0.45,31,2,0
70,0,0.00,GK,0,0,Pepe Reina,0.00,Liverpool,0.00,90,31,0,0.03,0.00,0.00,31,1,0,es ESP,0,"2,790",0.00,29,0,0
71,0,0.55,MF,77,11,Marouane Fellaini,0.55,Everton,0.36,90,31,0,0.29,1.39,0.36,31,9,0,be BEL,6,"2,783",2.49,24,43,0
72,0,0.29,"MF,DF,FW",25,1,Jean Beausejour,0.29,Wigan Athletic,0.03,82,32,2,0.13,0.13,0.03,34,4,0,cl CHI,8,"2,778",0.81,28,4,0
73,0,0.13,DF,31,3,Àngel Rangel,0.13,Swansea City,0.10,83,30,3,0.23,0.52,0.10,33,7,0,es ESP,1,"2,753",1.01,29,16,0
74,0,0.76,"FW,MF",16,11,Juan Mata,0.76,Chelsea,0.36,78,31,4,0.10,0.99,0.36,35,3,0,es ESP,12,"2,727",0.53,24,30,0
75,0,0.20,"DF,MF",25,2,Joey O'Brien,0.20,West Ham United,0.07,82,32,1,0.20,0.13,0.07,33,6,0,ie IRL,4,"2,717",0.83,26,4,0
76,0,0.00,GK,0,0,Ben Foster,0.00,West Bromwich Albion,0.00,90,30,0,0.00,0.00,0.00,30,0,0,eng ENG,0,"2,700",0.00,29,0,0
77,0,0.10,DF,18,3,Russell Martin,0.10,Norwich City,0.10,87,30,1,0.03,0.30,0.10,31,1,0,sco SCO,0,"2,691",0.60,26,9,0
78,0,0.14,DF,43,2,Pablo Zabaleta,0.14,Manchester City,0.07,88,29,1,0.24,0.41,0.07,30,7,0,ar ARG,2,"2,649",1.46,27,12,0
79,0,0.03,"DF,MF",41,1,Mikele Leigertwood,0.03,Reading,0.03,88,29,1,0.10,0.14,0.03,30,3,0,ag ATG,0,"2,645",1.40,29,4,0
80,0,0.10,DF,20,1,Davide Santon,0.10,Newcastle United,0.03,85,31,0,0.14,0.38,0.03,31,4,0,it ITA,2,"2,639",0.68,21,11,0
81,0,0.03,"MF,DF",30,0,Geoff Cameron,0.03,Stoke City,0.00,75,29,6,0.17,0.00,0.00,35,5,0,us USA,1,"2,637",1.02,27,0,0
82,0,0.14,"MF,DF",39,2,David Luiz,0.14,Chelsea,0.07,88,29,1,0.27,0.62,0.07,30,8,0,br BRA,2,"2,632",1.33,25,18,0
83,0,0.03,DF,40,0,Clint Hill,0.03,Queens Park Rangers,0.00,85,31,0,0.27,0.17,0.00,31,8,0,eng ENG,1,"2,628",1.37,33,5,0
84,2,0.69,"FW,MF",25,9,Eden Hazard,0.62,Chelsea,0.31,77,31,3,0.07,1.13,0.24,34,2,0,be BEL,11,"2,624",0.86,21,33,2
85,0,0.00,GK,0,0,Ali Al-Habsi,0.00,Wigan Athletic,0.00,90,29,0,0.00,0.00,0.00,29,0,0,om OMA,0,"2,610",0.00,30,0,0
86,0,0.03,DF,20,1,Adrian Mariappa,0.03,Reading,0.03,90,29,0,0.17,0.24,0.03,29,5,0,jm JAM,0,"2,610",0.69,25,7,0
87,0,0.10,MF,53,3,Mohamed Diamé,0.10,West Ham United,0.10,79,31,2,0.10,0.62,0.10,33,3,0,sn SEN,0,"2,595",1.84,25,18,0
88,0,0.14,MF,31,0,Glenn Whelan,0.14,Stoke City,0.00,81,31,1,0.14,0.24,0.00,32,4,0,ie IRL,4,"2,586",1.08,28,7,0
89,1,0.49,FW,50,8,Fernando Torres,0.45,Chelsea,0.28,71,28,8,0.21,1.08,0.24,36,5,1,es ESP,6,"2,572",1.75,28,31,1
90,1,0.35,FW,79,8,Grant Holt,0.32,Norwich City,0.28,75,28,6,0.28,0.74,0.25,34,8,0,eng ENG,2,"2,564",2.77,31,21,2
91,0,0.07,MF,10,2,Matt Jarvis,0.07,West Ham United,0.07,80,29,3,0.00,0.56,0.07,32,0,0,eng ENG,0,"2,559",0.35,26,16,0
92,0,0.07,"DF,MF",19,0,John Arne Riise,0.07,Fulham,0.00,82,29,2,0.14,0.36,0.00,31,4,0,no NOR,2,"2,529",0.68,31,10,0
93,0,0.00,MF,19,0,Leon Britton,0.00,Swansea City,0.00,77,30,3,0.14,0.11,0.00,33,4,0,eng ENG,0,"2,525",0.68,29,3,0
94,0,0.21,MF,33,5,Ramires,0.21,Chelsea,0.18,72,28,7,0.36,0.46,0.18,35,9,1,br BRA,1,"2,524",1.18,25,13,0
95,0,0.00,GK,0,0,David de Gea,0.00,Manchester United,0.00,90,28,0,0.00,0.00,0.00,28,0,0,es ESP,0,"2,520",0.00,21,0,0
96,0,0.36,"FW,MF",37,5,Wayne Routledge,0.36,Swansea City,0.18,70,30,6,0.00,0.47,0.18,36,0,0,eng ENG,5,"2,516",1.32,27,13,0
97,0,0.11,MF,36,2,Youssouf Mulumbu,0.11,West Bromwich Albion,0.07,90,28,0,0.18,0.25,0.07,28,4,1,cd COD,1,"2,515",1.29,25,7,0
98,0,0.43,MF,26,4,David Silva,0.43,Manchester City,0.14,78,29,3,0.07,0.79,0.14,32,2,0,es ESP,8,"2,508",0.93,26,22,1
99,0,0.04,"DF,MF",30,1,Ciaran Clark,0.04,Aston Villa,0.04,86,28,1,0.25,0.18,0.04,29,6,1,ie IRL,0,"2,499",1.08,22,5,0
100,0,0.07,DF,23,0,James Collins,0.07,West Ham United,0.00,86,29,0,0.33,0.18,0.00,29,9,0,wal WAL,2,"2,492",0.83,28,5,0
101,0,0.04,DF,29,0,Liam Ridgewell,0.04,West Bromwich Albion,0.00,83,28,2,0.22,0.00,0.00,30,6,0,eng ENG,1,"2,485",1.05,28,0,0
102,0,0.00,MF,56,0,Claudio Yacob,0.00,West Bromwich Albion,0.00,83,29,1,0.22,0.18,0.00,30,6,0,ar ARG,0,"2,474",2.04,25,5,0
103,0,0.07,"MF,DF",21,0,Guy Demel,0.07,West Ham United,0.00,80,28,3,0.07,0.07,0.00,31,2,0,ci CIV,2,"2,473",0.76,31,2,0
104,0,0.22,MF,21,0,Ashley Westwood,0.22,Aston Villa,0.00,82,28,2,0.07,0.11,0.00,30,2,0,eng ENG,6,"2,455",0.77,22,3,0
105,0,0.00,GK,0,0,Hugo Lloris,0.00,Tottenham Hotspur,0.00,90,27,0,0.00,0.00,0.00,27,0,0,fr FRA,0,"2,430",0.00,25,0,0
106,0,0.33,FW,43,7,Nikica Jelavić,0.33,Everton,0.26,66,26,11,0.11,1.26,0.26,37,3,0,hr CRO,2,"2,427",1.59,26,34,0
107,0,0.00,"MF,DF",18,0,Jack Cork,0.00,Southampton,0.00,87,28,0,0.04,0.22,0.00,28,1,0,eng ENG,0,"2,426",0.67,23,6,0
108,0,0.22,MF,14,3,Wes Hoolahan,0.22,Norwich City,0.11,73,28,5,0.11,0.63,0.11,33,3,0,ie IRL,3,"2,416",0.52,30,17,0
109,0,0.19,MF,33,3,James McArthur,0.19,Wigan Athletic,0.11,71,24,10,0.26,0.52,0.11,34,7,0,sco SCO,2,"2,413",1.23,24,14,0
110,0,0.11,"DF,MF",49,0,Stéphane Mbia,0.11,Queens Park Rangers,0.00,83,29,0,0.37,0.37,0.00,29,9,1,cm CMR,3,"2,412",1.83,26,10,0
111,0,0.52,FW,24,11,Jermain Defoe,0.52,Tottenham Hotspur,0.41,71,27,7,0.15,1.72,0.41,34,4,0,eng ENG,3,"2,409",0.90,29,46,0
112,0,0.15,MF,44,1,Gareth Barry,0.15,Manchester City,0.04,77,27,4,0.23,0.34,0.04,31,6,0,eng ENG,3,"2,398",1.65,31,9,0
113,2,0.71,FW,28,11,Carlos Tevez,0.64,Manchester City,0.41,70,28,6,0.11,1.92,0.34,34,3,0,ar ARG,8,"2,393",1.05,28,51,2
114,0,0.08,DF,8,2,Ron Vlaar,0.08,Aston Villa,0.08,89,27,0,0.04,0.15,0.08,27,1,0,nl NED,0,"2,390",0.30,27,4,0
115,0,0.45,"FW,MF",13,5,Bryan Ruiz,0.45,Fulham,0.19,82,26,3,0.08,1.10,0.19,29,2,0,cr CRC,7,"2,381",0.49,26,29,0
116,0,0.46,FW,33,11,Steven Fletcher,0.46,Sunderland,0.42,85,28,0,0.11,1.10,0.42,28,3,0,sco SCO,1,"2,366",1.26,25,29,0
117,0,0.19,MF,39,2,James McClean,0.19,Sunderland,0.08,65,24,12,0.15,0.54,0.08,36,4,0,ie IRL,3,"2,342",1.50,23,14,0
118,0,0.08,DF,17,0,Gaël Clichy,0.08,Manchester City,0.00,83,26,2,0.12,0.15,0.00,28,3,0,fr FRA,2,"2,334",0.66,27,4,0
119,0,0.54,FW,32,11,Olivier Giroud,0.54,Arsenal,0.42,69,24,10,0.15,1.70,0.42,34,3,1,fr FRA,3,"2,333",1.23,25,44,0
120,0,0.39,"MF,FW",14,3,Damien Duff,0.39,Fulham,0.12,75,27,4,0.00,0.54,0.12,31,0,0,ie IRL,7,"2,332",0.54,33,14,0
121,0,0.08,DF,8,1,Rio Ferdinand,0.08,Manchester United,0.04,83,26,2,0.08,0.04,0.04,28,2,0,eng ENG,1,"2,321",0.31,33,1,0
122,0,0.43,FW,51,7,Peter Crouch,0.43,Stoke City,0.27,68,28,6,0.08,0.89,0.27,34,2,0,eng ENG,4,"2,321",1.98,31,23,0
123,0,0.08,DF,22,2,José Fonte,0.08,Southampton,0.08,86,25,2,0.19,0.16,0.08,27,5,0,pt POR,0,"2,316",0.85,28,4,0
124,0,0.23,"DF,MF",38,3,Rafael,0.23,Manchester United,0.12,83,27,1,0.27,0.19,0.12,28,6,1,br BRA,3,"2,313",1.48,22,5,0
125,0,0.23,"FW,MF",28,3,Nathan Dyer,0.23,Swansea City,0.12,62,25,12,0.19,0.78,0.12,37,4,1,eng ENG,3,"2,309",1.09,24,20,0
126,0,0.00,GK,0,0,Michel Vorm,0.00,Swansea City,0.00,89,26,0,0.04,0.00,0.00,26,1,0,nl NED,0,"2,307",0.00,28,0,0
127,1,0.35,FW,32,4,Óscar Santos,0.31,Chelsea,0.16,67,24,10,0.08,0.94,0.12,34,2,0,co COL,5,"2,292",1.26,23,24,1
128,3,0.28,MF,39,4,Mark Noble,0.16,West Ham United,0.16,82,25,3,0.28,0.28,0.04,28,7,0,eng ENG,3,"2,286",1.54,25,7,3
129,0,0.95,"FW,MF",9,14,Theo Walcott,0.95,Arsenal,0.55,71,24,8,0.12,2.09,0.55,32,3,0,eng ENG,10,"2,284",0.35,23,53,0
130,0,0.24,DF,13,2,José Enrique,0.24,Liverpool,0.08,78,25,4,0.04,0.40,0.08,29,1,0,es ESP,4,"2,257",0.52,26,10,0
131,0,0.12,DF,11,1,Carlos Cuéllar,0.12,Sunderland,0.04,87,26,0,0.20,0.16,0.04,26,5,0,es ESP,2,"2,256",0.44,30,4,0
132,0,0.00,GK,0,0,Wojciech Szczęsny,0.00,Arsenal,0.00,90,25,0,0.04,0.00,0.00,25,1,0,pl POL,0,"2,250",0.00,22,0,0
133,0,0.36,"FW,MF",16,5,Adel Taarabt,0.36,Queens Park Rangers,0.20,72,25,6,0.20,1.44,0.20,31,5,0,ma MAR,4,"2,243",0.64,23,36,1
134,0,0.36,"FW,MF",16,7,Andreas Weimann,0.36,Aston Villa,0.28,75,26,4,0.16,1.32,0.28,30,4,0,at AUT,2,"2,242",0.64,20,33,0
135,0,0.00,DF,21,0,Bacary Sagna,0.00,Arsenal,0.00,90,25,0,0.08,0.08,0.00,25,2,0,fr FRA,0,"2,239",0.84,29,2,0
136,0,0.00,DF,38,0,Chico,0.00,Swansea City,0.00,86,26,0,0.24,0.20,0.00,26,5,1,es ESP,0,"2,238",1.53,25,5,0
137,0,0.04,DF,32,1,Vincent Kompany,0.04,Manchester City,0.04,86,26,0,0.16,0.16,0.04,26,3,1,be BEL,0,"2,237",1.29,26,4,0
138,0,0.00,DF,16,0,Thomas Vermaelen,0.00,Arsenal,0.00,77,25,4,0.12,0.16,0.00,29,3,0,be BEL,0,"2,236",0.64,26,4,0
139,0,0.32,"FW,MF",22,3,Adam Lallana,0.32,Southampton,0.12,74,26,4,0.08,0.89,0.12,30,2,0,eng ENG,5,"2,229",0.89,24,22,0
140,0,0.12,DF,23,3,Michael Turner,0.12,Norwich City,0.12,86,25,1,0.24,0.16,0.12,26,6,0,,0,"2,223",0.93,28,4,0
141,0,0.16,DF,14,2,Gary Cahill,0.16,Chelsea,0.08,85,24,2,0.04,0.28,0.08,26,1,0,eng ENG,2,"2,219",0.57,26,7,0
142,0,0.08,"MF,DF",28,1,Danny Rose,0.08,Sunderland,0.04,82,25,2,0.24,0.16,0.04,27,6,0,eng ENG,1,"2,214",1.14,22,4,0
143,0,0.12,DF,26,1,Billy Jones,0.12,West Bromwich Albion,0.04,82,24,3,0.33,0.41,0.04,27,8,0,eng ENG,2,"2,211",1.06,25,10,0
144,0,0.24,"MF,DF",37,1,Antonio Valencia,0.24,Manchester United,0.04,74,24,6,0.24,0.12,0.04,30,6,0,ec ECU,5,"2,207",1.51,26,3,0
145,0,0.16,DF,20,0,César Azpilicueta,0.16,Chelsea,0.00,81,24,3,0.16,0.16,0.00,27,4,0,es ESP,4,"2,199",0.82,22,4,0
146,0,0.16,MF,47,1,Mousa Dembélé,0.16,Tottenham Hotspur,0.04,73,26,4,0.16,0.37,0.04,30,4,0,be BEL,3,"2,194",1.93,25,9,0
147,0,0.33,MF,7,3,Stewart Downing,0.33,Liverpool,0.12,76,25,4,0.00,0.66,0.12,29,0,0,eng ENG,5,"2,191",0.29,28,16,0
148,0,0.53,"FW,MF",36,9,Gabby Agbonlahor,0.53,Aston Villa,0.37,78,24,4,0.16,0.91,0.37,28,4,0,eng ENG,4,"2,187",1.48,25,22,0
149,0,0.41,"MF,FW",10,3,Pablo Hernández,0.41,Swansea City,0.12,73,27,3,0.12,0.87,0.12,30,3,0,es ESP,7,"2,183",0.41,27,21,0
150,0,0.25,MF,28,2,Chris Brunt,0.25,West Bromwich Albion,0.08,70,23,8,0.16,0.62,0.08,31,4,0,nir NIR,4,"2,182",1.15,27,15,0
151,0,0.45,FW,39,6,Jay Rodriguez,0.45,Southampton,0.25,62,24,11,0.17,1.40,0.25,35,4,0,eng ENG,5,"2,181",1.61,23,34,0
152,0,0.21,"MF,DF",17,0,Séamus Coleman,0.21,Everton,0.00,83,24,2,0.17,0.04,0.00,26,4,0,ie IRL,5,"2,165",0.71,23,1,0
153,0,0.33,"FW,MF",13,5,Anthony Pilkington,0.33,Norwich City,0.21,72,25,5,0.08,0.75,0.21,30,2,0,ie IRL,3,"2,156",0.54,24,18,0
154,0,0.50,FW,41,8,Shane Long,0.50,West Bromwich Albion,0.33,63,25,9,0.13,0.96,0.33,34,3,0,ie IRL,4,"2,151",1.72,25,23,1
155,0,0.00,DF,14,0,Steven Taylor,0.00,Newcastle United,0.00,85,24,1,0.08,0.29,0.00,25,2,0,eng ENG,0,"2,136",0.59,26,7,0
156,0,0.00,GK,0,0,Tim Krul,0.00,Newcastle United,0.00,89,24,0,0.00,0.00,0.00,24,0,0,nl NED,0,"2,126",0.00,24,0,0
157,0,0.34,FW,43,5,Franco Di Santo,0.34,Wigan Athletic,0.21,61,24,11,0.21,1.14,0.21,35,5,0,ar ARG,3,"2,125",1.82,23,27,0
158,0,0.00,DF,3,0,Aaron Hughes,0.00,Fulham,0.00,88,23,1,0.04,0.13,0.00,24,1,0,nir NIR,0,"2,115",0.13,32,3,0
159,1,0.34,MF,36,6,Yohan Cabaye,0.30,Newcastle United,0.26,81,25,1,0.34,0.89,0.21,26,8,0,fr FRA,2,"2,114",1.53,26,21,1
