,games_starts_gk,losses,minutes_per_game_gk,save_perc,nationality,player,position,age,clean_sheets_perc,wins,goals_against_per90,games_subs_gk,goals_against,shots_on_target_against,games_gk,clean_sheets,minutes_gk,draws,squad,pens_made,goals_assists_per90,fouls,goals,goals_assists_pens_per90,goals_per90,minutes_per_game_pl,games_starts_pl,games_subs_pl,cards_per90,shots_on_target_per90,goals_pens_per90,games_pl,cards_yellow,cards_red,assists,minutes_pl,fouls_per90,shots_on_target,pens_att,season
66,,,,,eng,John Moncur,MF,26.0,,,,,,,,,,,Swindon Town,0.0,0.22,,4,0.22,0.1,89,41,0,0.1,0.45,0.1,41,4,0.0,5.0,3627,,18.0,0.0,1993
67,,,,,zw,Peter Ndlovu,FW,20.0,,,,,,,,,,,Coventry City,2.0,0.4,,11,0.35,0.27,90,40,0,0.05,0.8,0.23,40,2,0.0,5.0,3600,,32.0,2.0,1993
68,,,,,eng,Tim Breacker,DF,28.0,,,,,,,,,,,West Ham United,0.0,0.17,,3,0.17,0.07,90,40,0,0.0,0.25,0.07,40,0,0.0,4.0,3600,,10.0,0.0,1993
69,,,,,eng,Chris Fairclough,DF,29.0,,,,,,,,,,,Leeds United,0.0,0.1,,4,0.1,0.1,90,40,0,0.1,0.23,0.1,40,4,0.0,0.0,3600,,9.0,0.0,1993
70,,,,,eng,Kevin Richardson,MF,30.0,,,,,,,,,,,Aston Villa,0.0,0.23,,5,0.23,0.13,90,40,0,0.03,0.33,0.13,40,1,0.0,4.0,3597,,13.0,0.0,1993
71,,,,,eng,Andy Cole,FW,21.0,,,,,,,,,,,Newcastle United,1.0,1.0,,34,0.98,0.85,90,40,0,0.05,1.95,0.83,40,2,0.0,6.0,3596,,78.0,1.0,1993
72,,,,,eng,Rob Lee,MF,27.0,,,,,,,,,,,Newcastle United,0.0,0.4,,7,0.4,0.18,88,41,0,0.0,0.55,0.18,41,0,0.0,9.0,3590,,22.0,0.0,1993
73,,,,,ie,Jeff Kenna,DF,22.0,,,,,,,,,,,Southampton,0.0,0.15,,2,0.15,0.05,88,40,1,0.1,0.28,0.05,41,4,0.0,4.0,3590,,11.0,0.0,1993
74,,,,,eng,David May,DF,23.0,,,,,,,,,,,Blackburn Rovers,0.0,0.05,,1,0.05,0.03,90,40,0,0.03,0.13,0.03,40,1,0.0,1.0,3579,,5.0,0.0,1993
75,,,,,ie,Phil Babb,DF,22.0,,,,,,,,,,,Coventry City,0.0,0.1,,3,0.1,0.08,89,40,0,0.05,0.25,0.08,40,2,0.0,1.0,3555,,10.0,0.0,1993
76,,,,,eng,Peter Atherton,"MF,DF",23.0,,,,,,,,,,,Coventry City,0.0,0.03,,0,0.03,0.0,88,39,1,0.0,0.31,0.0,40,0,0.0,1.0,3519,,12.0,0.0,1993
77,,,,,eng,Earl Barrett,DF,26.0,,,,,,,,,,,Aston Villa,0.0,0.0,,0,0.0,0.0,90,39,0,0.05,0.1,0.0,39,2,0.0,0.0,3510,,4.0,0.0,1993
78,,,,,eng,Carl Bradshaw,DF,24.0,,,,,,,,,,,Sheffield United,0.0,0.13,,1,0.13,0.03,88,39,1,0.08,0.15,0.03,40,2,1.0,4.0,3505,,6.0,0.0,1993
79,,,,,eng,John Ebbrell,MF,23.0,,,,,,,,,,,Everton,0.0,0.15,,4,0.15,0.1,90,39,0,0.18,0.26,0.1,39,7,0.0,2.0,3500,,10.0,0.0,1993
80,,,,,eng,Neil Ruddock,DF,25.0,,,,,,,,,,,Liverpool,0.0,0.13,,3,0.13,0.08,90,39,0,0.13,0.28,0.08,39,5,0.0,2.0,3495,,11.0,0.0,1993
81,,,,,eng,Vinny Samways,MF,24.0,,,,,,,,,,,Tottenham Hotspur,0.0,0.13,,3,0.13,0.08,90,39,0,0.15,0.36,0.08,39,6,0.0,2.0,3491,,14.0,0.0,1993
82,,,,,eng,Ian Wright,FW,29.0,,,,,,,,,,,Arsenal,4.0,0.7,,23,0.59,0.59,89,39,0,0.15,1.57,0.49,39,6,0.0,4.0,3487,,61.0,4.0,1993
83,,,,,eng,Steve Morgan,DF,24.0,,,,,,,,,,,Coventry City,0.0,0.05,,2,0.05,0.05,87,39,1,0.0,0.34,0.05,40,0,0.0,0.0,3476,,13.0,0.0,1993
84,,,,,eng,Paul Ince,MF,25.0,,,,,,,,,,,Manchester United,0.0,0.39,,8,0.39,0.21,89,39,0,0.16,0.57,0.21,39,6,0.0,7.0,3471,,22.0,0.0,1993
85,,,,,no,Henning Berg,DF,23.0,,,,,,,,,,,Blackburn Rovers,0.0,0.1,,1,0.1,0.03,85,38,3,0.0,0.16,0.03,41,0,0.0,3.0,3467,,6.0,0.0,1993
86,,,,,eng,Paul Parker,DF,29.0,,,,,,,,,,,Manchester United,0.0,0.08,,0,0.08,0.0,87,39,1,0.08,0.21,0.0,40,3,0.0,3.0,3466,,8.0,0.0,1993
87,,,,,sco,Steve Clarke,DF,29.0,,,,,,,,,,,Chelsea,0.0,0.05,,0,0.05,0.0,89,39,0,0.05,0.1,0.0,39,2,0.0,2.0,3455,,4.0,0.0,1993
88,,,,,nir,Iain Dowie,FW,28.0,,,,,,,,,,,Southampton,0.0,0.31,,5,0.31,0.13,88,39,0,0.21,0.81,0.13,39,8,0.0,7.0,3437,,31.0,0.0,1993
89,,,,,eng,Ian Crook,MF,30.0,,,,,,,,,,,Norwich City,0.0,0.16,,0,0.16,0.0,90,38,0,0.03,0.16,0.0,38,1,0.0,6.0,3420,,6.0,0.0,1993
90,,,,,eng,Ray Wilkins,MF,36.0,,,,,,,,,,,Queens Park Rangers,0.0,0.37,,1,0.37,0.03,88,39,0,0.0,0.37,0.03,39,0,0.0,13.0,3413,,14.0,0.0,1993
91,,,,,eng,Rob Jones,DF,21.0,,,,,,,,,,,Liverpool,0.0,0.11,,0,0.11,0.0,90,38,0,0.08,0.08,0.0,38,2,1.0,4.0,3412,,3.0,0.0,1993
92,,,,,eng,Matt Le Tissier,"MF,FW",24.0,,,,,,,,,,,Southampton,6.0,0.87,,25,0.71,0.66,90,38,0,0.11,1.64,0.5,38,4,0.0,8.0,3409,,62.0,6.0,1993
93,,,,,ie,Mike Milligan,MF,26.0,,,,,,,,,,,Oldham Athletic,0.0,0.05,,0,0.05,0.0,86,39,0,0.08,0.11,0.0,39,3,0.0,2.0,3356,,4.0,0.0,1993
94,,,,,eng,Tony Dorigo,DF,27.0,,,,,,,,,,,Leeds United,0.0,0.05,,0,0.05,0.0,88,38,0,0.05,0.13,0.0,38,2,0.0,2.0,3349,,5.0,0.0,1993
95,,,,,eng,Tim Sherwood,MF,24.0,,,,,,,,,,,Blackburn Rovers,0.0,0.16,,2,0.16,0.05,88,38,0,0.0,0.38,0.05,38,0,0.0,4.0,3340,,14.0,0.0,1993
96,,,,,eng,John Scales,DF,27.0,,,,,,,,,,,Wimbledon,0.0,0.05,,0,0.05,0.0,90,37,0,0.0,0.16,0.0,37,0,0.0,2.0,3330,,6.0,0.0,1993
97,,,,,eng,Matt Jackson,DF,21.0,,,,,,,,,,,Everton,0.0,0.03,,0,0.03,0.0,87,37,1,0.11,0.14,0.0,38,4,0.0,1.0,3318,,5.0,0.0,1993
98,,,,,eng,Stuart Ripley,"MF,FW",25.0,,,,,,,,,,,Blackburn Rovers,0.0,0.35,,4,0.35,0.11,83,40,0,0.05,0.46,0.11,40,2,0.0,9.0,3312,,17.0,0.0,1993
99,,,,,eng,Shaun Teale,DF,29.0,,,,,,,,,,,Aston Villa,0.0,0.05,,1,0.05,0.03,87,37,1,0.14,0.11,0.03,38,5,0.0,1.0,3310,,4.0,0.0,1993
100,,,,,eng,David Linighan,DF,28.0,,,,,,,,,,,Ipswich Town,0.0,0.08,,3,0.08,0.08,87,38,0,0.05,0.3,0.08,38,2,0.0,0.0,3301,,11.0,0.0,1993
101,,,,,eng,Richard Jobson,DF,30.0,,,,,,,,,,,Oldham Athletic,0.0,0.16,,5,0.16,0.14,89,37,0,0.14,0.33,0.14,37,5,0.0,1.0,3299,,12.0,0.0,1993
102,,,,,sco,John Wark,MF,35.0,,,,,,,,,,,Ipswich Town,1.0,0.16,,3,0.14,0.08,87,38,0,0.08,0.44,0.05,38,3,0.0,3.0,3298,,16.0,2.0,1993
103,,,,,eng,Barry Venison,DF,28.0,,,,,,,,,,,Newcastle United,0.0,0.06,,0,0.06,0.0,88,36,1,0.11,0.17,0.0,37,4,0.0,2.0,3272,,6.0,0.0,1993
104,,,,,se,Roland Nilsson,"FW,DF",29.0,,,,,,,,,,,Sheffield Wednesday,0.0,0.08,,0,0.08,0.0,86,38,0,0.03,0.22,0.0,38,1,0.0,3.0,3259,,8.0,0.0,1993
105,,,,,wal,Dean Saunders,FW,29.0,,,,,,,,,,,Aston Villa,3.0,0.3,,10,0.22,0.28,86,37,1,0.0,0.88,0.19,38,0,0.0,1.0,3257,,32.0,3.0,1993
106,,,,,eng,Carlton Palmer,MF,27.0,,,,,,,,,,,Sheffield Wednesday,0.0,0.19,,5,0.19,0.14,88,37,0,0.14,0.3,0.14,37,4,1.0,2.0,3251,,11.0,0.0,1993
107,,,,,eng,Tony Cottee,FW,28.0,,,,,,,,,,,Everton,2.0,0.5,,16,0.44,0.44,83,36,3,0.06,1.25,0.39,39,2,0.0,2.0,3241,,45.0,3.0,1993
108,,,,,eng,Mark Bright,FW,31.0,,,,,,,,,,,Sheffield Wednesday,0.0,0.69,,19,0.69,0.53,81,36,4,0.08,1.56,0.53,40,3,0.0,6.0,3241,,56.0,0.0,1993
