,games_starts_gk,losses,minutes_per_game_gk,save_perc,nationality,player,position,age,clean_sheets_perc,wins,goals_against_per90,games_subs_gk,goals_against,shots_on_target_against,games_gk,clean_sheets,minutes_gk,draws,squad,pens_made,goals_assists_per90,fouls,goals,goals_assists_pens_per90,goals_per90,minutes_per_game_pl,games_starts_pl,games_subs_pl,cards_per90,shots_on_target_per90,goals_pens_per90,games_pl,cards_yellow,cards_red,assists,minutes_pl,fouls_per90,shots_on_target,pens_att,season
17,29.0,11.0,89.0,0.763,be,Simon Mignolet,GK,23,37.9,9.0,1.16,0.0,33.0,139.0,29.0,11.0,2571.0,8.0,Sunderland,0,0.0,0,0,0.0,0.0,89,29,0,0.0,0.0,0.0,29,0,0,0,2571,0.0,0,0,2011
18,22.0,8.0,87.0,0.713,ba,Asmir Begović,GK,24,31.8,7.0,1.4,1.0,31.0,108.0,23.0,7.0,1998.0,8.0,Stoke City,0,0.0,0,0,0.0,0.0,87,22,1,0.0,0.0,0.0,23,0,0,0,1998,0.0,0,0,2011
19,20.0,9.0,90.0,0.672,hu,Ádám Bogdán,GK,23,5.0,6.0,2.0,0.0,40.0,122.0,20.0,1.0,1800.0,5.0,Bolton Wanderers,0,0.0,0,0,0.0,0.0,90,20,0,0.0,0.0,0.0,20,0,0,0,1800,0.0,0,0,2011
20,18.0,13.0,90.0,0.667,fi,Jussi Jääskeläinen,GK,36,11.1,4.0,2.06,0.0,37.0,111.0,18.0,2.0,1620.0,1.0,Bolton Wanderers,0,0.0,0,0,0.0,0.0,90,18,0,0.06,0.0,0.0,18,1,0,0,1620,0.0,0,0,2011
21,16.0,7.0,89.0,0.6809999999999999,dk,Thomas Sørensen,GK,35,12.5,4.0,1.39,0.0,22.0,69.0,16.0,2.0,1422.0,4.0,Stoke City,0,0.0,0,0,0.0,0.0,89,16,0,0.06,0.0,0.0,16,1,0,0,1422,0.0,0,0,2011
22,8.0,4.0,84.0,0.593,ie,Keiren Westwood,GK,26,12.5,2.0,1.3,1.0,11.0,27.0,9.0,1.0,759.0,3.0,Sunderland,0,0.0,0,0,0.0,0.0,84,8,1,0.0,0.0,0.0,9,0,0,0,759,0.0,0,0,2011
23,8.0,1.0,90.0,0.826,dk,Anders Lindegaard,GK,27,75.0,7.0,0.5,0.0,4.0,23.0,8.0,6.0,720.0,0.0,Manchester United,0,0.0,0,0,0.0,0.0,90,8,0,0.0,0.0,0.0,8,0,0,0,720,0.0,0,0,2011
24,8.0,2.0,90.0,0.763,eng,David Stockdale,GK,25,12.5,3.0,1.75,0.0,14.0,59.0,8.0,1.0,720.0,3.0,Fulham,0,0.0,0,0,0.0,0.0,90,8,0,0.0,0.0,0.0,8,0,0,0,720,0.0,0,0,2011
25,6.0,4.0,85.0,0.7240000000000001,us,Brad Guzan,GK,26,16.7,2.0,1.21,1.0,8.0,29.0,7.0,1.0,593.0,1.0,Aston Villa,0,0.0,0,0,0.0,0.0,85,6,1,0.0,0.0,0.0,7,0,0,0,593,0.0,0,0,2011
26,5.0,4.0,90.0,0.8059999999999999,cz,Radek Černý,GK,37,0.0,0.0,1.4,0.0,7.0,36.0,5.0,0.0,450.0,1.0,Queens Park Rangers,0,0.0,0,0,0.0,0.0,90,5,0,0.0,0.0,0.0,5,0,0,0,450,0.0,0,0,2011
27,4.0,2.0,80.0,0.6,nl,Dorus de Vries,GK,30,25.0,0.0,2.25,0.0,8.0,20.0,4.0,1.0,320.0,2.0,Wolverhampton Wanderers,0,0.0,0,0,0.0,0.0,80,4,0,0.0,0.0,0.0,4,0,0,0,320,0.0,0,0,2011
28,4.0,2.0,74.0,0.727,br,Doni,GK,31,0.0,0.0,0.92,0.0,3.0,11.0,4.0,0.0,295.0,1.0,Liverpool,0,0.0,0,0,0.0,0.0,74,4,0,0.31,0.0,0.0,4,0,1,0,295,0.0,0,0,2011
29,3.0,1.0,90.0,0.737,eng,Mark Bunn,GK,26,0.0,1.0,1.67,0.0,5.0,19.0,3.0,0.0,270.0,1.0,Blackburn Rovers,0,0.0,0,0,0.0,0.0,90,3,0,0.0,0.0,0.0,3,0,0,0,270,0.0,0,0,2011
30,2.0,0.0,90.0,0.8,pt,Henrique Hilário,GK,35,0.0,2.0,1.0,0.0,2.0,10.0,2.0,0.0,180.0,0.0,Chelsea,0,0.0,0,0,0.0,0.0,90,2,0,0.0,0.0,0.0,2,0,0,0,180,0.0,0,0,2011
31,2.0,1.0,90.0,0.545,eng,Ross Turnbull,GK,26,0.0,1.0,2.5,0.0,5.0,11.0,2.0,0.0,180.0,0.0,Chelsea,0,0.0,0,0,0.0,0.0,90,2,0,0.0,0.0,0.0,2,0,0,0,180,0.0,0,0,2011
32,1.0,1.0,50.0,0.7,eng,Declan Rudd,GK,20,0.0,0.0,2.7,1.0,3.0,10.0,2.0,0.0,100.0,0.0,Norwich City,0,0.0,0,0,0.0,0.0,50,1,1,0.0,0.0,0.0,2,0,0,0,100,0.0,0,0,2011
33,1.0,1.0,90.0,0.4,hu,Márton Fülöp,GK,28,0.0,0.0,3.0,0.0,3.0,5.0,1.0,0.0,90.0,0.0,West Bromwich Albion,0,0.0,0,0,0.0,0.0,90,1,0,0.0,0.0,0.0,1,0,0,0,90,0.0,0,0,2011
34,1.0,1.0,90.0,0.5,de,Gerhard Tremmel,GK,32,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,90.0,0.0,Swansea City,0,0.0,0,0,0.0,0.0,90,1,0,0.0,0.0,0.0,1,0,0,0,90,0.0,0,0,2011
35,1.0,1.0,90.0,0.667,eng,Jake Kean,GK,20,0.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0,90.0,0.0,Blackburn Rovers,0,0.0,0,0,0.0,0.0,90,1,0,0.0,0.0,0.0,1,0,0,0,90,0.0,0,0,2011
36,1.0,0.0,90.0,0.5,sco,Craig Gordon,GK,28,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,90.0,1.0,Sunderland,0,0.0,0,0,0.0,0.0,90,1,0,0.0,0.0,0.0,1,0,0,0,90,0.0,0,0,2011
37,1.0,0.0,90.0,1.0,eng,Ben Amos,GK,21,100.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,90.0,0.0,Manchester United,0,0.0,0,0,0.0,0.0,90,1,0,0.0,0.0,0.0,1,0,0,0,90,0.0,0,0,2011
38,0.0,0.0,65.0,0.7140000000000001,au,Brad Jones,GK,29,,1.0,2.77,1.0,2.0,7.0,1.0,0.0,65.0,0.0,Liverpool,0,0.0,0,0,0.0,0.0,65,0,1,1.38,0.0,0.0,1,1,0,0,65,0.0,0,0,2011
39,0.0,0.0,40.0,0.8,ng,Carl Ikeme,GK,25,,0.0,2.25,1.0,1.0,5.0,1.0,0.0,40.0,0.0,Wolverhampton Wanderers,0,0.0,0,0,0.0,0.0,40,0,1,0.0,0.0,0.0,1,0,0,0,40,0.0,0,0,2011
40,,,,,ie,Stephen Ward,"MF,DF,FW",25,,,,,,,,,,,Wolverhampton Wanderers,0,0.11,14,3,0.11,0.08,90,38,0,0.05,0.16,0.08,38,2,0,1,3420,0.37,6,0,2011
41,,,,,no,Brede Hangeland,DF,30,,,,,,,,,,,Fulham,0,0.0,24,0,0.0,0.0,90,38,0,0.18,0.11,0.0,38,7,0,0,3420,0.63,4,0,2011
42,,,,,hn,Maynor Figueroa,DF,28,,,,,,,,,,,Wigan Athletic,0,0.0,41,0,0.0,0.0,88,37,1,0.16,0.19,0.0,38,6,0,0,3349,1.1,7,0,2011
43,,,,,ie,Jonathan Walters,"MF,FW",27,,,,,,,,,,,Stoke City,4,0.32,44,7,0.22,0.19,88,38,0,0.08,0.51,0.08,38,3,0,5,3331,1.19,19,6,2011
44,,,,,nl,Robin van Persie,FW,27,,,,,,,,,,,Arsenal,2,1.11,31,30,1.05,0.81,88,37,1,0.22,2.19,0.76,38,8,0,11,3331,0.84,81,3,2011
45,,,,,wal,Ashley Williams,DF,26,,,,,,,,,,,Swansea City,0,0.03,41,1,0.03,0.03,90,37,0,0.16,0.14,0.03,37,6,0,0,3330,1.11,5,0,2011
46,,,,,us,Clint Dempsey,"MF,FW",28,,,,,,,,,,,Fulham,0,0.62,42,17,0.62,0.46,90,37,0,0.05,1.54,0.46,37,2,0,6,3322,1.14,57,1,2011
47,,,,,ar,Jonás Gutiérrez,MF,28,,,,,,,,,,,Newcastle United,0,0.14,30,2,0.14,0.05,89,37,0,0.16,0.27,0.05,37,5,1,3,3305,0.82,10,0,2011
48,,,,,eng,Nigel Reo-Coker,MF,27,,,,,,,,,,,Bolton Wanderers,0,0.11,51,4,0.11,0.11,88,37,0,0.19,0.22,0.11,37,7,0,0,3258,1.41,8,0,2011
49,,,,,fr,Patrice Evra,DF,30,,,,,,,,,,,Manchester United,0,0.11,37,0,0.11,0.0,87,37,0,0.17,0.08,0.0,37,6,0,4,3234,1.03,3,0,2011
50,,,,,eng,Kyle Walker,DF,21,,,,,,,,,,,Tottenham Hotspur,0,0.08,35,2,0.08,0.06,87,37,0,0.11,0.08,0.06,37,4,0,1,3227,0.98,3,0,2011
51,,,,,wal,Gareth Bale,"MF,FW",22,,,,,,,,,,,Tottenham Hotspur,0,0.59,17,10,0.59,0.28,89,36,0,0.08,1.34,0.28,36,3,0,11,3216,0.48,48,0,2011
52,,,,,hr,Luka Modrić,MF,25,,,,,,,,,,,Tottenham Hotspur,0,0.22,18,4,0.22,0.11,89,36,0,0.06,0.7,0.11,36,2,0,4,3214,0.5,25,0,2011
53,,,,,ng,Victor Moses,"MF,FW",20,,,,,,,,,,,Wigan Athletic,0,0.2,38,6,0.2,0.17,85,36,2,0.11,0.9,0.17,38,4,0,1,3212,1.06,32,0,2011
54,,,,,eng,Ryan Shawcross,DF,23,,,,,,,,,,,Stoke City,0,0.09,40,2,0.09,0.06,88,36,0,0.23,0.11,0.06,36,8,0,1,3168,1.14,4,0,2011
55,,,,,no,John Arne Riise,"MF,DF",30,,,,,,,,,,,Fulham,0,0.11,22,0,0.11,0.0,87,35,1,0.06,0.29,0.0,36,2,0,4,3139,0.63,10,0,2011
56,,,,,sco,Gary Caldwell,"MF,DF",29,,,,,,,,,,,Wigan Athletic,0,0.09,33,3,0.09,0.09,90,35,0,0.29,0.09,0.09,35,9,1,0,3136,0.95,3,0,2011
57,,,,,bj,Stéphane Sessègnon,"FW,MF",27,,,,,,,,,,,Sunderland,0,0.46,37,7,0.46,0.2,87,36,0,0.12,0.6,0.2,36,3,1,9,3126,1.07,21,0,2011
58,,,,,eng,Scott Sinclair,"MF,FW",22,,,,,,,,,,,Swansea City,4,0.37,15,8,0.26,0.23,82,35,3,0.03,0.75,0.12,38,1,0,5,3120,0.43,26,5,2011
59,,,,,eng,Danny Simpson,DF,24,,,,,,,,,,,Newcastle United,0,0.0,27,0,0.0,0.0,89,35,0,0.2,0.03,0.0,35,7,0,0,3117,0.78,1,0,2011
60,,,,,wal,Neil Taylor,DF,22,,,,,,,,,,,Swansea City,0,0.03,25,0,0.03,0.0,86,35,1,0.12,0.03,0.0,36,4,0,1,3080,0.73,1,0,2011
61,,,,,eng,Stephen Warnock,DF,29,,,,,,,,,,,Aston Villa,0,0.09,34,2,0.09,0.06,87,34,1,0.18,0.12,0.06,35,6,0,1,3053,1.0,4,0,2011
62,,,,,ar,Fabricio Coloccini,"DF,MF",29,,,,,,,,,,,Newcastle United,0,0.0,23,0,0.0,0.0,87,35,0,0.06,0.12,0.0,35,2,0,0,3041,0.68,4,0,2011
63,,,,,eng,Leon Britton,MF,28,,,,,,,,,,,Swansea City,0,0.0,14,0,0.0,0.0,84,35,1,0.09,0.0,0.0,36,3,0,0,3010,0.42,0,0,2011
64,,,,,cm,Alex Song,"DF,MF",23,,,,,,,,,,,Arsenal,0,0.33,72,1,0.33,0.03,88,34,0,0.3,0.15,0.03,34,10,0,10,2995,2.16,5,0,2011
65,,,,,es,José Enrique,DF,25,,,,,,,,,,,Liverpool,0,0.06,15,0,0.06,0.0,86,33,2,0.06,0.09,0.0,35,2,0,2,2995,0.45,3,0,2011
66,,,,,sk,Martin Škrtel,DF,26,,,,,,,,,,,Liverpool,0,0.06,38,2,0.06,0.06,88,33,1,0.12,0.18,0.06,34,3,1,0,2994,1.14,6,0,2011
67,,,,,eng,Leighton Baines,DF,26,,,,,,,,,,,Everton,3,0.21,32,4,0.12,0.12,90,33,0,0.21,0.15,0.03,33,7,0,3,2970,0.97,5,3,2011
68,,,,,cm,Benoît Assou-Ekotto,DF,27,,,,,,,,,,,Tottenham Hotspur,0,0.18,36,2,0.18,0.06,87,34,0,0.18,0.15,0.06,34,6,0,4,2957,1.1,5,0,2011
69,,,,,ca,Junior Hoilett,"FW,MF",21,,,,,,,,,,,Blackburn Rovers,0,0.37,40,7,0.37,0.21,87,34,0,0.15,0.64,0.21,34,5,0,5,2948,1.22,21,1,2011
70,,,,,se,Jonas Olsson,DF,21,,,,,,,,,,,West Bromwich Albion,0,0.09,37,2,0.09,0.06,89,33,0,0.15,0.31,0.06,33,4,1,1,2946,1.13,10,0,2011
71,,,,,be,Mousa Dembélé,MF,24,,,,,,,,,,,Fulham,0,0.12,45,2,0.12,0.06,82,33,3,0.18,0.71,0.06,36,6,0,2,2936,1.38,23,0,2011
72,,,,,ie,Marc Wilson,"MF,DF",23,,,,,,,,,,,Stoke City,0,0.03,38,0,0.03,0.0,83,35,0,0.25,0.22,0.0,35,8,0,1,2902,1.18,7,0,2011
73,,,,,fr,Younès Kaboul,DF,25,,,,,,,,,,,Tottenham Hotspur,0,0.03,22,1,0.03,0.03,88,33,0,0.12,0.28,0.03,33,3,1,0,2901,0.68,9,0,2011
74,,,,,wal,Joe Allen,MF,21,,,,,,,,,,,Swansea City,0,0.19,29,4,0.19,0.12,80,31,5,0.09,0.37,0.12,36,2,1,2,2896,0.9,12,0,2011
75,,,,,nir,Gareth McAuley,DF,31,,,,,,,,,,,West Bromwich Albion,0,0.06,21,2,0.06,0.06,90,32,0,0.0,0.22,0.06,32,0,0,0,2880,0.66,7,0,2011
76,,,,,ie,James McCarthy,MF,20,,,,,,,,,,,Wigan Athletic,0,0.09,39,0,0.09,0.0,87,33,0,0.22,0.16,0.0,33,7,0,3,2876,1.22,5,0,2011
77,,,,,fr,Laurent Koscielny,DF,25,,,,,,,,,,,Arsenal,0,0.09,33,2,0.09,0.06,87,33,0,0.28,0.13,0.06,33,9,0,1,2871,1.03,4,0,2011
78,,,,,es,Àngel Rangel,DF,28,,,,,,,,,,,Swansea City,0,0.03,24,0,0.03,0.0,84,32,2,0.09,0.03,0.0,34,3,0,1,2870,0.75,1,0,2011
79,,,,,be,Marouane Fellaini,MF,23,,,,,,,,,,,Everton,0,0.22,91,3,0.22,0.09,84,31,3,0.19,0.5,0.09,34,6,0,4,2857,2.87,16,0,2011
80,,,,,sco,Russell Martin,DF,25,,,,,,,,,,,Norwich City,0,0.09,14,2,0.09,0.06,87,30,3,0.03,0.16,0.06,33,1,0,1,2853,0.44,5,0,2011
81,,,,,eng,Danny Graham,FW,25,,,,,,,,,,,Swansea City,1,0.44,18,12,0.41,0.38,79,32,4,0.0,1.2,0.35,36,0,0,2,2839,0.57,38,1,2011
82,,,,,de,Robert Huth,DF,26,,,,,,,,,,,Stoke City,0,0.1,40,3,0.1,0.1,83,31,3,0.19,0.22,0.1,34,5,1,0,2834,1.27,7,0,2011
83,,,,,eng,Wayne Rooney,"FW,MF",25,,,,,,,,,,,Manchester United,6,1.02,29,27,0.83,0.86,83,32,2,0.03,2.29,0.67,34,1,0,5,2830,0.92,72,8,2011
84,,,,,no,Morten Gamst Pedersen,"FW,MF",29,,,,,,,,,,,Blackburn Rovers,0,0.29,50,3,0.29,0.1,86,33,0,0.19,0.29,0.1,33,6,0,6,2828,1.59,9,0,2011
85,,,,,tg,Emmanuel Adebayor,FW,27,,,,,,,,,,,Tottenham Hotspur,3,0.89,54,17,0.8,0.54,86,32,1,0.1,1.56,0.45,33,3,0,11,2827,1.72,49,4,2011
86,,,,,fr,Yohan Cabaye,MF,25,,,,,,,,,,,Newcastle United,0,0.32,35,4,0.32,0.13,83,34,0,0.19,0.64,0.13,34,6,0,6,2821,1.12,20,0,2011
87,,,,,eng,Matt Jarvis,MF,25,,,,,,,,,,,Wolverhampton Wanderers,0,0.38,10,8,0.38,0.26,76,31,6,0.0,0.42,0.26,37,0,0,4,2812,0.32,13,0,2011
88,,,,,fr,Steven Nzonzi,MF,22,,,,,,,,,,,Blackburn Rovers,0,0.22,45,2,0.22,0.06,88,31,1,0.22,0.19,0.06,32,7,0,5,2812,1.44,6,0,2011
89,,,,,es,David Silva,MF,25,,,,,,,,,,,Manchester City,0,0.68,26,6,0.68,0.19,78,33,3,0.0,1.06,0.19,36,0,0,15,2800,0.84,33,0,2011
90,,,,,cd,Youssouf Mulumbu,MF,24,,,,,,,,,,,West Bromwich Albion,0,0.16,51,1,0.16,0.03,80,34,1,0.16,0.26,0.03,35,5,0,4,2794,1.64,8,0,2011
91,,,,,eng,John Terry,DF,30,,,,,,,,,,,Chelsea,0,0.23,22,6,0.23,0.19,90,31,0,0.26,0.42,0.19,31,8,0,1,2790,0.71,13,0,2011
92,,,,,eng,Ashley Cole,DF,30,,,,,,,,,,,Chelsea,0,0.16,31,0,0.16,0.0,87,31,1,0.29,0.1,0.0,32,8,1,5,2786,1.0,3,0,2011
93,,,,,wal,James Collins,DF,27,,,,,,,,,,,Aston Villa,0,0.03,24,1,0.03,0.03,87,31,1,0.23,0.19,0.03,32,7,0,0,2780,0.78,6,0,2011
94,,,,,be,Vincent Kompany,DF,25,,,,,,,,,,,Manchester City,0,0.13,25,3,0.13,0.1,90,31,0,0.19,0.26,0.1,31,5,1,1,2774,0.81,8,0,2011
95,,,,,eng,Gabby Agbonlahor,"FW,MF",24,,,,,,,,,,,Aston Villa,0,0.36,47,5,0.36,0.16,84,32,1,0.2,0.65,0.16,33,6,0,6,2762,1.53,20,0,2011
96,,,,,eng,Mark Davies,MF,23,,,,,,,,,,,Bolton Wanderers,0,0.13,34,4,0.13,0.13,79,29,6,0.13,0.46,0.13,35,4,0,0,2754,1.11,14,0,2011
97,,,,,eng,Tony Hibbert,DF,30,,,,,,,,,,,Everton,0,0.07,13,0,0.07,0.0,86,31,1,0.03,0.03,0.0,32,1,0,2,2751,0.43,1,0,2011
98,,,,,eng,Gareth Barry,MF,30,,,,,,,,,,,Manchester City,0,0.13,51,1,0.13,0.03,80,31,3,0.33,0.2,0.03,34,9,1,3,2735,1.68,6,0,2011
99,,,,,eng,Danny Murphy,MF,34,,,,,,,,,,,Fulham,2,0.26,44,3,0.2,0.1,76,33,3,0.23,0.36,0.03,36,7,0,5,2727,1.45,11,2,2011
100,,,,,eng,Theo Walcott,"MF,FW",22,,,,,,,,,,,Arsenal,0,0.53,12,8,0.53,0.26,78,32,3,0.03,1.12,0.26,35,1,0,8,2727,0.4,34,0,2011
101,,,,,sn,Demba Ba,FW,26,,,,,,,,,,,Newcastle United,2,0.6,26,16,0.53,0.53,80,32,2,0.03,1.39,0.46,34,1,0,2,2721,0.86,42,3,2011
102,,,,,eng,Kyle Naughton,DF,22,,,,,,,,,,,Norwich City,0,0.03,19,0,0.03,0.0,85,29,3,0.23,0.17,0.0,32,7,0,1,2704,0.63,5,0,2011
103,,,,,sco,Christophe Berra,DF,26,,,,,,,,,,,Wolverhampton Wanderers,0,0.0,39,0,0.0,0.0,84,29,3,0.17,0.1,0.0,32,5,0,0,2700,1.3,3,0,2011
104,,,,,se,Seb Larsson,MF,26,,,,,,,,,,,Sunderland,0,0.27,31,7,0.27,0.23,84,32,0,0.23,0.63,0.23,32,7,0,1,2695,1.04,19,1,2011
105,,,,,eng,Joleon Lescott,DF,28,,,,,,,,,,,Manchester City,0,0.1,25,2,0.1,0.07,87,30,1,0.03,0.1,0.07,31,1,0,1,2686,0.84,3,0,2011
106,,,,,eng,Jack Colback,MF,21,,,,,,,,,,,Sunderland,0,0.07,28,1,0.07,0.03,76,29,6,0.1,0.07,0.03,35,3,0,1,2672,0.94,2,0,2011
107,,,,,eng,Jason Lowe,"DF,MF",19,,,,,,,,,,,Blackburn Rovers,0,0.03,28,0,0.03,0.0,83,30,2,0.34,0.03,0.0,32,10,0,1,2669,0.94,1,0,2011
108,,,,,eng,Jordan Henderson,MF,21,,,,,,,,,,,Liverpool,0,0.1,26,2,0.1,0.07,72,31,6,0.1,0.64,0.07,37,3,0,1,2658,0.88,19,0,2011
109,,,,,ci,Yaya Touré,MF,28,,,,,,,,,,,Manchester City,0,0.41,35,6,0.41,0.2,83,31,1,0.27,0.54,0.2,32,8,0,6,2643,1.19,16,0,2011
110,,,,,sco,Alan Hutton,DF,26,,,,,,,,,,,Aston Villa,0,0.07,19,0,0.07,0.0,84,29,2,0.24,0.0,0.0,31,6,1,2,2593,0.66,0,0,2011
111,,,,,eng,Karl Henry,"DF,MF",28,,,,,,,,,,,Wolverhampton Wanderers,0,0.0,33,0,0.0,0.0,83,30,1,0.28,0.1,0.0,31,7,1,0,2579,1.15,3,0,2011
112,,,,,ar,Sergio Agüero,FW,23,,,,,,,,,,,Manchester City,3,1.12,21,23,1.01,0.8,76,31,3,0.07,1.82,0.7,34,2,0,9,2575,0.73,52,3,2011
113,,,,,eng,Phil Jagielka,"DF,MF",28,,,,,,,,,,,Everton,0,0.11,15,2,0.11,0.07,86,29,1,0.07,0.18,0.07,30,2,0,1,2570,0.53,5,0,2011
114,,,,,bg,Martin Petrov,"MF,FW",32,,,,,,,,,,,Bolton Wanderers,4,0.35,4,4,0.21,0.14,83,30,1,0.04,0.74,0.0,31,1,0,6,2566,0.14,21,4,2011
115,,,,,eng,Rio Ferdinand,DF,32,,,,,,,,,,,Manchester United,0,0.0,9,0,0.0,0.0,85,29,1,0.14,0.04,0.0,30,4,0,0,2562,0.32,1,0,2011
116,,,,,uy,Luis Suárez,FW,24,,,,,,,,,,,Liverpool,0,0.5,44,11,0.5,0.39,82,29,2,0.18,1.49,0.39,31,5,0,3,2544,1.56,42,1,2011
117,,,,,nl,John Heitinga,"DF,MF",27,,,,,,,,,,,Everton,0,0.04,34,1,0.04,0.04,85,29,1,0.14,0.14,0.04,30,4,0,0,2538,1.21,4,0,2011
118,,,,,ie,Richard Dunne,DF,31,,,,,,,,,,,Aston Villa,0,0.04,35,1,0.04,0.04,90,28,0,0.25,0.14,0.04,28,7,0,0,2519,1.25,4,0,2011
