,pens_made,goals_assists_per90,position,fouls,goals,player,goals_assists_pens_per90,squad,goals_per90,minutes_per_game,games_starts,games_subs,cards_per90,shots_on_target_per90,goals_pens_per90,games,cards_yellow,cards_red,nationality,assists,minutes,fouls_per90,age,shots_on_target,pens_att
160,0,0.48,"MF,FW",26,4,Kevin Mirallas,0.48,Everton,0.17,59,23,12,0.09,1.00,0.17,35,2,0,be BEL,7,"2,074",1.13,28,23,0
161,0,0.04,DF,18,1,Maya Yoshida,0.04,Southampton,0.04,90,23,0,0.09,0.26,0.04,23,2,0,jp JPN,0,"2,070",0.78,27,6,0
162,2,0.57,FW,24,10,Sam Vokes,0.48,Burnley,0.44,56,21,16,0.00,1.00,0.35,37,0,0,wal WAL,3,"2,064",1.05,26,23,2
163,0,0.87,"FW,MF",10,14,Son Heung-min,0.87,Tottenham Hotspur,0.61,61,23,11,0.09,1.44,0.61,34,2,0,kr KOR,6,"2,062",0.44,24,33,0
164,0,0.00,DF,28,0,Eric Bailly,0.00,Manchester United,0.00,82,24,1,0.17,0.04,0.00,25,4,0,ci CIV,0,"2,058",1.22,22,1,0
165,0,0.09,MF,43,1,Mousa Dembélé,0.09,Tottenham Hotspur,0.04,69,24,6,0.22,0.13,0.04,30,5,0,be BEL,1,"2,056",1.88,29,3,0
166,0,0.09,"MF,DF",29,0,Valon Behrami,0.09,Watford,0.00,75,26,1,0.31,0.00,0.00,27,7,0,ch SUI,2,"2,030",1.29,31,0,0
167,1,0.04,MF,33,1,Tom Huddlestone,0.00,Hull City,0.04,65,23,8,0.27,0.36,0.00,31,5,1,eng ENG,0,"2,026",1.47,29,8,1
168,0,0.09,DF,25,0,Damien Delaney,0.09,Crystal Palace,0.00,67,21,9,0.36,0.04,0.00,30,8,0,ie IRL,2,"2,014",1.12,35,1,0
169,0,0.00,DF,9,0,John Stones,0.00,Manchester City,0.00,75,23,4,0.04,0.09,0.00,27,1,0,eng ENG,0,"2,014",0.40,22,2,0
170,0,0.36,MF,41,5,James McArthur,0.36,Crystal Palace,0.23,69,24,5,0.23,0.27,0.23,29,5,0,sco SCO,3,"1,999",1.85,28,6,0
171,0,0.00,GK,0,0,Eldin Jakupović,0.00,Hull City,0.00,90,22,0,0.00,0.00,0.00,22,0,0,ch SUI,0,"1,980",0.00,31,0,0
172,0,0.00,GK,0,0,Darren Randolph,0.00,West Ham United,0.00,90,22,0,0.05,0.00,0.00,22,1,0,ie IRL,0,"1,980",0.00,29,0,0
173,0,0.14,"DF,MF",11,3,James Tomkins,0.14,Crystal Palace,0.14,82,23,1,0.18,0.18,0.14,24,4,0,eng ENG,0,"1,974",0.50,27,4,0
174,0,0.00,GK,0,0,Claudio Bravo,0.00,Manchester City,0.00,90,22,0,0.00,0.00,0.00,22,0,0,cl CHI,0,"1,968",0.00,33,0,0
175,0,0.09,"DF,MF",29,0,George Friend,0.09,Middlesbrough,0.00,82,20,4,0.18,0.05,0.00,24,4,0,eng ENG,2,"1,964",1.33,28,1,0
176,0,0.00,DF,12,0,Glen Johnson,0.00,Stoke City,0.00,85,21,2,0.05,0.14,0.00,23,1,0,eng ENG,0,"1,957",0.55,31,3,0
177,2,0.23,MF,27,5,Yaya Touré,0.14,Manchester City,0.23,78,22,3,0.19,0.70,0.14,25,4,0,ci CIV,0,"1,941",1.25,33,15,2
178,0,0.19,"FW,MF",28,3,Wayne Routledge,0.19,Swansea City,0.14,71,24,3,0.05,0.42,0.14,27,1,0,eng ENG,1,"1,922",1.31,31,9,0
179,0,0.56,"MF,FW",15,10,Theo Walcott,0.56,Arsenal,0.47,68,23,5,0.05,1.36,0.47,28,1,0,eng ENG,2,"1,916",0.70,27,29,1
180,0,0.38,MF,27,4,James Ward-Prowse,0.38,Southampton,0.19,63,22,8,0.19,0.86,0.19,30,4,0,eng ENG,4,"1,883",1.29,21,18,0
181,0,0.00,DF,18,0,Jason Denayer,0.00,Sunderland,0.00,78,22,2,0.10,0.10,0.00,24,2,0,be BEL,0,"1,877",0.86,21,2,0
182,0,0.05,DF,18,1,Virgil van Dijk,0.05,Southampton,0.05,88,21,0,0.24,0.24,0.05,21,4,1,nl NED,0,"1,853",0.87,25,5,0
183,0,0.00,DF,29,0,Fábio,0.00,Middlesbrough,0.00,77,21,3,0.39,0.10,0.00,24,8,0,br BRA,0,"1,847",1.41,26,2,0
184,0,0.15,"DF,MF",14,1,Daley Blind,0.15,Manchester United,0.05,80,20,3,0.10,0.10,0.05,23,2,0,nl NED,2,"1,830",0.69,26,2,0
185,0,0.05,MF,16,0,Andrew Surman,0.05,Bournemouth,0.00,82,21,1,0.15,0.10,0.00,22,2,1,eng ENG,1,"1,801",0.80,29,2,0
186,0,0.20,DF,13,3,Scott Dann,0.20,Crystal Palace,0.15,78,19,4,0.10,0.50,0.15,23,2,0,eng ENG,1,"1,797",0.65,29,10,0
187,0,0.35,"MF,FW",14,5,Leroy Sané,0.35,Manchester City,0.25,69,20,6,0.20,0.71,0.25,26,4,0,de GER,2,"1,781",0.71,20,14,0
188,0,0.00,"MF,DF",33,0,Francis Coquelin,0.00,Arsenal,0.00,61,22,7,0.25,0.15,0.00,29,5,0,fr FRA,0,"1,779",1.67,25,3,0
189,2,0.41,FW,54,6,Ashley Barnes,0.30,Burnley,0.30,63,20,8,0.41,0.96,0.20,28,7,1,at AUT,2,"1,773",2.74,26,19,2
190,0,0.15,MF,34,1,Dean Marney,0.15,Burnley,0.05,84,21,0,0.36,0.15,0.05,21,7,0,eng ENG,2,"1,764",1.73,32,3,0
191,0,0.41,MF,18,3,Ryan Fraser,0.41,Bournemouth,0.15,63,19,9,0.15,0.61,0.15,28,3,0,sco SCO,5,"1,764",0.92,22,12,0
192,0,0.10,MF,27,1,Pedro Obiang,0.10,West Ham United,0.05,80,21,1,0.36,0.10,0.05,22,7,0,es ESP,1,"1,763",1.38,24,2,0
193,0,0.00,DF,13,0,Angelo Ogbonna,0.00,West Ham United,0.00,88,20,0,0.10,0.05,0.00,20,2,0,it ITA,0,"1,755",0.67,28,1,0
194,0,0.10,FW,28,2,Fabio Borini,0.10,Sunderland,0.10,73,19,5,0.26,0.72,0.10,24,5,0,it ITA,0,"1,741",1.45,25,14,0
195,0,0.36,"FW,MF",18,5,James Morrison,0.36,West Bromwich Albion,0.26,56,17,14,0.16,0.41,0.26,31,3,0,sco SCO,2,"1,740",0.93,30,8,0
196,0,0.21,DF,13,1,Ben Davies,0.21,Tottenham Hotspur,0.05,76,18,5,0.05,0.21,0.05,23,1,0,wal WAL,3,"1,739",0.67,23,4,0
197,0,0.00,GK,0,0,Joel Robles,0.00,Everton,0.00,87,19,1,0.10,0.00,0.00,20,2,0,es ESP,0,"1,737",0.00,26,0,0
198,0,0.16,DF,13,3,Michael Dawson,0.16,Hull City,0.16,78,19,3,0.21,0.42,0.16,22,4,0,eng ENG,0,"1,722",0.68,32,8,0
199,0,0.32,FW,16,5,Marcus Rashford,0.32,Manchester United,0.26,53,16,16,0.16,0.89,0.26,32,3,0,eng ENG,1,"1,710",0.84,18,17,0
200,0,0.32,MF,16,4,Xherdan Shaqiri,0.32,Stoke City,0.21,81,21,0,0.11,0.53,0.21,21,2,0,ch SUI,2,"1,698",0.85,24,10,0
201,0,0.00,GK,0,0,Maarten Stekelenburg,0.00,Everton,0.00,89,19,0,0.11,0.00,0.00,19,2,0,nl NED,0,"1,683",0.00,33,0,0
202,0,0.11,"MF,DF",28,1,Daniel Amartey,0.11,Leicester City,0.05,70,17,7,0.16,0.27,0.05,24,3,0,gh GHA,1,"1,673",1.51,21,5,0
203,0,0.05,DF,23,1,Marcos Rojo,0.05,Manchester United,0.05,79,18,3,0.27,0.22,0.05,21,5,0,ar ARG,0,"1,663",1.24,26,4,0
204,0,0.11,DF,7,2,James Collins,0.11,West Ham United,0.11,75,19,3,0.16,0.22,0.11,22,3,0,wal WAL,0,"1,655",0.38,32,4,0
205,0,0.11,"DF,MF",17,0,Geoff Cameron,0.11,Stoke City,0.00,86,18,1,0.06,0.28,0.00,19,1,0,us USA,2,"1,629",0.94,31,5,0
206,0,0.11,MF,26,0,Adnan Januzaj,0.11,Sunderland,0.00,65,18,7,0.28,0.39,0.00,25,4,1,be BEL,2,"1,629",1.44,21,7,0
207,0,0.50,MF,30,2,Alex Oxlade-Chamberlain,0.50,Arsenal,0.11,56,16,13,0.06,0.44,0.11,29,1,0,eng ENG,7,"1,628",1.66,22,8,0
208,0,0.17,DF,16,2,Daryl Janmaat,0.17,Watford,0.11,60,18,9,0.11,0.45,0.11,27,2,0,nl NED,1,"1,617",0.89,27,8,0
209,0,0.50,"MF,FW",9,6,Juan Mata,0.50,Manchester United,0.33,65,19,6,0.17,1.17,0.33,25,3,0,es ESP,3,"1,614",0.50,28,21,0
210,0,0.06,MF,41,1,Marouane Fellaini,0.06,Manchester United,0.06,57,18,10,0.56,0.39,0.06,28,9,1,be BEL,0,"1,605",2.30,28,7,0
211,0,0.00,MF,5,0,Michael Carrick,0.00,Manchester United,0.00,70,18,5,0.11,0.00,0.00,23,2,0,eng ENG,0,"1,600",0.28,35,0,0
212,0,0.00,"DF,MF",9,0,Phil Jones,0.00,Manchester United,0.00,88,18,0,0.11,0.06,0.00,18,2,0,eng ENG,0,"1,584",0.51,24,1,0
213,0,0.00,DF,22,0,Papy Djilobodji,0.00,Sunderland,0.00,88,17,1,0.34,0.11,0.00,18,5,1,sn SEN,0,"1,578",1.25,27,2,0
214,0,0.23,FW,27,3,Shinji Okazaki,0.23,Leicester City,0.17,52,21,9,0.06,0.52,0.17,30,1,0,jp JPN,1,"1,565",1.55,30,9,0
215,0,0.52,FW,26,4,Anthony Martial,0.52,Manchester United,0.23,62,18,7,0.12,1.04,0.23,25,2,0,fr FRA,5,"1,554",1.51,20,18,0
216,0,0.29,MF,25,2,Tom Davies,0.29,Everton,0.12,64,18,6,0.23,0.29,0.12,24,4,0,eng ENG,3,"1,544",1.46,18,5,0
217,0,0.06,DF,11,0,Ramiro Funes Mori,0.06,Everton,0.00,67,16,7,0.00,0.12,0.00,23,0,0,ar ARG,1,"1,543",0.64,25,2,0
218,0,0.06,"MF,FW",20,0,Adama Traoré,0.06,Middlesbrough,0.00,57,16,11,0.06,0.12,0.00,27,1,0,es ESP,1,"1,541",1.17,20,2,0
219,0,0.29,"FW,MF",36,2,Gastón Ramírez,0.29,Middlesbrough,0.12,64,20,4,0.58,0.53,0.12,24,9,1,uy URU,3,"1,540",2.10,25,9,0
220,1,0.58,"MF,FW",23,5,Wayne Rooney,0.53,Manchester United,0.29,62,15,10,0.47,1.05,0.23,25,8,0,eng ENG,5,"1,539",1.35,30,18,1
221,0,0.59,MF,12,8,Willian,0.59,Chelsea,0.47,45,15,19,0.18,0.88,0.47,34,3,0,br BRA,2,"1,534",0.70,27,15,0
222,0,0.24,"MF,DF",29,2,Danny Rose,0.24,Tottenham Hotspur,0.12,85,18,0,0.47,0.29,0.12,18,8,0,eng ENG,2,"1,530",1.71,26,5,0
223,0,0.18,DF,26,2,Wilfred Ndidi,0.18,Leicester City,0.12,90,17,0,0.00,0.41,0.12,17,0,0,ng NGA,1,"1,521",1.54,19,7,0
224,1,0.24,MF,41,1,Charlie Adam,0.18,Stoke City,0.06,63,17,7,0.42,0.65,0.00,24,7,0,sco SCO,3,"1,517",2.43,30,11,1
225,0,0.00,DF,19,0,Gabriel Paulista,0.00,Arsenal,0.00,80,15,4,0.36,0.12,0.00,19,6,0,br BRA,0,"1,517",1.13,25,2,0
226,0,0.48,"FW,MF",7,2,Dimitri Payet,0.48,West Ham United,0.12,84,17,1,0.12,0.89,0.12,18,2,0,fr FRA,6,"1,511",0.42,29,15,0
227,0,0.06,"DF,MF",23,0,Jack Rodwell,0.06,Sunderland,0.00,75,17,3,0.24,0.30,0.00,20,4,0,eng ENG,1,"1,492",1.39,25,5,0
228,0,0.18,MF,30,1,James McClean,0.18,West Bromwich Albion,0.06,43,13,21,0.55,0.79,0.06,34,9,0,ie IRL,2,"1,477",1.83,27,13,0
229,0,0.00,DF,15,0,Jack Stephens,0.00,Southampton,0.00,87,15,2,0.06,0.00,0.00,17,1,0,eng ENG,0,"1,471",0.92,22,0,0
230,0,0.06,MF,30,0,Seb Larsson,0.06,Sunderland,0.00,70,17,4,0.31,0.18,0.00,21,4,1,se SWE,1,"1,469",1.84,31,3,0
231,0,0.61,"FW,MF",22,7,Divock Origi,0.61,Liverpool,0.43,43,14,20,0.00,0.92,0.43,34,0,0,be BEL,3,"1,468",1.35,21,15,0
232,2,0.74,MF,8,7,Junior Stanislas,0.61,Bournemouth,0.43,70,18,3,0.06,1.10,0.31,21,1,0,eng ENG,5,"1,467",0.49,26,18,2
233,0,0.55,FW,22,6,Benik Afobe,0.55,Bournemouth,0.37,47,14,17,0.06,1.11,0.37,31,1,0,eng ENG,3,"1,461",1.36,23,18,1
234,0,0.43,FW,7,3,Alex Iwobi,0.43,Arsenal,0.19,56,18,8,0.06,0.68,0.19,26,1,0,ng NGA,4,"1,456",0.43,20,11,0
235,0,0.00,GK,0,0,Willy Caballero,0.00,Manchester City,0.00,85,16,1,0.00,0.00,0.00,17,0,0,ar ARG,0,"1,452",0.00,34,0,0
236,0,0.06,MF,18,1,Andy King,0.06,Leicester City,0.06,63,15,8,0.25,0.44,0.06,23,4,0,wal WAL,0,"1,446",1.12,27,7,0
237,0,0.12,MF,16,0,Tom Cleverley,0.12,Watford,0.00,85,16,1,0.19,0.19,0.00,17,3,0,eng ENG,2,"1,441",1.00,26,3,0
238,0,0.00,GK,0,0,David Marshall,0.00,Hull City,0.00,90,16,0,0.00,0.00,0.00,16,0,0,sco SCO,0,"1,440",0.00,31,0,0
239,0,0.00,GK,0,0,Adrián,0.00,West Ham United,0.00,90,16,0,0.06,0.00,0.00,16,1,0,es ESP,0,"1,440",0.00,29,0,0
240,0,0.56,"MF,FW",13,6,André Ayew,0.56,West Ham United,0.38,58,16,9,0.06,0.81,0.38,25,1,0,gh GHA,3,"1,438",0.81,26,13,0
241,0,0.06,DF,14,1,Javier Manquillo,0.06,Sunderland,0.06,72,15,5,0.13,0.06,0.06,20,2,0,es ESP,0,"1,430",0.88,22,1,0
242,0,0.44,FW,18,4,Abel Hernández,0.44,Hull City,0.25,59,16,8,0.00,1.14,0.25,24,0,0,uy URU,3,"1,425",1.14,25,18,0
243,3,0.38,FW,29,6,Callum Wilson,0.19,Bournemouth,0.38,71,16,4,0.00,0.76,0.19,20,0,0,eng ENG,0,"1,423",1.83,24,12,3
244,0,0.00,DF,15,0,Ragnar Klavan,0.00,Liverpool,0.00,71,15,5,0.19,0.13,0.00,20,3,0,ee EST,0,"1,410",0.96,30,2,0
245,0,0.00,DF,26,0,Jordi Amat,0.00,Swansea City,0.00,83,15,2,0.32,0.19,0.00,17,5,0,es ESP,0,"1,409",1.66,24,3,0
246,0,0.00,DF,11,0,José Fonte,0.00,West Ham United,0.00,88,16,0,0.13,0.13,0.00,16,2,0,pt POR,0,"1,404",0.71,32,2,0
247,0,0.19,MF,13,1,Tom Carroll,0.19,Swansea City,0.06,82,16,1,0.06,0.19,0.06,17,1,0,eng ENG,2,"1,387",0.84,24,3,0
248,0,0.19,FW,28,1,Mame Biram Diouf,0.19,Stoke City,0.06,51,15,12,0.19,0.26,0.06,27,3,0,sn SEN,2,"1,385",1.82,28,4,0
249,0,0.07,DF,13,0,Mason Holgate,0.07,Everton,0.00,76,16,2,0.13,0.20,0.00,18,2,0,eng ENG,1,"1,372",0.85,19,3,0
250,0,0.13,"DF,MF",26,2,Dan Gosling,0.13,Bournemouth,0.13,51,14,13,0.40,0.26,0.13,27,6,0,eng ENG,0,"1,366",1.71,26,4,0
251,0,0.07,MF,12,1,Abdoulaye Doucouré,0.07,Watford,0.07,68,14,6,0.26,0.60,0.07,20,4,0,fr FRA,0,"1,361",0.79,23,9,0
252,0,0.13,"FW,MF",26,1,Jesse Lingard,0.13,Manchester United,0.07,54,18,7,0.20,0.86,0.07,25,3,0,eng ENG,1,"1,360",1.72,23,13,0
253,0,0.27,FW,21,4,Cristhian Stuani,0.27,Middlesbrough,0.27,59,16,7,0.27,0.66,0.27,23,4,0,uy URU,0,"1,354",1.40,29,10,0
254,0,0.33,"FW,MF",19,4,Henrikh Mkhitaryan,0.33,Manchester United,0.27,56,15,9,0.07,1.07,0.27,24,1,0,am ARM,1,"1,348",1.27,27,16,0
255,0,0.07,DF,3,0,Bacary Sagna,0.07,Manchester City,0.00,79,14,3,0.13,0.00,0.00,17,2,0,fr FRA,1,"1,346",0.20,33,0,0
256,0,0.60,FW,26,7,Peter Crouch,0.60,Stoke City,0.47,50,13,14,0.20,1.07,0.47,27,3,0,eng ENG,2,"1,343",1.74,35,16,0
257,0,1.14,"MF,FW",23,5,Cesc Fàbregas,1.14,Chelsea,0.34,46,13,16,0.54,0.60,0.34,29,8,0,es ESP,12,"1,339",1.55,29,9,0
258,0,0.00,DF,19,0,Matteo Darmian,0.00,Manchester United,0.00,74,15,3,0.20,0.00,0.00,18,3,0,it ITA,0,"1,333",1.28,26,0,0
259,0,0.27,DF,12,2,Andrea Ranocchia,0.27,Hull City,0.14,83,15,1,0.14,0.27,0.14,16,2,0,it ITA,2,"1,330",0.81,28,4,0
260,0,0.27,"FW,MF",7,2,Marc Pugh,0.27,Bournemouth,0.14,63,16,5,0.07,0.41,0.14,21,1,0,eng ENG,2,"1,328",0.47,29,6,0
261,0,0.34,FW,27,3,Shane Long,0.34,Southampton,0.20,41,10,22,0.14,1.02,0.20,32,2,0,ie IRL,2,"1,321",1.84,29,15,1
262,0,0.55,FW,25,7,Andy Carroll,0.55,West Ham United,0.48,73,15,3,0.21,0.96,0.48,18,3,0,eng ENG,1,"1,311",1.72,27,14,0
263,1,0.41,"FW,MF",13,4,Jonathan Walters,0.35,Stoke City,0.28,57,13,10,0.07,0.83,0.21,23,1,0,ie IRL,2,"1,304",0.90,32,12,1
264,0,0.00,MF,17,0,Pierre Højbjerg,0.00,Southampton,0.00,59,14,8,0.14,0.28,0.00,22,2,0,dk DEN,0,"1,301",1.18,20,4,0
265,0,0.00,MF,17,0,Jake Livermore,0.00,West Bromwich Albion,0.00,81,15,1,0.14,0.00,0.00,16,2,0,eng ENG,0,"1,301",1.18,26,0,0
266,0,0.07,FW,18,1,Odion Ighalo,0.07,Watford,0.07,72,14,4,0.07,0.70,0.07,18,1,0,ng NGA,0,"1,291",1.25,27,10,0
267,0,0.07,MF,18,0,Ki Sung-yueng,0.07,Swansea City,0.00,56,13,10,0.21,0.07,0.00,23,3,0,kr KOR,1,"1,291",1.25,27,1,0
268,1,0.77,FW,27,7,Islam Slimani,0.70,Leicester City,0.49,56,13,10,0.07,0.91,0.42,23,1,0,dz ALG,4,"1,281",1.90,28,13,1
269,0,0.07,"MF,DF",36,1,Alfred N'Diaye,0.07,Hull City,0.07,85,15,0,0.49,0.21,0.07,15,7,0,sn SEN,0,"1,273",2.55,26,3,0
270,0,0.14,"MF,DF",12,2,Martin Olsson,0.14,Swansea City,0.14,84,14,1,0.14,0.29,0.14,15,2,0,se SWE,0,"1,252",0.86,28,4,0
271,0,0.07,"DF,MF",20,0,Sam Byram,0.07,West Ham United,0.00,69,13,5,0.50,0.00,0.00,18,6,1,eng ENG,1,"1,249",1.44,22,0,0
272,0,0.29,"MF,FW",24,2,M'Baye Niang,0.29,Watford,0.14,78,15,1,0.14,0.94,0.14,16,2,0,sn SEN,2,"1,246",1.73,21,13,0
273,0,0.36,MF,15,1,Aaron Ramsey,0.36,Arsenal,0.07,54,13,10,0.22,0.87,0.07,23,3,0,wal WAL,4,"1,236",1.09,25,12,0
274,2,0.22,MF,27,2,Luka Milivojević,0.07,Crystal Palace,0.15,87,14,0,0.29,0.29,0.00,14,4,0,rs SRB,1,"1,224",1.99,25,4,2
275,0,0.22,FW,25,3,Victor Anichebe,0.22,Sunderland,0.22,68,14,4,0.15,0.66,0.22,18,2,0,ng NGA,0,"1,219",1.85,28,9,0
276,0,0.07,DF,8,1,Chris Smalling,0.07,Manchester United,0.07,68,13,5,0.00,0.07,0.07,18,0,0,eng ENG,0,"1,217",0.59,26,1,0
277,0,1.12,FW,21,12,Olivier Giroud,1.12,Arsenal,0.90,42,11,18,0.15,1.49,0.90,29,2,0,fr FRA,3,"1,206",1.57,29,20,0
278,0,0.15,FW,20,2,Adama Diomande,0.15,Hull City,0.15,53,13,9,0.08,0.46,0.15,22,1,0,no NOR,0,"1,171",1.54,26,6,0
279,0,0.00,DF,25,0,Phil Bardsley,0.00,Stoke City,0.00,78,14,1,0.46,0.15,0.00,15,5,1,sco SCO,0,"1,168",1.93,31,2,0
280,0,0.00,MF,6,0,Leon Britton,0.00,Swansea City,0.00,73,16,0,0.23,0.00,0.00,16,3,0,eng ENG,0,"1,163",0.46,33,0,0
281,0,0.08,DF,13,0,Craig Cathcart,0.08,Watford,0.00,78,13,2,0.23,0.08,0.00,15,3,0,nir NIR,1,"1,162",1.01,27,1,0
282,0,0.16,MF,9,1,Joe Ledley,0.16,Crystal Palace,0.08,64,13,5,0.08,0.08,0.08,18,1,0,wal WAL,1,"1,160",0.70,29,1,0
283,0,0.16,FW,13,0,Modou Barrow,0.16,Swansea City,0.00,64,12,6,0.08,0.24,0.00,18,1,0,gm GAM,2,"1,145",1.02,23,3,0
284,0,0.24,MF,12,0,Kamil Grosicki,0.24,Hull City,0.00,76,12,3,0.08,0.55,0.00,15,1,0,pl POL,3,"1,143",0.94,28,7,0
285,0,0.16,MF,18,0,Lucas Leiva,0.16,Liverpool,0.00,46,12,12,0.32,0.08,0.00,24,4,0,br BRA,2,"1,112",1.46,29,1,0
286,0,0.08,MF,20,1,Joey Barton,0.08,Burnley,0.08,79,12,2,0.33,0.24,0.08,14,4,0,eng ENG,0,"1,105",1.63,33,3,0
287,0,0.16,MF,25,1,Sofiane Boufal,0.16,Southampton,0.08,46,12,12,0.41,0.57,0.08,24,5,0,ma MAR,1,"1,104",2.04,22,7,0
288,0,0.41,"FW,MF",16,4,Oumar Niasse,0.41,Hull City,0.33,65,12,5,0.33,0.66,0.33,17,3,1,sn SEN,1,"1,097",1.31,26,8,0
289,0,0.34,MF,14,1,Steven Defour,0.34,Burnley,0.08,51,16,5,0.08,0.51,0.08,21,1,0,be BEL,3,"1,068",1.18,28,6,0
290,0,0.08,MF,7,0,Jesús Navas,0.08,Manchester City,0.00,44,12,12,0.17,0.17,0.00,24,2,0,es ESP,1,"1,064",0.59,30,2,0
291,0,0.00,"MF,FW",7,0,Jordon Ibe,0.00,Bournemouth,0.00,42,13,12,0.00,0.09,0.00,25,0,0,eng ENG,0,"1,055",0.60,20,1,0
292,0,0.34,MF,12,1,Demarai Gray,0.34,Leicester City,0.09,35,9,21,0.17,0.69,0.09,30,2,0,eng ENG,3,"1,049",1.03,20,8,0
293,0,0.43,MF,11,3,Sofiane Feghouli,0.43,West Ham United,0.26,50,11,10,0.17,0.61,0.26,21,1,1,dz ALG,2,"1,041",0.95,26,7,0
294,0,0.35,MF,8,2,Roberto Pereyra,0.35,Watford,0.17,80,12,1,0.26,0.35,0.17,13,2,1,ar ARG,2,"1,037",0.69,25,4,0
295,0,0.09,DF,3,0,Stephen Kingsley,0.09,Swansea City,0.00,80,12,1,0.00,0.09,0.00,13,0,0,sco SCO,1,"1,036",0.26,22,1,0
296,0,0.17,DF,14,1,Pablo Zabaleta,0.17,Manchester City,0.09,55,11,8,0.17,0.17,0.09,19,2,0,ar ARG,1,"1,036",1.22,31,2,0
297,0,0.18,"FW,MF",10,0,Duncan Watmore,0.18,Sunderland,0.00,73,11,3,0.09,0.35,0.00,14,1,0,eng ENG,2,"1,024",0.88,22,4,0
298,0,0.18,MF,15,1,Jordy Clasie,0.18,Southampton,0.09,64,12,4,0.26,0.26,0.09,16,3,0,nl NED,1,"1,021",1.32,25,3,0
299,0,0.18,"MF,FW",17,2,Lazar Marković,0.18,Hull City,0.18,84,12,0,0.36,0.45,0.18,12,4,0,rs SRB,0,"1,005",1.52,22,5,0
300,0,0.09,MF,16,0,Edimilson Fernandes,0.09,West Ham United,0.00,36,8,20,0.36,0.36,0.00,28,4,0,"ch SUI,pt POR",1,"1,001",1.44,20,4,0
301,0,0.27,"MF,FW",3,1,Jóhann Berg Guðmundsson,0.27,Burnley,0.09,50,10,10,0.09,0.72,0.09,20,1,0,is ISL,2,998,0.27,25,8,0
302,0,0.00,DF,17,0,Bernardo Espinosa,0.00,Middlesbrough,0.00,89,10,1,0.18,0.09,0.00,11,2,0,"co COL,es ESP",0,975,1.57,27,1,0
303,0,0.09,DF,16,0,Arthur Masuaku,0.09,West Ham United,0.00,75,11,2,0.09,0.09,0.00,13,1,0,fr FRA,1,972,1.48,22,1,0
304,0,0.19,MF,9,1,David Meyler,0.19,Hull City,0.09,48,9,11,0.19,0.28,0.09,20,2,0,ie IRL,1,962,0.84,27,3,0
305,0,0.47,FW,29,4,Stefano Okaka,0.47,Watford,0.38,50,10,9,0.47,1.13,0.38,19,5,0,it ITA,1,958,2.72,26,12,0
306,0,0.09,"MF,DF",11,0,Håvard Nordtveit,0.09,West Ham United,0.00,60,11,5,0.19,0.09,0.00,16,2,0,no NOR,1,957,1.03,26,1,0
307,2,0.67,FW,14,6,Charlie Austin,0.48,Southampton,0.58,62,11,4,0.10,1.64,0.39,15,1,0,eng ENG,1,934,1.35,27,17,2
308,0,0.19,MF,10,1,Ryan Mason,0.19,Hull City,0.10,58,11,5,0.39,0.39,0.10,16,4,0,eng ENG,1,927,0.97,25,4,0
309,0,0.00,DF,13,0,Neil Taylor,0.00,Swansea City,0.00,84,11,0,0.10,0.00,0.00,11,1,0,wal WAL,0,920,1.27,27,0,0
310,0,0.10,DF,15,1,Daniel Ayala,0.10,Middlesbrough,0.10,66,11,3,0.29,0.39,0.10,14,3,0,es ESP,0,918,1.47,25,4,0
311,0,0.00,DF,15,0,Yohan Benalouane,0.00,Leicester City,0.00,83,11,0,0.39,0.10,0.00,11,4,0,tn TUN,0,917,1.47,29,1,0
312,0,0.20,MF,21,0,Moussa Sissoko,0.20,Tottenham Hotspur,0.00,36,8,17,0.30,0.30,0.00,25,3,0,fr FRA,2,911,2.07,26,3,0
313,0,0.00,GK,0,0,Loris Karius,0.00,Liverpool,0.00,90,10,0,0.00,0.00,0.00,10,0,0,de GER,0,900,0.00,23,0,0
314,0,0.00,GK,0,0,Brad Guzan,0.00,Middlesbrough,0.00,90,10,0,0.00,0.00,0.00,10,0,0,us USA,0,900,0.00,31,0,0
315,0,0.71,FW,15,5,Jay Rodriguez,0.71,Southampton,0.50,37,9,15,0.00,1.61,0.50,24,0,0,eng ENG,2,892,1.51,27,16,0
316,0,0.31,FW,18,1,Jordan Ayew,0.31,Swansea City,0.10,62,9,5,0.10,0.62,0.10,14,1,0,gh GHA,2,866,1.87,24,6,0
317,0,0.11,MF,10,0,Ramadan Sobhi,0.11,Stoke City,0.00,50,8,9,0.21,0.11,0.00,17,2,0,eg EGY,1,854,1.05,19,1,0
318,0,0.11,"FW,MF",20,1,Wahbi Khazri,0.11,Sunderland,0.11,40,7,14,0.64,1.06,0.11,21,6,0,tn TUN,0,849,2.12,25,10,0
319,1,0.43,FW,31,2,Vincent Janssen,0.32,Tottenham Hotspur,0.21,31,7,20,0.00,1.49,0.11,27,0,0,nl NED,2,845,3.30,22,14,1
320,0,0.21,"MF,FW",14,0,Robert Snodgrass,0.21,West Ham United,0.00,56,8,7,0.00,0.21,0.00,15,0,0,sco SCO,2,838,1.50,28,2,0
321,0,0.11,DF,10,1,Àngel Rangel,0.11,Swansea City,0.11,46,8,10,0.11,0.32,0.11,18,1,0,es ESP,0,831,1.08,33,3,0
