,games_starts_gk,losses,minutes_per_game_gk,save_perc,nationality,player,position,age,clean_sheets_perc,wins,goals_against_per90,games_subs_gk,goals_against,shots_on_target_against,games_gk,clean_sheets,minutes_gk,draws,squad,pens_made,goals_assists_per90,fouls,goals,goals_assists_pens_per90,goals_per90,minutes_per_game_pl,games_starts_pl,games_subs_pl,cards_per90,shots_on_target_per90,goals_pens_per90,games_pl,cards_yellow,cards_red,assists,minutes_pl,fouls_per90,shots_on_target,pens_att,season
10,34.0,14.0,90.0,0.7040000000000001,au,Mark Schwarzer,GK,34.0,23.5,9.0,1.38,0.0,47.0,159.0,34.0,8.0,3060.0,11.0,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,90.0,34.0,0.0,0.06,0.0,0.0,34.0,2.0,0.0,0.0,3060.0,0.0,0.0,0.0,2007
11,29.0,2.0,90.0,0.7979999999999999,es,Manuel Almunia,GK,30.0,37.9,17.0,0.83,0.0,24.0,119.0,29.0,11.0,2610.0,10.0,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,90.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2610.0,0.0,0.0,0.0,2007
12,29.0,4.0,88.0,0.841,nl,Edwin van der Sar,GK,36.0,51.7,19.0,0.63,0.0,18.0,113.0,29.0,15.0,2565.0,5.0,Manchester United,0.0,0.0,0.0,0.0,0.0,0.0,88.0,29.0,0.0,0.07,0.0,0.0,29.0,2.0,0.0,0.0,2565.0,0.0,0.0,0.0,2007
13,28.0,15.0,90.0,0.718,fi,Jussi Jääskeläinen,GK,32.0,28.6,6.0,1.5,0.0,42.0,149.0,28.0,8.0,2520.0,7.0,Bolton Wanderers,0.0,0.0,0.0,0.0,0.0,0.0,90.0,28.0,0.0,0.04,0.0,0.0,28.0,1.0,0.0,0.0,2520.0,0.0,0.0,0.0,2007
14,26.0,9.0,90.0,0.7859999999999999,eng,Joe Hart,GK,20.0,26.9,9.0,1.31,0.0,34.0,159.0,26.0,7.0,2340.0,8.0,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,90.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2340.0,0.0,0.0,0.0,2007
15,26.0,3.0,89.0,0.833,cz,Petr Čech,GK,25.0,57.7,15.0,0.66,0.0,17.0,102.0,26.0,15.0,2313.0,8.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,89.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2313.0,0.0,0.0,0.0,2007
16,25.0,10.0,90.0,0.654,eng,Paul Robinson,GK,27.0,20.0,8.0,1.88,0.0,47.0,136.0,25.0,5.0,2250.0,7.0,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0,0.0,90.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,2007
17,22.0,11.0,90.0,0.723,fi,Antti Niemi,GK,35.0,9.1,2.0,1.77,0.0,39.0,141.0,22.0,2.0,1980.0,9.0,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,90.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1980.0,0.0,0.0,0.0,2007
18,19.0,6.0,85.0,0.759,eng,Steve Harper,GK,32.0,31.6,7.0,1.41,2.0,28.0,116.0,21.0,6.0,1792.0,7.0,Newcastle United,0.0,0.0,0.0,0.0,0.0,0.0,85.0,19.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1792.0,0.0,0.0,0.0,2007
19,19.0,11.0,86.0,0.736,ie,Shay Given,GK,31.0,10.5,4.0,2.05,0.0,37.0,140.0,19.0,2.0,1628.0,3.0,Newcastle United,0.0,0.0,0.0,0.0,0.0,0.0,86.0,19.0,0.0,0.11,0.0,0.0,19.0,2.0,0.0,0.0,1628.0,0.0,0.0,0.0,2007
20,18.0,13.0,90.0,0.647,eng,Stephen Bywater,GK,26.0,11.1,1.0,2.28,0.0,41.0,116.0,18.0,2.0,1620.0,4.0,Derby County,0.0,0.0,0.0,0.0,0.0,0.0,90.0,18.0,0.0,0.06,0.0,0.0,18.0,1.0,0.0,0.0,1620.0,0.0,0.0,0.0,2007
21,14.0,11.0,90.0,0.667,nir,Roy Carroll,GK,29.0,7.1,0.0,2.71,0.0,38.0,114.0,14.0,1.0,1260.0,3.0,Derby County,0.0,0.0,0.0,0.0,0.0,0.0,90.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,2007
22,13.0,4.0,90.0,0.8,cz,Radek Černý,GK,33.0,30.8,3.0,1.08,0.0,14.0,70.0,13.0,4.0,1170.0,6.0,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0,0.0,90.0,13.0,0.0,0.08,0.0,0.0,13.0,1.0,0.0,0.0,1170.0,0.0,0.0,0.0,2007
23,13.0,5.0,90.0,0.746,us,Kasey Keller,GK,37.0,38.5,5.0,1.23,0.0,16.0,63.0,13.0,5.0,1170.0,3.0,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,90.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1170.0,0.0,0.0,0.0,2007
24,10.0,4.0,90.0,0.7929999999999999,om,Ali Al-Habsi,GK,25.0,40.0,3.0,1.2,0.0,12.0,58.0,10.0,4.0,900.0,3.0,Bolton Wanderers,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,2007
25,10.0,0.0,90.0,0.8,it,Carlo Cudicini,GK,33.0,60.0,8.0,0.7,0.0,7.0,35.0,10.0,6.0,900.0,2.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,2007
26,8.0,1.0,85.0,0.879,pl,Tomasz Kuszczak,GK,25.0,62.5,7.0,0.47,1.0,4.0,33.0,9.0,5.0,765.0,1.0,Manchester United,0.0,0.0,0.0,0.0,0.0,0.0,85.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,2007
27,7.0,2.0,90.0,0.8390000000000001,dk,Kasper Schmeichel,GK,20.0,57.1,4.0,0.71,0.0,5.0,31.0,7.0,4.0,630.0,1.0,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,90.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,2007
28,6.0,1.0,80.0,0.8079999999999999,de,Jens Lehmann,GK,37.0,33.3,5.0,0.8,1.0,5.0,26.0,7.0,2.0,562.0,1.0,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,1.0,0.16,0.0,0.0,7.0,1.0,0.0,0.0,562.0,0.0,0.0,0.0,2007
29,6.0,5.0,90.0,0.6970000000000001,wal,Lewis Price,GK,23.0,0.0,0.0,1.67,0.0,10.0,33.0,6.0,0.0,540.0,1.0,Derby County,0.0,0.0,0.0,0.0,0.0,0.0,90.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,2007
30,5.0,2.0,90.0,0.5479999999999999,se,Andreas Isaksson,GK,25.0,0.0,2.0,2.8,0.0,14.0,31.0,5.0,0.0,450.0,1.0,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,90.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,2007
31,3.0,2.0,74.0,0.643,eng,Stuart Taylor,GK,26.0,0.0,0.0,1.53,1.0,5.0,14.0,4.0,0.0,294.0,2.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,2007
32,3.0,3.0,90.0,0.6920000000000001,eng,Jamie Ashdown,GK,26.0,0.0,0.0,1.33,0.0,4.0,13.0,3.0,0.0,270.0,0.0,Portsmouth,0.0,0.0,0.0,0.0,0.0,0.0,90.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,2007
33,3.0,1.0,90.0,0.7859999999999999,wal,Darren Ward,GK,33.0,33.3,1.0,1.0,0.0,3.0,14.0,3.0,1.0,270.0,1.0,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,90.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,2007
34,3.0,1.0,90.0,0.857,eng,Ross Turnbull,GK,22.0,0.0,1.0,1.0,0.0,3.0,21.0,3.0,0.0,270.0,1.0,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,90.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,2007
35,3.0,2.0,90.0,0.8079999999999999,tt,Tony Warner,GK,33.0,0.0,1.0,1.67,0.0,5.0,26.0,3.0,0.0,270.0,0.0,Fulham,,,,,,,,,,,,,,,,,,,,,2007
36,3.0,2.0,90.0,0.625,ie,Colin Doyle,GK,22.0,0.0,0.0,2.0,0.0,6.0,16.0,3.0,0.0,270.0,1.0,Birmingham City,0.0,0.0,0.0,0.0,0.0,0.0,90.0,3.0,0.0,0.33,0.0,0.0,3.0,1.0,0.0,0.0,270.0,0.0,0.0,0.0,2007
37,3.0,0.0,83.0,0.8,pl,Łukasz Fabiański,GK,22.0,66.7,2.0,0.73,0.0,2.0,10.0,3.0,2.0,248.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,83.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,2007
38,2.0,0.0,69.0,0.6,pt,Henrique Hilário,GK,31.0,0.0,2.0,0.87,1.0,2.0,5.0,3.0,0.0,207.0,0.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,2007
39,2.0,2.0,90.0,0.5710000000000001,de,Stefan Wessels,GK,28.0,0.0,0.0,1.5,0.0,3.0,7.0,2.0,0.0,180.0,0.0,Everton,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,2007
40,1.0,1.0,90.0,0.7140000000000001,gh,Richard Kingson,GK,29.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,0.0,90.0,0.0,Birmingham City,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2007
41,1.0,1.0,90.0,0.8,hu,Márton Fülöp,GK,24.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,90.0,0.0,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2007
42,1.0,1.0,90.0,0.5,eng,Mike Pollitt,GK,35.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,90.0,0.0,Wigan Athletic,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2007
43,1.0,0.0,90.0,1.0,eng,Ben Foster,GK,24.0,100.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,90.0,0.0,Manchester United,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2007
44,1.0,1.0,90.0,0.25,au,Brad Jones,GK,25.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,0.0,90.0,0.0,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2007
45,,,,,ie,Stephen Kelly,DF,23.0,,,,,,,,,,,Birmingham City,0.0,0.0,29.0,0.0,0.0,0.0,90.0,38.0,0.0,0.08,0.03,0.0,38.0,3.0,0.0,0.0,3420.0,0.76,1.0,0.0,2007
46,,,,,eng,Stewart Downing,MF,23.0,,,,,,,,,,,Middlesbrough,2.0,0.4,18.0,9.0,0.34,0.24,90.0,38.0,0.0,0.08,0.87,0.18,38.0,3.0,0.0,6.0,3415.0,0.47,33.0,2.0,2007
47,,,,,eng,Joleon Lescott,DF,24.0,,,,,,,,,,,Everton,0.0,0.24,40.0,8.0,0.24,0.21,89.0,37.0,1.0,0.08,0.35,0.21,38.0,3.0,0.0,1.0,3375.0,1.07,13.0,0.0,2007
48,,,,,dk,Martin Laursen,DF,30.0,,,,,,,,,,,Aston Villa,0.0,0.21,31.0,6.0,0.21,0.16,89.0,38.0,0.0,0.03,0.32,0.16,38.0,1.0,0.0,2.0,3368.0,0.83,12.0,0.0,2007
49,,,,,eng,James Harper,MF,26.0,,,,,,,,,,,Reading,0.0,0.19,34.0,6.0,0.19,0.16,88.0,38.0,0.0,0.03,0.51,0.16,38.0,1.0,0.0,1.0,3347.0,0.91,19.0,0.0,2007
50,,,,,fr,Gaël Clichy,DF,22.0,,,,,,,,,,,Arsenal,0.0,0.11,37.0,0.0,0.11,0.0,88.0,37.0,1.0,0.14,0.08,0.0,38.0,5.0,0.0,4.0,3330.0,1.0,3.0,0.0,2007
51,,,,,eng,David Bentley,MF,22.0,,,,,,,,,,,Blackburn Rovers,0.0,0.41,58.0,6.0,0.41,0.16,90.0,37.0,0.0,0.22,1.36,0.16,37.0,8.0,0.0,9.0,3320.0,1.57,50.0,0.0,2007
52,,,,,eng,Gareth Barry,MF,26.0,,,,,,,,,,,Aston Villa,5.0,0.52,77.0,9.0,0.38,0.24,90.0,37.0,0.0,0.14,0.41,0.11,37.0,5.0,0.0,10.0,3319.0,2.09,15.0,6.0,2007
53,,,,,ie,Stephen Hunt,"FW,MF",25.0,,,,,,,,,,,Reading,2.0,0.24,35.0,5.0,0.19,0.14,90.0,37.0,0.0,0.14,0.71,0.08,37.0,5.0,0.0,4.0,3314.0,0.95,26.0,2.0,2007
54,,,,,at,Paul Scharner,"DF,MF",27.0,,,,,,,,,,,Wigan Athletic,0.0,0.14,55.0,4.0,0.14,0.11,90.0,37.0,0.0,0.16,0.52,0.11,37.0,6.0,0.0,1.0,3312.0,1.49,19.0,0.0,2007
55,,,,,eng,Ashley Young,"FW,MF,DF",22.0,,,,,,,,,,,Aston Villa,0.0,0.66,38.0,8.0,0.66,0.22,89.0,37.0,0.0,0.16,0.68,0.22,37.0,6.0,0.0,16.0,3286.0,1.04,25.0,0.0,2007
56,,,,,eng,Stephen Warnock,DF,25.0,,,,,,,,,,,Blackburn Rovers,0.0,0.11,41.0,1.0,0.11,0.03,89.0,37.0,0.0,0.22,0.05,0.03,37.0,8.0,0.0,3.0,3283.0,1.12,2.0,0.0,2007
57,,,,,eng,Gabby Agbonlahor,"FW,MF",20.0,,,,,,,,,,,Aston Villa,0.0,0.47,46.0,11.0,0.47,0.3,89.0,37.0,0.0,0.11,1.02,0.3,37.0,4.0,0.0,6.0,3278.0,1.26,37.0,0.0,2007
58,,,,,nl,Wilfred Bouma,DF,29.0,,,,,,,,,,,Aston Villa,0.0,0.03,27.0,1.0,0.03,0.03,86.0,38.0,0.0,0.14,0.08,0.03,38.0,5.0,0.0,0.0,3261.0,0.75,3.0,0.0,2007
59,,,,,eng,Phil Neville,"MF,DF",30.0,,,,,,,,,,,Everton,0.0,0.08,45.0,2.0,0.08,0.06,88.0,37.0,0.0,0.14,0.22,0.06,37.0,4.0,1.0,1.0,3238.0,1.25,8.0,0.0,2007
60,,,,,nir,George McCartney,DF,26.0,,,,,,,,,,,West Ham United,0.0,0.14,33.0,1.0,0.14,0.03,85.0,38.0,0.0,0.11,0.14,0.03,38.0,4.0,0.0,4.0,3225.0,0.92,5.0,0.0,2007
61,,,,,eng,Nicky Shorey,"MF,DF",26.0,,,,,,,,,,,Reading,0.0,0.31,15.0,3.0,0.31,0.08,89.0,36.0,0.0,0.14,0.28,0.08,36.0,5.0,0.0,8.0,3220.0,0.42,10.0,1.0,2007
62,,,,,wal,Simon Davies,MF,27.0,,,,,,,,,,,Fulham,0.0,0.28,34.0,5.0,0.28,0.14,87.0,36.0,1.0,0.17,0.67,0.14,37.0,6.0,0.0,5.0,3210.0,0.95,24.0,0.0,2007
63,,,,,eng,Fabrice Muamba,MF,19.0,,,,,,,,,,,Birmingham City,0.0,0.06,49.0,2.0,0.06,0.06,86.0,37.0,0.0,0.14,0.28,0.06,37.0,5.0,0.0,0.0,3196.0,1.38,10.0,0.0,2007
64,,,,,fr,Sylvain Distin,DF,29.0,,,,,,,,,,,Portsmouth,0.0,0.03,23.0,0.0,0.03,0.0,89.0,36.0,0.0,0.11,0.03,0.0,36.0,4.0,0.0,1.0,3194.0,0.65,1.0,0.0,2007
65,,,,,py,Roque Santa Cruz,FW,25.0,,,,,,,,,,,Blackburn Rovers,0.0,0.71,42.0,19.0,0.71,0.54,86.0,36.0,1.0,0.08,1.27,0.54,37.0,3.0,0.0,6.0,3185.0,1.19,45.0,0.0,2007
66,,,,,eng,Luke Young,DF,28.0,,,,,,,,,,,Middlesbrough,0.0,0.06,21.0,1.0,0.06,0.03,89.0,35.0,0.0,0.23,0.12,0.03,35.0,8.0,0.0,1.0,3108.0,0.61,4.0,0.0,2007
67,,,,,eng,Nigel Reo-Coker,MF,23.0,,,,,,,,,,,Aston Villa,0.0,0.06,74.0,0.0,0.06,0.0,86.0,36.0,0.0,0.32,0.15,0.0,36.0,10.0,1.0,2.0,3103.0,2.15,5.0,0.0,2007
68,,,,,eng,Liam Ridgewell,DF,23.0,,,,,,,,,,,Birmingham City,0.0,0.06,35.0,1.0,0.06,0.03,88.0,35.0,0.0,0.29,0.23,0.03,35.0,10.0,0.0,1.0,3091.0,1.02,8.0,0.0,2007
69,,,,,au,Lucas Neill,DF,29.0,,,,,,,,,,,West Ham United,0.0,0.03,27.0,0.0,0.03,0.0,90.0,34.0,0.0,0.15,0.06,0.0,34.0,5.0,0.0,1.0,3060.0,0.79,2.0,0.0,2007
70,,,,,eng,Rio Ferdinand,DF,28.0,,,,,,,,,,,Manchester United,0.0,0.09,15.0,2.0,0.09,0.06,87.0,35.0,0.0,0.12,0.18,0.06,35.0,4.0,0.0,1.0,3045.0,0.44,6.0,0.0,2007
71,,,,,wal,Danny Collins,DF,26.0,,,,,,,,,,,Sunderland,0.0,0.03,38.0,1.0,0.03,0.03,85.0,32.0,4.0,0.18,0.06,0.03,36.0,6.0,0.0,0.0,3044.0,1.12,2.0,0.0,2007
72,,,,,ie,Richard Dunne,DF,27.0,,,,,,,,,,,Manchester City,0.0,0.0,27.0,0.0,0.0,0.0,85.0,36.0,0.0,0.15,0.03,0.0,36.0,3.0,2.0,0.0,3041.0,0.8,1.0,0.0,2007
73,,,,,eng,Jamie Carragher,"MF,DF",29.0,,,,,,,,,,,Liverpool,0.0,0.06,28.0,0.0,0.06,0.0,87.0,34.0,1.0,0.12,0.09,0.0,35.0,4.0,0.0,2.0,3040.0,0.83,3.0,0.0,2007
74,,,,,eng,Wes Brown,DF,27.0,,,,,,,,,,,Manchester United,0.0,0.03,51.0,1.0,0.03,0.03,84.0,34.0,2.0,0.24,0.12,0.03,36.0,8.0,0.0,0.0,3030.0,1.51,4.0,0.0,2007
75,,,,,eng,David Wheater,DF,20.0,,,,,,,,,,,Middlesbrough,0.0,0.09,45.0,3.0,0.09,0.09,89.0,34.0,0.0,0.24,0.57,0.09,34.0,8.0,0.0,0.0,3015.0,1.34,19.0,0.0,2007
76,,,,,ie,Kevin Doyle,FW,23.0,,,,,,,,,,,Reading,0.0,0.24,27.0,6.0,0.24,0.18,84.0,34.0,2.0,0.03,0.75,0.18,36.0,1.0,0.0,2.0,3008.0,0.81,25.0,1.0,2007
77,,,,,eng,Nicky Butt,"MF,DF",32.0,,,,,,,,,,,Newcastle United,0.0,0.12,54.0,3.0,0.12,0.09,86.0,35.0,0.0,0.33,0.24,0.09,35.0,11.0,0.0,1.0,2998.0,1.62,8.0,0.0,2007
78,,,,,is,Ívar Ingimarsson,DF,29.0,,,,,,,,,,,Reading,0.0,0.09,27.0,2.0,0.09,0.06,88.0,33.0,1.0,0.18,0.27,0.06,34.0,6.0,0.0,1.0,2990.0,0.81,9.0,0.0,2007
79,,,,,bg,Dimitar Berbatov,FW,26.0,,,,,,,,,,,Tottenham Hotspur,1.0,0.75,54.0,15.0,0.72,0.45,83.0,33.0,3.0,0.09,1.63,0.42,36.0,3.0,0.0,10.0,2988.0,1.63,54.0,1.0,2007
80,,,,,bg,Martin Petrov,"MF,FW",28.0,,,,,,,,,,,Manchester City,0.0,0.39,22.0,5.0,0.39,0.15,87.0,34.0,0.0,0.09,1.09,0.15,34.0,2.0,1.0,8.0,2972.0,0.67,36.0,0.0,2007
81,,,,,hr,Vedran Ćorluka,DF,21.0,,,,,,,,,,,Manchester City,0.0,0.03,24.0,0.0,0.03,0.0,85.0,34.0,1.0,0.12,0.0,0.0,35.0,4.0,0.0,1.0,2970.0,0.73,0.0,0.0,2007
82,,,,,se,Olof Mellberg,"DF,MF",29.0,,,,,,,,,,,Aston Villa,0.0,0.09,25.0,2.0,0.09,0.06,87.0,33.0,1.0,0.18,0.09,0.06,34.0,5.0,1.0,1.0,2963.0,0.76,3.0,0.0,2007
83,,,,,ie,Kevin Kilbane,"MF,DF",30.0,,,,,,,,,,,Wigan Athletic,0.0,0.06,25.0,1.0,0.06,0.03,85.0,33.0,2.0,0.12,0.33,0.03,35.0,3.0,1.0,1.0,2963.0,0.76,11.0,0.0,2007
84,,,,,tg,Emmanuel Adebayor,FW,23.0,,,,,,,,,,,Arsenal,3.0,0.86,55.0,24.0,0.77,0.74,81.0,32.0,4.0,0.09,1.88,0.65,36.0,3.0,0.0,4.0,2926.0,1.69,61.0,3.0,2007
85,,,,,eng,Paul Konchesky,"DF,FW,MF",26.0,,,,,,,,,,,Fulham,0.0,0.03,24.0,0.0,0.03,0.0,89.0,33.0,0.0,0.18,0.12,0.0,33.0,5.0,1.0,1.0,2925.0,0.74,4.0,0.0,2007
86,,,,,cg,Christopher Samba,DF,23.0,,,,,,,,,,,Blackburn Rovers,0.0,0.06,47.0,2.0,0.06,0.06,88.0,33.0,0.0,0.34,0.47,0.06,33.0,10.0,1.0,0.0,2891.0,1.46,15.0,0.0,2007
87,,,,,no,Morten Gamst Pedersen,"MF,FW",25.0,,,,,,,,,,,Blackburn Rovers,0.0,0.19,56.0,4.0,0.19,0.13,78.0,32.0,5.0,0.16,0.91,0.13,37.0,5.0,0.0,2.0,2871.0,1.76,29.0,0.0,2007
88,,,,,ie,Lee Carsley,MF,33.0,,,,,,,,,,,Everton,0.0,0.13,37.0,1.0,0.13,0.03,84.0,33.0,1.0,0.19,0.13,0.03,34.0,6.0,0.0,3.0,2865.0,1.16,4.0,0.0,2007
89,,,,,es,Cesc Fàbregas,"FW,MF",20.0,,,,,,,,,,,Arsenal,0.0,0.69,29.0,7.0,0.69,0.22,89.0,32.0,0.0,0.28,1.2,0.22,32.0,9.0,0.0,15.0,2857.0,0.91,38.0,0.0,2007
90,,,,,hr,Niko Kranjčar,MF,22.0,,,,,,,,,,,Portsmouth,0.0,0.22,31.0,4.0,0.22,0.13,84.0,31.0,3.0,0.06,1.07,0.13,34.0,2.0,0.0,3.0,2854.0,0.98,34.0,1.0,2007
91,,,,,fr,Steed Malbranque,MF,27.0,,,,,,,,,,,Tottenham Hotspur,0.0,0.19,36.0,4.0,0.19,0.13,77.0,35.0,2.0,0.13,0.57,0.13,37.0,4.0,0.0,2.0,2840.0,1.14,18.0,0.0,2007
