,pens_made,goals_assists_per90,position,fouls,goals,player,goals_assists_pens_per90,squad,goals_per90,minutes_per_game,games_starts,games_subs,cards_per90,shots_on_target_per90,goals_pens_per90,games,cards_yellow,cards_red,nationality,assists,minutes,fouls_per90,age,shots_on_target,pens_att
69,0,0.07,DF,25,0,Emiliano Insúa,0.07,Liverpool,0.00,88,30,1,0.03,0.07,0.00,31,1,0,ar ARG,2,"2,722",0.83,20,2,0
70,0,0.00,GK,0,0,Heurelho Gomes,0.00,Tottenham Hotspur,0.00,88,31,0,0.07,0.00,0.00,31,2,0,br BRA,0,"2,715",0.00,28,0,0
71,0,0.03,DF,16,1,Kolo Touré,0.03,Manchester City,0.03,87,31,0,0.03,0.20,0.03,31,1,0,ci CIV,0,"2,708",0.53,28,6,0
72,0,0.03,DF,24,0,Scott Dann,0.03,Birmingham City,0.00,90,30,0,0.13,0.03,0.00,30,4,0,eng ENG,1,"2,700",0.80,22,1,0
73,0,0.57,FW,24,11,Nicolas Anelka,0.57,Chelsea,0.37,82,31,2,0.00,1.47,0.37,33,0,0,fr FRA,6,"2,688",0.80,30,44,0
74,0,0.44,FW,43,10,Cameron Jerome,0.44,Birmingham City,0.34,84,32,0,0.17,1.04,0.34,32,5,0,eng ENG,3,"2,671",1.45,22,31,0
75,0,0.00,"MF,DF",26,0,Chris Baird,0.00,Fulham,0.00,83,29,3,0.14,0.10,0.00,32,4,0,nir NIR,0,"2,658",0.88,27,3,0
76,0,0.20,MF,49,4,Steven Pienaar,0.20,Everton,0.14,89,30,0,0.34,0.61,0.14,30,9,1,za RSA,2,"2,657",1.66,27,18,0
77,0,0.20,MF,15,3,Matt Jarvis,0.20,Wolverhampton Wanderers,0.10,78,30,4,0.10,0.61,0.10,34,3,0,eng ENG,3,"2,641",0.51,23,18,0
78,2,0.24,"FW,MF",51,5,James McFadden,0.17,Birmingham City,0.17,73,32,4,0.17,0.68,0.10,36,5,0,sco SCO,2,"2,639",1.74,26,20,3
79,0,0.00,MF,45,0,Nigel de Jong,0.00,Manchester City,0.00,77,30,4,0.24,0.17,0.00,34,7,0,nl NED,0,"2,627",1.54,24,5,0
80,0,0.45,"DF,MF",42,5,Antonio Valencia,0.45,Manchester United,0.17,77,29,5,0.10,0.55,0.17,34,3,0,ec ECU,8,"2,613",1.45,23,16,0
81,0,0.21,DF,28,5,Gary Cahill,0.21,Bolton Wanderers,0.17,90,29,0,0.10,0.45,0.17,29,3,0,eng ENG,1,"2,610",0.97,23,13,0
82,0,0.00,GK,0,0,Manuel Almunia,0.00,Arsenal,0.00,90,29,0,0.03,0.00,0.00,29,1,0,es ESP,0,"2,610",0.00,32,0,0
83,0,0.03,"MF,DF",61,0,Lorik Cana,0.03,Sunderland,0.00,84,29,2,0.38,0.10,0.00,31,10,1,al ALB,1,"2,598",2.11,26,3,0
84,0,0.14,DF,43,4,Christopher Samba,0.14,Blackburn Rovers,0.14,87,30,0,0.21,0.62,0.14,30,5,1,cg CGO,0,"2,594",1.49,25,18,0
85,0,0.10,"DF,MF",48,0,John Heitinga,0.10,Everton,0.00,84,29,2,0.28,0.17,0.00,31,8,0,nl NED,3,"2,591",1.67,25,5,0
86,0,0.07,DF,21,0,Stephen Warnock,0.07,Aston Villa,0.00,86,30,0,0.10,0.03,0.00,30,3,0,eng ENG,2,"2,590",0.73,27,1,0
87,3,0.35,"DF,MF",20,8,Matthew Taylor,0.24,Bolton Wanderers,0.28,70,29,8,0.07,1.19,0.17,37,2,0,eng ENG,2,"2,578",0.70,27,34,3
88,0,0.14,MF,38,2,Scott Parker,0.14,West Ham United,0.07,83,30,1,0.35,0.59,0.07,31,9,1,eng ENG,2,"2,573",1.33,28,17,0
89,0,0.28,MF,34,4,Darren Fletcher,0.28,Manchester United,0.14,86,29,1,0.21,0.42,0.14,30,5,1,sco SCO,4,"2,570",1.19,25,12,0
90,0,0.11,DF,22,1,Vedran Ćorluka,0.11,Tottenham Hotspur,0.04,88,29,0,0.11,0.11,0.04,29,3,0,hr CRO,2,"2,553",0.78,23,3,0
91,1,0.78,FW,53,18,Jermain Defoe,0.74,Tottenham Hotspur,0.63,75,31,3,0.14,1.62,0.60,34,3,1,eng ENG,4,"2,553",1.87,26,46,2
92,0,0.04,DF,39,1,Michael Turner,0.04,Sunderland,0.04,88,29,0,0.35,0.18,0.04,29,8,2,,0,"2,549",1.38,25,5,0
93,0,0.35,"FW,MF",17,6,Damien Duff,0.35,Fulham,0.21,79,30,2,0.07,0.78,0.21,32,2,0,ie IRL,4,"2,537",0.60,30,22,0
94,0,0.07,MF,61,1,Wilson Palacios,0.07,Tottenham Hotspur,0.04,77,29,4,0.28,0.21,0.04,33,8,0,hn HON,1,"2,530",2.17,25,6,0
95,0,0.07,DF,24,1,Benoît Assou-Ekotto,0.07,Tottenham Hotspur,0.04,84,29,1,0.18,0.04,0.04,30,5,0,cm CMR,1,"2,530",0.85,25,1,0
96,0,0.29,"MF,DF",44,4,Paul Scharner,0.29,Wigan Athletic,0.14,66,30,8,0.21,0.75,0.14,38,6,0,at AUT,4,"2,518",1.57,29,21,0
97,0,0.15,DF,30,2,Ryan Shawcross,0.15,Stoke City,0.07,87,27,1,0.33,0.22,0.07,28,8,1,eng ENG,2,"2,448",1.10,21,6,0
98,0,0.00,GK,0,0,Boaz Myhill,0.00,Hull City,0.00,90,27,0,0.07,0.00,0.00,27,2,0,wal WAL,0,"2,430",0.00,26,0,0
99,0,0.33,"FW,MF",46,3,Morten Gamst Pedersen,0.33,Blackburn Rovers,0.11,74,27,6,0.19,0.71,0.11,33,5,0,no NOR,6,"2,424",1.71,27,19,0
100,0,0.07,"DF,MF",46,1,Kieran Richardson,0.07,Sunderland,0.04,83,28,1,0.34,0.22,0.04,29,8,1,eng ENG,1,"2,410",1.72,24,6,0
101,0,0.00,"DF,MF",35,0,Marc Wilson,0.00,Portsmouth,0.00,86,28,0,0.07,0.07,0.00,28,2,0,ie IRL,0,"2,408",1.31,21,2,0
102,0,0.26,"FW,MF",18,4,Lee Chung-yong,0.26,Bolton Wanderers,0.15,71,27,7,0.15,0.49,0.15,34,4,0,kr KOR,3,"2,407",0.67,21,13,0
103,1,0.38,"FW,MF",37,7,Clint Dempsey,0.34,Fulham,0.26,82,27,2,0.04,1.05,0.23,29,1,0,us USA,3,"2,391",1.39,26,28,1
104,0,0.08,"MF,DF",25,2,Abdoulaye Faye,0.08,Stoke City,0.08,77,30,1,0.26,0.19,0.08,31,5,2,sn SEN,0,"2,382",0.94,31,5,0
105,0,0.64,FW,26,10,Craig Bellamy,0.64,Manchester City,0.38,74,26,6,0.19,1.06,0.38,32,4,1,wal WAL,7,"2,380",0.98,30,28,0
106,0,0.27,MF,41,4,Seb Larsson,0.27,Birmingham City,0.15,72,26,7,0.11,0.61,0.15,33,3,0,se SWE,3,"2,376",1.55,24,16,0
107,0,0.00,DF,25,0,Clarke Carlisle,0.00,Burnley,0.00,88,27,0,0.27,0.11,0.00,27,7,0,eng ENG,0,"2,373",0.95,29,3,0
108,0,0.04,DF,31,1,James Collins,0.04,Aston Villa,0.04,88,26,1,0.08,0.30,0.04,27,2,0,wal WAL,0,"2,369",1.18,25,8,0
109,0,0.08,"MF,DF,FW",20,1,Paul Konchesky,0.08,Fulham,0.04,88,27,0,0.11,0.08,0.04,27,3,0,eng ENG,1,"2,365",0.76,28,2,0
110,0,0.34,MF,53,4,Michael Ballack,0.34,Chelsea,0.15,74,26,6,0.15,0.46,0.15,32,3,1,de GER,5,"2,363",2.02,32,12,0
111,0,0.15,MF,36,2,Glenn Whelan,0.15,Stoke City,0.08,72,25,8,0.34,0.19,0.08,33,9,0,ie IRL,2,"2,358",1.37,25,5,0
112,0,0.12,DF,14,3,William Gallas,0.12,Arsenal,0.12,90,26,0,0.08,0.27,0.12,26,2,0,fr FRA,0,"2,340",0.54,31,7,0
113,0,0.08,DF,19,2,Michael Dawson,0.08,Tottenham Hotspur,0.08,81,25,4,0.15,0.19,0.08,29,4,0,eng ENG,0,"2,337",0.73,25,5,0
114,0,0.00,MF,66,0,Hendry Thomas,0.00,Wigan Athletic,0.00,75,27,4,0.35,0.15,0.00,31,8,1,hn HON,0,"2,333",2.55,24,4,0
115,2,0.54,FW,31,13,Louis Saha,0.47,Everton,0.50,70,26,7,0.08,1.12,0.43,33,2,0,fr FRA,1,"2,322",1.20,30,29,2
116,0,0.35,MF,49,6,Abou Diaby,0.35,Arsenal,0.23,80,26,3,0.08,0.58,0.23,29,2,0,fr FRA,3,"2,319",1.90,23,15,0
117,1,0.39,"FW,MF",46,6,Stephen Hunt,0.35,Hull City,0.23,86,27,0,0.16,0.51,0.19,27,4,0,ie IRL,4,"2,316",1.79,27,13,1
118,0,0.00,GK,0,0,Craig Gordon,0.00,Sunderland,0.00,89,26,0,0.12,0.00,0.00,26,3,0,sco SCO,0,"2,315",0.00,26,0,0
119,0,0.82,"MF,FW",24,12,Florent Malouda,0.82,Chelsea,0.47,70,26,7,0.20,0.98,0.47,33,4,1,fr FRA,9,"2,304",0.94,29,25,0
120,0,0.04,DF,17,1,Sébastien Bassong,0.04,Tottenham Hotspur,0.04,82,25,3,0.08,0.08,0.04,28,2,0,cm CMR,0,"2,296",0.67,23,2,0
121,0,0.00,DF,28,0,Paul McShane,0.00,Hull City,0.00,85,26,1,0.20,0.04,0.00,27,5,0,ie IRL,0,"2,293",1.10,23,1,0
122,1,0.51,FW,72,10,Carlton Cole,0.47,West Ham United,0.39,76,26,4,0.12,1.42,0.35,30,3,0,eng ENG,3,"2,287",2.83,25,36,1
123,0,0.28,FW,35,5,Frédéric Piquionne,0.28,Portsmouth,0.20,67,26,8,0.08,0.95,0.20,34,2,0,"fr FRA,mq MTQ",2,"2,274",1.39,30,24,0
124,0,0.16,DF,28,4,Ryan Nelsen,0.16,Blackburn Rovers,0.16,81,25,3,0.12,0.32,0.16,28,3,0,nz NZL,0,"2,271",1.11,31,8,0
125,0,0.12,"DF,MF",34,2,Radoslav Kováč,0.12,West Ham United,0.08,73,27,4,0.36,0.16,0.08,31,8,1,cz CZE,1,"2,261",1.35,29,4,0
126,0,0.48,"MF,FW",40,10,Andrey Arshavin,0.48,Arsenal,0.40,75,25,5,0.08,1.16,0.40,30,2,0,ru RUS,2,"2,255",1.60,28,29,0
127,0,0.20,DF,39,1,Branislav Ivanović,0.20,Chelsea,0.04,81,25,3,0.24,0.40,0.04,28,6,0,rs SRB,4,"2,254",1.56,25,10,0
128,0,0.24,MF,30,2,Jamie O'Hara,0.24,Portsmouth,0.08,87,25,1,0.32,0.88,0.08,26,8,0,eng ENG,4,"2,251",1.20,22,22,1
129,0,0.00,GK,0,0,Marcus Hahnemann,0.00,Wolverhampton Wanderers,0.00,90,25,0,0.12,0.00,0.00,25,3,0,us USA,0,"2,250",0.00,37,0,0
130,0,0.00,"DF,MF",23,0,Jonathan Spector,0.00,West Ham United,0.00,83,22,5,0.08,0.00,0.00,27,2,0,us USA,0,"2,240",0.92,23,0,0
131,0,0.04,"MF,DF",59,1,Alex Song,0.04,Arsenal,0.04,86,25,1,0.40,0.12,0.04,26,10,0,cm CMR,0,"2,238",2.37,21,3,0
132,0,0.24,FW,55,3,Ricardo Fuller,0.24,Stoke City,0.12,64,22,13,0.36,1.05,0.12,35,9,0,jm JAM,3,"2,237",2.21,29,26,0
133,0,0.00,GK,0,0,David James,0.00,Portsmouth,0.00,89,25,0,0.12,0.00,0.00,25,3,0,eng ENG,0,"2,232",0.00,38,0,0
134,0,0.08,MF,60,1,George Boateng,0.08,Hull City,0.04,77,26,3,0.24,0.16,0.04,29,4,2,nl NED,1,"2,230",2.42,33,4,0
135,0,0.61,FW,44,8,Peter Crouch,0.61,Tottenham Hotspur,0.32,59,21,17,0.04,1.66,0.32,38,1,0,eng ENG,7,"2,229",1.78,28,41,0
136,0,0.08,DF,21,0,Grétar Steinsson,0.08,Bolton Wanderers,0.00,82,25,2,0.20,0.00,0.00,27,4,1,is ISL,2,"2,220",0.85,27,0,0
137,0,0.49,FW,68,8,Bobby Zamora,0.49,Fulham,0.32,82,27,0,0.12,0.89,0.32,27,3,0,eng ENG,4,"2,217",2.76,28,22,0
138,0,0.73,FW,37,14,Emmanuel Adebayor,0.73,Manchester City,0.57,85,25,1,0.04,1.18,0.57,26,1,0,tg TOG,4,"2,207",1.51,25,29,0
139,0,0.04,DF,31,0,Paul Robinson,0.04,Bolton Wanderers,0.00,88,24,1,0.29,0.00,0.00,25,7,0,eng ENG,1,"2,191",1.27,30,0,0
140,3,1.15,"FW,MF",35,15,Cesc Fàbregas,1.03,Arsenal,0.62,81,26,1,0.21,1.40,0.49,27,5,0,es ESP,13,"2,188",1.44,22,34,4
141,0,0.21,MF,36,1,Jordan Henderson,0.21,Sunderland,0.04,66,23,10,0.12,0.33,0.04,33,3,0,eng ENG,4,"2,187",1.48,19,8,0
142,1,0.49,FW,24,9,Kenwyne Jones,0.45,Sunderland,0.37,68,24,8,0.08,1.15,0.33,32,1,1,tt TRI,3,"2,182",0.99,24,28,1
143,0,0.04,"DF,MF",49,1,André Bikey,0.04,Burnley,0.04,78,26,2,0.21,0.33,0.04,28,5,0,cm CMR,0,"2,180",2.02,24,8,0
144,0,0.04,DF,19,0,Sam Ricketts,0.04,Bolton Wanderers,0.00,80,25,2,0.12,0.08,0.00,27,2,1,wal WAL,1,"2,168",0.79,27,2,0
145,0,0.00,DF,18,0,Anthony Gardner,0.00,Hull City,0.00,90,24,0,0.04,0.12,0.00,24,1,0,eng ENG,0,"2,160",0.75,28,3,0
146,0,0.21,DF,16,4,Ashley Cole,0.21,Chelsea,0.17,80,25,2,0.17,0.33,0.17,27,4,0,eng ENG,1,"2,153",0.67,28,8,0
147,0,0.25,DF,23,3,Glen Johnson,0.25,Liverpool,0.13,86,24,1,0.04,0.34,0.13,25,1,0,eng ENG,3,"2,137",0.97,24,8,0
148,3,0.21,MF,36,5,Danny Murphy,0.08,Fulham,0.21,85,25,0,0.21,0.34,0.08,25,5,0,eng ENG,0,"2,134",1.52,32,8,3
149,1,0.04,MF,40,1,Keith Andrews,0.00,Blackburn Rovers,0.04,66,22,10,0.17,0.25,0.00,32,4,0,ie IRL,0,"2,121",1.70,28,6,1
150,0,0.08,MF,14,2,Michael Carrick,0.08,Manchester United,0.08,71,22,8,0.04,0.51,0.08,30,1,0,eng ENG,0,"2,119",0.59,28,12,1
151,1,0.25,MF,37,2,Mark Noble,0.21,West Ham United,0.08,79,25,2,0.30,0.59,0.04,27,6,1,eng ENG,4,"2,119",1.57,22,14,1
152,0,0.04,DF,28,1,Nemanja Vidić,0.04,Manchester United,0.04,88,24,0,0.38,0.17,0.04,24,8,1,rs SRB,0,"2,106",1.20,27,4,0
153,0,0.04,DF,35,0,Pablo Zabaleta,0.04,Manchester City,0.00,78,23,4,0.43,0.00,0.00,27,9,1,ar ARG,1,"2,102",1.50,24,0,0
154,1,0.60,FW,66,10,John Carew,0.56,Aston Villa,0.43,64,22,11,0.09,1.16,0.39,33,2,0,no NOR,4,"2,102",2.83,29,27,2
155,0,0.73,FW,43,12,Dimitar Berbatov,0.73,Manchester United,0.52,64,24,9,0.04,1.68,0.52,33,1,0,bg BUL,5,"2,094",1.85,28,39,0
156,0,0.17,MF,50,3,Tamir Cohen,0.17,Bolton Wanderers,0.13,77,26,1,0.34,0.52,0.13,27,7,1,il ISR,1,"2,090",2.15,25,12,0
157,0,0.04,DF,25,0,Gaël Clichy,0.04,Arsenal,0.00,87,23,1,0.17,0.17,0.00,24,4,0,fr FRA,1,"2,087",1.08,24,4,0
